JTD - posicion alpha=1.000-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 1.000e+00 | 2.983e-03 | 1.429e-07         | position
7.000e+00 | -1.000e+00 | 1.000e+00 | 2.128e-03 | 1.447e-07         | position
8.000e+00 | -1.000e+00 | 1.000e+00 | 1.579e-03 | 1.457e-07         | position
9.000e+00 | -1.000e+00 | 1.000e+00 | 1.211e-03 | 1.396e-07         | position
1.100e+01 | -1.000e+00 | 1.000e+00 | 1.839e-03 | 1.463e-07         | position
1.300e+01 | -1.000e+00 | 1.000e+00 | 1.210e-03 | 1.487e-07         | position
1.400e+01 | -1.000e+00 | 1.000e+00 | 9.971e-04 | 1.298e-07         | position
1.500e+01 | -1.000e+00 | 1.000e+00 | 8.530e-04 | 1.459e-07         | position
1.600e+01 | -1.000e+00 | 1.000e+00 | 7.397e-04 | 1.485e-07         | position
1.700e+01 | -1.000e+00 | 1.000e+00 | 6.486e-04 | 1.488e-07         | position
1.900e+01 | -1.000e+00 | 1.000e+00 | 8.607e-04 | 1.488e-07         | position
2.100e+01 | -1.000e+00 | 1.000e+00 | 6.055e-04 | 1.342e-07         | position
2.200e+01 | -1.000e+00 | 1.000e+00 | 5.504e-04 | 1.475e-07         | position
2.300e+01 | -1.000e+00 | 1.000e+00 | 5.011e-04 | 1.385e-07         | position
2.400e+01 | -1.000e+00 | 1.000e+00 | 4.602e-04 | 1.484e-07         | position
2.500e+01 | -1.000e+00 | 1.000e+00 | 4.153e-04 | 1.445e-07         | position
2.600e+01 | -1.000e+00 | 1.000e+00 | 3.792e-04 | 1.482e-07         | position
2.700e+01 | -1.000e+00 | 1.000e+00 | 3.481e-04 | 1.486e-07         | position
2.800e+01 | -1.000e+00 | 1.000e+00 | 3.209e-04 | 1.479e-07         | position
2.900e+01 | -1.000e+00 | 1.000e+00 | 2.977e-04 | 1.421e-07         | position
3.100e+01 | -1.000e+00 | 1.000e+00 | 2.710e-04 | 1.487e-07         | position
3.200e+01 | -1.000e+00 | 1.000e+00 | 2.468e-04 | 1.358e-07         | position
3.300e+01 | -1.000e+00 | 1.000e+00 | 2.305e-04 | 1.365e-07         | position
3.400e+01 | -1.000e+00 | 1.000e+00 | 2.159e-04 | 1.487e-07         | position
3.500e+01 | -1.000e+00 | 1.000e+00 | 2.028e-04 | 1.477e-07         | position
3.700e+01 | -1.000e+00 | 1.000e+00 | 2.706e-04 | 1.450e-07         | position
3.900e+01 | -1.000e+00 | 1.000e+00 | 2.327e-04 | 1.463e-07         | position
4.000e+01 | -1.000e+00 | 1.000e+00 | 2.005e-04 | 1.488e-07         | position
4.100e+01 | -1.000e+00 | 1.000e+00 | 1.914e-04 | 1.488e-07         | position
4.200e+01 | -1.000e+00 | 1.000e+00 | 1.840e-04 | 1.481e-07         | position
4.300e+01 | -1.000e+00 | 1.000e+00 | 1.742e-04 | 1.482e-07         | position
4.400e+01 | -1.000e+00 | 1.000e+00 | 1.663e-04 | 1.472e-07         | position
4.500e+01 | -1.000e+00 | 1.000e+00 | 1.593e-04 | 1.485e-07         | position
4.600e+01 | -1.000e+00 | 1.000e+00 | 1.529e-04 | 1.482e-07         | position
4.700e+01 | -1.000e+00 | 1.000e+00 | 1.473e-04 | 1.459e-07         | position
4.900e+01 | -1.000e+00 | 1.000e+00 | 1.380e-04 | 1.470e-07         | position
5.000e+01 | -1.000e+00 | 1.000e+00 | 1.303e-04 | 1.483e-07         | position
5.100e+01 | -1.000e+00 | 1.000e+00 | 1.248e-04 | 1.472e-07         | position
5.200e+01 | -1.000e+00 | 1.000e+00 | 1.196e-04 | 1.489e-07         | position
5.300e+01 | -1.000e+00 | 1.000e+00 | 1.149e-04 | 1.482e-07         | position

