JTD - posicion alpha=3.000-neu
-------------------------------------------------------------------------------
Z         | Q         | alpha     | JTD       | integration_error | space   
-------------------------------------------------------------------------------
3.000e+00 | 0.000e+00 | 3.000e+00 | 4.279e-03 | 1.484e-07         | position
4.000e+00 | 0.000e+00 | 3.000e+00 | 6.177e-02 | 9.440e-08         | position
5.000e+00 | 0.000e+00 | 3.000e+00 | 3.590e-01 | 2.893e-07         | position
6.000e+00 | 0.000e+00 | 3.000e+00 | 1.373e+00 | 8.483e-07         | position
7.000e+00 | 0.000e+00 | 3.000e+00 | 4.080e+00 | 1.140e-06         | position
8.000e+00 | 0.000e+00 | 3.000e+00 | 1.027e+01 | 3.572e-07         | position
9.000e+00 | 0.000e+00 | 3.000e+00 | 2.281e+01 | 6.408e-06         | position
1.000e+01 | 0.000e+00 | 3.000e+00 | 4.608e+01 | 4.129e-06         | position
1.100e+01 | 0.000e+00 | 3.000e+00 | 8.834e+01 | 2.766e-06         | position
1.200e+01 | 0.000e+00 | 3.000e+00 | 1.604e+02 | 3.916e-06         | position
1.300e+01 | 0.000e+00 | 3.000e+00 | 2.762e+02 | 5.380e-06         | position
1.400e+01 | 0.000e+00 | 3.000e+00 | 4.551e+02 | 1.665e-05         | position
1.500e+01 | 0.000e+00 | 3.000e+00 | 7.223e+02 | 7.692e-05         | position
1.600e+01 | 0.000e+00 | 3.000e+00 | 1.110e+03 | 4.835e-04         | position
1.700e+01 | 0.000e+00 | 3.000e+00 | 1.659e+03 | 2.722e-03         | position
1.800e+01 | 0.000e+00 | 3.000e+00 | 2.419e+03 | 1.585e-04         | position
1.900e+01 | 0.000e+00 | 3.000e+00 | 3.462e+03 | 4.801e-04         | position
2.000e+01 | 0.000e+00 | 3.000e+00 | 4.867e+03 | 6.134e-04         | position
2.100e+01 | 0.000e+00 | 3.000e+00 | 6.700e+03 | 6.903e-04         | position
2.200e+01 | 0.000e+00 | 3.000e+00 | 9.073e+03 | 6.436e-04         | position
2.300e+01 | 0.000e+00 | 3.000e+00 | 1.211e+04 | 5.218e-04         | position
2.400e+01 | 0.000e+00 | 3.000e+00 | 1.591e+04 | 4.736e-04         | position
2.500e+01 | 0.000e+00 | 3.000e+00 | 2.076e+04 | 7.007e-04         | position
2.600e+01 | 0.000e+00 | 3.000e+00 | 2.672e+04 | 1.545e-03         | position
2.700e+01 | 0.000e+00 | 3.000e+00 | 3.405e+04 | 3.803e-03         | position
2.800e+01 | 0.000e+00 | 3.000e+00 | 4.298e+04 | 9.339e-03         | position
2.900e+01 | 0.000e+00 | 3.000e+00 | 5.366e+04 | 2.239e-02         | position
3.000e+01 | 0.000e+00 | 3.000e+00 | 6.677e+04 | 5.288e-02         | position
3.100e+01 | 0.000e+00 | 3.000e+00 | 8.242e+04 | 1.223e-01         | position
3.200e+01 | 0.000e+00 | 3.000e+00 | 1.010e+05 | 2.821e-01         | position
3.300e+01 | 0.000e+00 | 3.000e+00 | 1.231e+05 | 6.507e-01         | position
3.400e+01 | 0.000e+00 | 3.000e+00 | 1.490e+05 | 2.192e-03         | position
3.500e+01 | 0.000e+00 | 3.000e+00 | 1.793e+05 | 4.723e-03         | position
3.600e+01 | 0.000e+00 | 3.000e+00 | 2.147e+05 | 9.571e-03         | position
3.700e+01 | 0.000e+00 | 3.000e+00 | 2.559e+05 | 1.783e-02         | position
3.800e+01 | 0.000e+00 | 3.000e+00 | 3.037e+05 | 3.094e-02         | position
3.900e+01 | 0.000e+00 | 3.000e+00 | 3.585e+05 | 4.952e-02         | position
4.000e+01 | 0.000e+00 | 3.000e+00 | 4.213e+05 | 7.486e-02         | position
4.100e+01 | 0.000e+00 | 3.000e+00 | 4.927e+05 | 1.036e-01         | position
4.200e+01 | 0.000e+00 | 3.000e+00 | 5.743e+05 | 1.290e-01         | position
4.300e+01 | 0.000e+00 | 3.000e+00 | 6.672e+05 | 1.440e-01         | position
4.400e+01 | 0.000e+00 | 3.000e+00 | 7.715e+05 | 1.463e-01         | position
4.500e+01 | 0.000e+00 | 3.000e+00 | 8.895e+05 | 1.427e-01         | position
4.600e+01 | 0.000e+00 | 3.000e+00 | 1.022e+06 | 1.341e-01         | position
4.700e+01 | 0.000e+00 | 3.000e+00 | 1.171e+06 | 1.310e-01         | position
4.800e+01 | 0.000e+00 | 3.000e+00 | 1.339e+06 | 1.393e-01         | position
4.900e+01 | 0.000e+00 | 3.000e+00 | 1.526e+06 | 1.643e-01         | position
5.000e+01 | 0.000e+00 | 3.000e+00 | 1.734e+06 | 2.156e-01         | position
5.100e+01 | 0.000e+00 | 3.000e+00 | 1.966e+06 | 3.050e-01         | position
5.200e+01 | 0.000e+00 | 3.000e+00 | 2.223e+06 | 4.512e-01         | position
5.300e+01 | 0.000e+00 | 3.000e+00 | 2.508e+06 | 6.847e-01         | position
5.400e+01 | 0.000e+00 | 3.000e+00 | 2.822e+06 | 1.064e+00         | position

