JTD - momento alpha=0.500-ani
--------------------------------------------------------------------------------
Z         | Q          | alpha     | JTD       | integration_error | space   
--------------------------------------------------------------------------------
6.000e+00 | -1.000e+00 | 5.000e-01 | 6.271e+01 | 1.572e-06         | momentum
7.000e+00 | -1.000e+00 | 5.000e-01 | 9.185e+01 | 2.419e-07         | momentum
8.000e+00 | -1.000e+00 | 5.000e-01 | 1.259e+02 | 1.159e-05         | momentum
9.000e+00 | -1.000e+00 | 5.000e-01 | 1.645e+02 | 9.348e-06         | momentum
1.100e+01 | -1.000e+00 | 5.000e-01 | 2.581e+02 | 1.131e-05         | momentum
1.300e+01 | -1.000e+00 | 5.000e-01 | 3.752e+02 | 2.541e-05         | momentum
1.400e+01 | -1.000e+00 | 5.000e-01 | 4.416e+02 | 9.294e-06         | momentum
1.500e+01 | -1.000e+00 | 5.000e-01 | 5.134e+02 | 4.097e-05         | momentum
1.600e+01 | -1.000e+00 | 5.000e-01 | 5.902e+02 | 4.150e-05         | momentum
1.700e+01 | -1.000e+00 | 5.000e-01 | 6.719e+02 | 4.755e-05         | momentum
1.900e+01 | -1.000e+00 | 5.000e-01 | 8.524e+02 | 3.613e-05         | momentum
2.100e+01 | -1.000e+00 | 5.000e-01 | 1.056e+03 | 3.066e-05         | momentum
2.200e+01 | -1.000e+00 | 5.000e-01 | 1.166e+03 | 3.836e-05         | momentum
2.300e+01 | -1.000e+00 | 5.000e-01 | 1.281e+03 | 6.167e-05         | momentum
2.400e+01 | -1.000e+00 | 5.000e-01 | 1.402e+03 | 7.910e-05         | momentum
2.500e+01 | -1.000e+00 | 5.000e-01 | 1.529e+03 | 8.478e-05         | momentum
2.600e+01 | -1.000e+00 | 5.000e-01 | 1.661e+03 | 6.552e-05         | momentum
2.700e+01 | -1.000e+00 | 5.000e-01 | 1.798e+03 | 7.314e-05         | momentum
2.800e+01 | -1.000e+00 | 5.000e-01 | 1.941e+03 | 2.064e-04         | momentum
2.900e+01 | -1.000e+00 | 5.000e-01 | 2.090e+03 | 5.127e-06         | momentum
3.100e+01 | -1.000e+00 | 5.000e-01 | 2.404e+03 | 1.044e-05         | momentum
3.200e+01 | -1.000e+00 | 5.000e-01 | 2.568e+03 | 2.872e-06         | momentum
3.300e+01 | -1.000e+00 | 5.000e-01 | 2.738e+03 | 6.592e-06         | momentum
3.400e+01 | -1.000e+00 | 5.000e-01 | 2.913e+03 | 1.622e-04         | momentum
3.500e+01 | -1.000e+00 | 5.000e-01 | 3.092e+03 | 2.082e-05         | momentum
3.700e+01 | -1.000e+00 | 5.000e-01 | 3.468e+03 | 1.343e-04         | momentum
3.900e+01 | -1.000e+00 | 5.000e-01 | 3.866e+03 | 5.505e-04         | momentum
4.000e+01 | -1.000e+00 | 5.000e-01 | 4.073e+03 | 4.856e-04         | momentum
4.100e+01 | -1.000e+00 | 5.000e-01 | 4.285e+03 | 1.971e-04         | momentum
4.200e+01 | -1.000e+00 | 5.000e-01 | 4.502e+03 | 1.124e-05         | momentum
4.300e+01 | -1.000e+00 | 5.000e-01 | 4.726e+03 | 1.975e-04         | momentum
4.400e+01 | -1.000e+00 | 5.000e-01 | 4.954e+03 | 3.943e-04         | momentum
4.500e+01 | -1.000e+00 | 5.000e-01 | 5.188e+03 | 5.051e-04         | momentum
4.600e+01 | -1.000e+00 | 5.000e-01 | 5.427e+03 | 5.119e-04         | momentum
4.700e+01 | -1.000e+00 | 5.000e-01 | 5.671e+03 | 4.515e-04         | momentum
4.900e+01 | -1.000e+00 | 5.000e-01 | 6.177e+03 | 1.083e-04         | momentum
5.000e+01 | -1.000e+00 | 5.000e-01 | 6.438e+03 | 1.154e-04         | momentum
5.100e+01 | -1.000e+00 | 5.000e-01 | 6.703e+03 | 1.402e-04         | momentum
5.200e+01 | -1.000e+00 | 5.000e-01 | 6.974e+03 | 1.659e-04         | momentum
5.300e+01 | -1.000e+00 | 5.000e-01 | 7.249e+03 | 1.738e-04         | momentum

