Renyi - posicion (2e) alpha=0.600
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
2  | 0 | 6.000e-01 | -7.269e+00   | 6.683e-07         | position | True              
3  | 0 | 6.000e-01 | -9.724e+00   | 1.584e-05         | position | True              
4  | 0 | 6.000e-01 | -1.071e+01   | 1.025e-04         | position | True              
5  | 0 | 6.000e-01 | -1.000e+01   | 4.818e-05         | position | True              
6  | 0 | 6.000e-01 | -9.121e+00   | 8.652e-06         | position | True              
7  | 0 | 6.000e-01 | -8.302e+00   | 1.713e-05         | position | True              
8  | 0 | 6.000e-01 | -7.727e+00   | 1.357e-05         | position | True              
9  | 0 | 6.000e-01 | -7.145e+00   | 5.579e-06         | position | True              
10 | 0 | 6.000e-01 | -6.585e+00   | 2.249e-06         | position | True              
11 | 0 | 6.000e-01 | -8.895e+00   | 4.614e-05         | position | True              
12 | 0 | 6.000e-01 | -9.480e+00   | 2.355e-05         | position | True              
13 | 0 | 6.000e-01 | -9.659e+00   | 6.652e-05         | position | True              
14 | 0 | 6.000e-01 | -9.315e+00   | 2.594e-05         | position | True              
15 | 0 | 6.000e-01 | -8.888e+00   | 4.477e-06         | position | True              
16 | 0 | 6.000e-01 | -8.586e+00   | 1.037e-05         | position | True              
17 | 0 | 6.000e-01 | -8.231e+00   | 1.634e-05         | position | True              
18 | 0 | 6.000e-01 | -7.864e+00   | 6.773e-06         | position | True              
19 | 0 | 6.000e-01 | -9.691e+00   | 4.657e-05         | position | True              
20 | 0 | 6.000e-01 | -1.008e+01   | 1.480e-05         | position | True              
21 | 0 | 6.000e-01 | -9.798e+00   | 6.827e-05         | position | True              
22 | 0 | 6.000e-01 | -9.522e+00   | 3.510e-05         | position | True              
23 | 0 | 6.000e-01 | -9.259e+00   | 3.635e-05         | position | True              
24 | 0 | 6.000e-01 | -8.495e+00   | 2.189e-05         | position | True              
25 | 0 | 6.000e-01 | -8.769e+00   | 4.806e-05         | position | True              
26 | 0 | 6.000e-01 | -8.538e+00   | 1.237e-05         | position | True              
27 | 0 | 6.000e-01 | -8.316e+00   | 1.051e-05         | position | True              
28 | 0 | 6.000e-01 | -8.103e+00   | 9.212e-06         | position | True              
29 | 0 | 6.000e-01 | -7.546e+00   | 2.935e-06         | position | True              
30 | 0 | 6.000e-01 | -7.700e+00   | 1.093e-05         | position | True              
31 | 0 | 6.000e-01 | -8.085e+00   | 2.250e-05         | position | True              
32 | 0 | 6.000e-01 | -7.973e+00   | 3.384e-05         | position | True              
33 | 0 | 6.000e-01 | -7.771e+00   | 5.193e-06         | position | True              
34 | 0 | 6.000e-01 | -7.660e+00   | 4.785e-06         | position | True              
35 | 0 | 6.000e-01 | -7.489e+00   | 2.504e-05         | position | True              
36 | 0 | 6.000e-01 | -7.291e+00   | 1.066e-05         | position | True              
37 | 0 | 6.000e-01 | -8.920e+00   | 1.357e-05         | position | True              
38 | 0 | 6.000e-01 | -9.278e+00   | 4.818e-05         | position | True              
39 | 0 | 6.000e-01 | -9.113e+00   | 4.354e-06         | position | True              
40 | 0 | 6.000e-01 | -8.932e+00   | 5.242e-05         | position | True              
41 | 0 | 6.000e-01 | -8.355e+00   | 1.472e-05         | position | True              
42 | 0 | 6.000e-01 | -8.149e+00   | 2.443e-05         | position | True              
43 | 0 | 6.000e-01 | -8.427e+00   | 1.397e-05         | position | True              
44 | 0 | 6.000e-01 | -7.898e+00   | 9.927e-06         | position | True              
45 | 0 | 6.000e-01 | -7.773e+00   | 1.042e-05         | position | True              
46 | 0 | 6.000e-01 | -6.928e+00   | 1.489e-06         | position | True              
47 | 0 | 6.000e-01 | -7.526e+00   | 1.042e-05         | position | True              
48 | 0 | 6.000e-01 | -7.687e+00   | 1.367e-06         | position | True              
49 | 0 | 6.000e-01 | -8.015e+00   | 3.247e-05         | position | True              
50 | 0 | 6.000e-01 | -7.962e+00   | 3.288e-05         | position | True              

