Renyi - momento alpha=2.000
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
1  | 0 | 2.000e+00 | -1.566e+00   | 8.392e-11         | momentum | False             
2  | 0 | 2.000e+00 | -2.951e+00   | 7.388e-12         | momentum | False             
3  | 0 | 2.000e+00 | -1.161e+00   | 2.184e-11         | momentum | False             
4  | 0 | 2.000e+00 | -1.490e+00   | 1.211e-10         | momentum | False             
5  | 0 | 2.000e+00 | -2.415e+00   | 4.097e-11         | momentum | False             
6  | 0 | 2.000e+00 | -3.123e+00   | 5.219e-11         | momentum | False             
7  | 0 | 2.000e+00 | -3.694e+00   | 3.362e-11         | momentum | False             
8  | 0 | 2.000e+00 | -4.122e+00   | 7.153e-11         | momentum | False             
9  | 0 | 2.000e+00 | -4.506e+00   | 7.977e-12         | momentum | False             
10 | 0 | 2.000e+00 | -4.852e+00   | 2.720e-11         | momentum | False             
11 | 0 | 2.000e+00 | -3.424e+00   | 7.351e-11         | momentum | False             
12 | 0 | 2.000e+00 | -3.099e+00   | 6.199e-11         | momentum | False             
13 | 0 | 2.000e+00 | -3.431e+00   | 5.575e-12         | momentum | False             
14 | 0 | 2.000e+00 | -3.732e+00   | 1.201e-10         | momentum | False             
15 | 0 | 2.000e+00 | -3.998e+00   | 1.225e-10         | momentum | False             
16 | 0 | 2.000e+00 | -4.194e+00   | 6.129e-11         | momentum | False             
17 | 0 | 2.000e+00 | -4.390e+00   | 7.407e-11         | momentum | False             
18 | 0 | 2.000e+00 | -4.580e+00   | 7.973e-12         | momentum | False             
19 | 0 | 2.000e+00 | -3.725e+00   | 8.395e-11         | momentum | False             
20 | 0 | 2.000e+00 | -3.350e+00   | 1.093e-10         | momentum | False             
21 | 0 | 2.000e+00 | -3.609e+00   | 3.334e-11         | momentum | False             
22 | 0 | 2.000e+00 | -3.824e+00   | 6.281e-12         | momentum | False             
23 | 0 | 2.000e+00 | -4.020e+00   | 1.014e-11         | momentum | False             
24 | 0 | 2.000e+00 | -4.979e+00   | 7.609e-11         | momentum | False             
25 | 0 | 2.000e+00 | -4.369e+00   | 7.304e-11         | momentum | False             
26 | 0 | 2.000e+00 | -4.542e+00   | 7.532e-11         | momentum | False             
27 | 0 | 2.000e+00 | -4.701e+00   | 5.964e-11         | momentum | False             
28 | 0 | 2.000e+00 | -4.851e+00   | 3.204e-11         | momentum | False             
29 | 0 | 2.000e+00 | -5.643e+00   | 2.457e-11         | momentum | False             
30 | 0 | 2.000e+00 | -5.128e+00   | 7.899e-11         | momentum | False             
31 | 0 | 2.000e+00 | -5.161e+00   | 1.009e-10         | momentum | False             
32 | 0 | 2.000e+00 | -5.243e+00   | 5.089e-11         | momentum | False             
33 | 0 | 2.000e+00 | -5.328e+00   | 9.021e-11         | momentum | False             
34 | 0 | 2.000e+00 | -5.371e+00   | 4.840e-11         | momentum | False             
35 | 0 | 2.000e+00 | -5.432e+00   | 7.318e-11         | momentum | False             
36 | 0 | 2.000e+00 | -5.502e+00   | 5.382e-11         | momentum | False             
37 | 0 | 2.000e+00 | -4.749e+00   | 2.195e-11         | momentum | False             
38 | 0 | 2.000e+00 | -4.331e+00   | 1.208e-10         | momentum | False             
39 | 0 | 2.000e+00 | -4.553e+00   | 1.237e-11         | momentum | False             
40 | 0 | 2.000e+00 | -4.719e+00   | 7.807e-12         | momentum | False             
41 | 0 | 2.000e+00 | -5.519e+00   | 7.029e-11         | momentum | False             
42 | 0 | 2.000e+00 | -5.642e+00   | 1.482e-10         | momentum | False             
43 | 0 | 2.000e+00 | -5.108e+00   | 5.958e-11         | momentum | False             
44 | 0 | 2.000e+00 | -5.813e+00   | 8.637e-11         | momentum | False             
45 | 0 | 2.000e+00 | -5.891e+00   | 1.431e-10         | momentum | False             
46 | 0 | 2.000e+00 | -6.369e+00   | 6.016e-11         | momentum | False             
47 | 0 | 2.000e+00 | -6.038e+00   | 1.055e-10         | momentum | False             
48 | 0 | 2.000e+00 | -5.624e+00   | 1.302e-10         | momentum | False             
49 | 0 | 2.000e+00 | -5.622e+00   | 6.481e-11         | momentum | False             
50 | 0 | 2.000e+00 | -5.653e+00   | 6.032e-11         | momentum | False             

