Renyi - posicion alpha=1.200
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
1  | 0 | 1.200e+00 | -3.880e+00   | 8.752e-11         | position | False             
2  | 0 | 1.200e+00 | -2.398e+00   | 1.137e-10         | position | False             
3  | 0 | 1.200e+00 | -2.711e+00   | 8.478e-11         | position | False             
4  | 0 | 1.200e+00 | -2.662e+00   | 1.024e-11         | position | False             
5  | 0 | 1.200e+00 | -2.524e+00   | 2.314e-12         | position | False             
6  | 0 | 1.200e+00 | -2.320e+00   | 1.087e-11         | position | False             
7  | 0 | 1.200e+00 | -2.096e+00   | 4.059e-12         | position | False             
8  | 0 | 1.200e+00 | -1.895e+00   | 3.695e-11         | position | False             
9  | 0 | 1.200e+00 | -1.688e+00   | 4.422e-11         | position | False             
10 | 0 | 1.200e+00 | -1.484e+00   | 3.700e-11         | position | False             
11 | 0 | 1.200e+00 | -1.500e+00   | 1.741e-11         | position | False             
12 | 0 | 1.200e+00 | -1.484e+00   | 3.462e-11         | position | False             
13 | 0 | 1.200e+00 | -1.470e+00   | 1.247e-10         | position | False             
14 | 0 | 1.200e+00 | -1.436e+00   | 6.948e-11         | position | False             
15 | 0 | 1.200e+00 | -1.390e+00   | 1.038e-10         | position | False             
16 | 0 | 1.200e+00 | -1.344e+00   | 9.228e-12         | position | False             
17 | 0 | 1.200e+00 | -1.289e+00   | 9.192e-11         | position | False             
18 | 0 | 1.200e+00 | -1.229e+00   | 7.752e-11         | position | False             
19 | 0 | 1.200e+00 | -1.244e+00   | 1.332e-10         | position | False             
20 | 0 | 1.200e+00 | -1.246e+00   | 5.235e-11         | position | False             
21 | 0 | 1.200e+00 | -1.202e+00   | 7.449e-11         | position | False             
22 | 0 | 1.200e+00 | -1.149e+00   | 8.063e-11         | position | False             
23 | 0 | 1.200e+00 | -1.093e+00   | 9.804e-11         | position | False             
24 | 0 | 1.200e+00 | -1.001e+00   | 9.224e-11         | position | False             
25 | 0 | 1.200e+00 | -9.746e-01   | 2.465e-11         | position | False             
26 | 0 | 1.200e+00 | -9.173e-01   | 1.228e-10         | position | False             
27 | 0 | 1.200e+00 | -8.581e-01   | 1.106e-10         | position | False             
28 | 0 | 1.200e+00 | -7.982e-01   | 6.139e-11         | position | False             
29 | 0 | 1.200e+00 | -7.081e-01   | 6.254e-11         | position | False             
30 | 0 | 1.200e+00 | -6.773e-01   | 7.433e-11         | position | False             
31 | 0 | 1.200e+00 | -6.562e-01   | 2.225e-11         | position | False             
32 | 0 | 1.200e+00 | -6.333e-01   | 1.926e-11         | position | False             
33 | 0 | 1.200e+00 | -6.093e-01   | 1.127e-10         | position | False             
34 | 0 | 1.200e+00 | -5.868e-01   | 7.615e-11         | position | False             
35 | 0 | 1.200e+00 | -5.628e-01   | 1.466e-10         | position | False             
36 | 0 | 1.200e+00 | -5.377e-01   | 3.092e-11         | position | False             
37 | 0 | 1.200e+00 | -5.393e-01   | 8.986e-11         | position | False             
38 | 0 | 1.200e+00 | -5.372e-01   | 3.048e-12         | position | False             
39 | 0 | 1.200e+00 | -5.234e-01   | 1.934e-11         | position | False             
40 | 0 | 1.200e+00 | -5.057e-01   | 2.582e-11         | position | False             
41 | 0 | 1.200e+00 | -4.744e-01   | 3.013e-11         | position | False             
42 | 0 | 1.200e+00 | -4.516e-01   | 1.004e-10         | position | False             
43 | 0 | 1.200e+00 | -4.418e-01   | 6.710e-11         | position | False             
44 | 0 | 1.200e+00 | -4.064e-01   | 8.566e-11         | position | False             
45 | 0 | 1.200e+00 | -3.822e-01   | 1.212e-10         | position | False             
46 | 0 | 1.200e+00 | -3.432e-01   | 7.623e-11         | position | False             
47 | 0 | 1.200e+00 | -3.313e-01   | 3.169e-11         | position | False             
48 | 0 | 1.200e+00 | -3.200e-01   | 3.721e-11         | position | False             
49 | 0 | 1.200e+00 | -3.124e-01   | 9.831e-12         | position | False             
50 | 0 | 1.200e+00 | -3.033e-01   | 9.860e-11         | position | False             

