Renyi - momento (2e) alpha=1.400
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
2  | 0 | 1.400e+00 | -6.747e+00   | 1.146e-06         | momentum | True              
3  | 0 | 1.400e+00 | -6.081e+00   | 1.481e-06         | momentum | True              
4  | 0 | 1.400e+00 | -5.835e+00   | 1.383e-06         | momentum | True              
5  | 0 | 1.400e+00 | -7.011e+00   | 1.304e-06         | momentum | True              
6  | 0 | 1.400e+00 | -8.076e+00   | 1.414e-06         | momentum | True              
7  | 0 | 1.400e+00 | -9.001e+00   | 1.488e-06         | momentum | True              
8  | 0 | 1.400e+00 | -9.720e+00   | 1.438e-06         | momentum | True              
9  | 0 | 1.400e+00 | -1.039e+01   | 1.249e-06         | momentum | True              
10 | 0 | 1.400e+00 | -1.101e+01   | 1.424e-06         | momentum | True              
11 | 0 | 1.400e+00 | -1.036e+01   | 1.361e-06         | momentum | True              
12 | 0 | 1.400e+00 | -9.948e+00   | 1.472e-06         | momentum | True              
13 | 0 | 1.400e+00 | -1.011e+01   | 1.480e-06         | momentum | True              
14 | 0 | 1.400e+00 | -1.036e+01   | 1.291e-06         | momentum | True              
15 | 0 | 1.400e+00 | -1.063e+01   | 1.392e-06         | momentum | True              
16 | 0 | 1.400e+00 | -1.085e+01   | 1.377e-06         | momentum | True              
17 | 0 | 1.400e+00 | -1.109e+01   | 1.475e-06         | momentum | True              
18 | 0 | 1.400e+00 | -1.134e+01   | 1.478e-06         | momentum | True              
19 | 0 | 1.400e+00 | -1.091e+01   | 1.373e-06         | momentum | True              
20 | 0 | 1.400e+00 | -1.057e+01   | 1.447e-06         | momentum | True              
21 | 0 | 1.400e+00 | -1.095e+01   | 1.468e-06         | momentum | True              
22 | 0 | 1.400e+00 | -1.131e+01   | 1.358e-06         | momentum | True              
23 | 0 | 1.400e+00 | -1.165e+01   | 1.467e-06         | momentum | True              
24 | 0 | 1.400e+00 | -1.261e+01   | 1.468e-06         | momentum | True              
25 | 0 | 1.400e+00 | -1.229e+01   | 1.456e-06         | momentum | True              
26 | 0 | 1.400e+00 | -1.258e+01   | 1.466e-06         | momentum | True              
27 | 0 | 1.400e+00 | -1.285e+01   | 1.461e-06         | momentum | True              
28 | 0 | 1.400e+00 | -1.312e+01   | 1.448e-06         | momentum | True              
29 | 0 | 1.400e+00 | -1.388e+01   | 1.481e-06         | momentum | True              
30 | 0 | 1.400e+00 | -1.362e+01   | 1.485e-06         | momentum | True              
31 | 0 | 1.400e+00 | -1.361e+01   | 1.476e-06         | momentum | True              
32 | 0 | 1.400e+00 | -1.365e+01   | 1.437e-06         | momentum | True              
33 | 0 | 1.400e+00 | -1.370e+01   | 1.409e-06         | momentum | True              
34 | 0 | 1.400e+00 | -1.372e+01   | 1.480e-06         | momentum | True              
35 | 0 | 1.400e+00 | -1.377e+01   | 1.402e-06         | momentum | True              
36 | 0 | 1.400e+00 | -1.383e+01   | 1.444e-06         | momentum | True              
37 | 0 | 1.400e+00 | -1.345e+01   | 1.452e-06         | momentum | True              
38 | 0 | 1.400e+00 | -1.311e+01   | 1.477e-06         | momentum | True              
39 | 0 | 1.400e+00 | -1.329e+01   | 1.440e-06         | momentum | True              
40 | 0 | 1.400e+00 | -1.346e+01   | 1.468e-06         | momentum | True              
41 | 0 | 1.400e+00 | -1.405e+01   | 1.446e-06         | momentum | True              
42 | 0 | 1.400e+00 | -1.420e+01   | 1.407e-06         | momentum | True              
43 | 0 | 1.400e+00 | -1.393e+01   | 1.486e-06         | momentum | True              
44 | 0 | 1.400e+00 | -1.445e+01   | 1.461e-06         | momentum | True              
45 | 0 | 1.400e+00 | -1.458e+01   | 1.489e-06         | momentum | True              
46 | 0 | 1.400e+00 | -1.491e+01   | 1.482e-06         | momentum | True              
47 | 0 | 1.400e+00 | -1.482e+01   | 1.487e-06         | momentum | True              
48 | 0 | 1.400e+00 | -1.463e+01   | 1.442e-06         | momentum | True              
49 | 0 | 1.400e+00 | -1.460e+01   | 1.415e-06         | momentum | True              
50 | 0 | 1.400e+00 | -1.460e+01   | 1.384e-06         | momentum | True              

