Renyi - posicion alpha=0.400
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
1  | 0 | 4.000e-01 | -5.726e+00   | 2.931e-09         | position | False             
2  | 0 | 4.000e-01 | -4.466e+00   | 3.787e-10         | position | False             
3  | 0 | 4.000e-01 | -7.290e+00   | 5.245e-09         | position | False             
4  | 0 | 4.000e-01 | -6.524e+00   | 3.050e-09         | position | False             
5  | 0 | 4.000e-01 | -6.074e+00   | 1.749e-09         | position | False             
6  | 0 | 4.000e-01 | -5.550e+00   | 1.325e-09         | position | False             
7  | 0 | 4.000e-01 | -5.098e+00   | 1.353e-09         | position | False             
8  | 0 | 4.000e-01 | -4.822e+00   | 1.069e-09         | position | False             
9  | 0 | 4.000e-01 | -4.532e+00   | 4.755e-10         | position | False             
10 | 0 | 4.000e-01 | -4.248e+00   | 7.835e-10         | position | False             
11 | 0 | 4.000e-01 | -6.706e+00   | 6.047e-09         | position | False             
12 | 0 | 4.000e-01 | -6.355e+00   | 1.818e-09         | position | False             
13 | 0 | 4.000e-01 | -6.385e+00   | 4.416e-09         | position | False             
14 | 0 | 4.000e-01 | -6.011e+00   | 3.204e-09         | position | False             
15 | 0 | 4.000e-01 | -5.670e+00   | 1.216e-09         | position | False             
16 | 0 | 4.000e-01 | -5.468e+00   | 1.580e-09         | position | False             
17 | 0 | 4.000e-01 | -5.238e+00   | 2.280e-09         | position | False             
18 | 0 | 4.000e-01 | -5.007e+00   | 2.861e-09         | position | False             
19 | 0 | 4.000e-01 | -6.959e+00   | 4.929e-09         | position | False             
20 | 0 | 4.000e-01 | -6.720e+00   | 4.319e-09         | position | False             
21 | 0 | 4.000e-01 | -6.544e+00   | 2.463e-09         | position | False             
22 | 0 | 4.000e-01 | -6.403e+00   | 3.595e-09         | position | False             
23 | 0 | 4.000e-01 | -6.275e+00   | 2.705e-09         | position | False             
24 | 0 | 4.000e-01 | -6.002e+00   | 1.373e-09         | position | False             
25 | 0 | 4.000e-01 | -6.052e+00   | 2.006e-09         | position | False             
26 | 0 | 4.000e-01 | -5.937e+00   | 1.812e-09         | position | False             
27 | 0 | 4.000e-01 | -5.834e+00   | 1.814e-09         | position | False             
28 | 0 | 4.000e-01 | -5.736e+00   | 1.709e-09         | position | False             
29 | 0 | 4.000e-01 | -5.641e+00   | 9.047e-10         | position | False             
30 | 0 | 4.000e-01 | -5.559e+00   | 1.836e-09         | position | False             
31 | 0 | 4.000e-01 | -5.863e+00   | 1.352e-09         | position | False             
32 | 0 | 4.000e-01 | -5.619e+00   | 9.112e-10         | position | False             
33 | 0 | 4.000e-01 | -5.374e+00   | 2.275e-09         | position | False             
34 | 0 | 4.000e-01 | -5.259e+00   | 2.798e-09         | position | False             
35 | 0 | 4.000e-01 | -5.110e+00   | 1.464e-09         | position | False             
36 | 0 | 4.000e-01 | -4.951e+00   | 1.357e-09         | position | False             
37 | 0 | 4.000e-01 | -6.749e+00   | 3.118e-09         | position | False             
38 | 0 | 4.000e-01 | -6.571e+00   | 7.542e-09         | position | False             
39 | 0 | 4.000e-01 | -6.400e+00   | 5.395e-09         | position | False             
40 | 0 | 4.000e-01 | -6.271e+00   | 3.048e-09         | position | False             
41 | 0 | 4.000e-01 | -5.951e+00   | 4.014e-09         | position | False             
42 | 0 | 4.000e-01 | -5.840e+00   | 8.065e-10         | position | False             
43 | 0 | 4.000e-01 | -5.978e+00   | 2.827e-09         | position | False             
44 | 0 | 4.000e-01 | -5.742e+00   | 1.266e-09         | position | False             
45 | 0 | 4.000e-01 | -5.704e+00   | 2.300e-09         | position | False             
46 | 0 | 4.000e-01 | -4.900e+00   | 1.613e-09         | position | False             
47 | 0 | 4.000e-01 | -5.636e+00   | 1.046e-09         | position | False             
48 | 0 | 4.000e-01 | -5.598e+00   | 1.494e-09         | position | False             
49 | 0 | 4.000e-01 | -5.848e+00   | 1.728e-09         | position | False             
50 | 0 | 4.000e-01 | -5.663e+00   | 4.036e-09         | position | False             

