EntropicMoment - posicion q=1.250
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 1.250e+00 | 3.846e-01      | 1.088e-10         | position
2  | 0 | 1.250e+00 | 5.580e-01      | 8.145e-11         | position
3  | 0 | 1.250e+00 | 5.332e-01      | 6.720e-11         | position
4  | 0 | 1.250e+00 | 5.423e-01      | 5.972e-12         | position
5  | 0 | 1.250e+00 | 5.607e-01      | 9.631e-12         | position
6  | 0 | 1.250e+00 | 5.877e-01      | 8.283e-12         | position
7  | 0 | 1.250e+00 | 6.190e-01      | 9.483e-11         | position
8  | 0 | 1.250e+00 | 6.491e-01      | 4.236e-11         | position
9  | 0 | 1.250e+00 | 6.815e-01      | 9.887e-11         | position
10 | 0 | 1.250e+00 | 7.154e-01      | 1.878e-11         | position
11 | 0 | 1.250e+00 | 7.186e-01      | 3.845e-11         | position
12 | 0 | 1.250e+00 | 7.246e-01      | 1.965e-11         | position
13 | 0 | 1.250e+00 | 7.298e-01      | 5.663e-11         | position
14 | 0 | 1.250e+00 | 7.371e-01      | 1.269e-10         | position
15 | 0 | 1.250e+00 | 7.459e-01      | 1.387e-10         | position
16 | 0 | 1.250e+00 | 7.549e-01      | 2.038e-11         | position
17 | 0 | 1.250e+00 | 7.651e-01      | 1.383e-10         | position
18 | 0 | 1.250e+00 | 7.761e-01      | 1.083e-10         | position
19 | 0 | 1.250e+00 | 7.768e-01      | 1.140e-10         | position
20 | 0 | 1.250e+00 | 7.786e-01      | 7.263e-11         | position
21 | 0 | 1.250e+00 | 7.869e-01      | 1.008e-10         | position
22 | 0 | 1.250e+00 | 7.965e-01      | 8.625e-11         | position
23 | 0 | 1.250e+00 | 8.069e-01      | 4.019e-11         | position
24 | 0 | 1.250e+00 | 8.231e-01      | 9.521e-11         | position
25 | 0 | 1.250e+00 | 8.293e-01      | 2.111e-11         | position
26 | 0 | 1.250e+00 | 8.404e-01      | 1.372e-10         | position
27 | 0 | 1.250e+00 | 8.520e-01      | 2.148e-11         | position
28 | 0 | 1.250e+00 | 8.639e-01      | 8.095e-11         | position
29 | 0 | 1.250e+00 | 8.810e-01      | 5.778e-11         | position
30 | 0 | 1.250e+00 | 8.885e-01      | 4.835e-11         | position
31 | 0 | 1.250e+00 | 8.942e-01      | 1.909e-11         | position
32 | 0 | 1.250e+00 | 9.000e-01      | 2.147e-11         | position
33 | 0 | 1.250e+00 | 9.059e-01      | 1.180e-10         | position
34 | 0 | 1.250e+00 | 9.115e-01      | 2.309e-11         | position
35 | 0 | 1.250e+00 | 9.172e-01      | 1.877e-11         | position
36 | 0 | 1.250e+00 | 9.231e-01      | 1.007e-10         | position
37 | 0 | 1.250e+00 | 9.249e-01      | 3.378e-12         | position
38 | 0 | 1.250e+00 | 9.270e-01      | 3.292e-11         | position
39 | 0 | 1.250e+00 | 9.308e-01      | 1.463e-11         | position
40 | 0 | 1.250e+00 | 9.352e-01      | 3.787e-11         | position
41 | 0 | 1.250e+00 | 9.418e-01      | 3.538e-11         | position
42 | 0 | 1.250e+00 | 9.470e-01      | 1.080e-10         | position
43 | 0 | 1.250e+00 | 9.502e-01      | 7.073e-11         | position
44 | 0 | 1.250e+00 | 9.576e-01      | 1.177e-10         | position
45 | 0 | 1.250e+00 | 9.632e-01      | 6.375e-11         | position
46 | 0 | 1.250e+00 | 9.712e-01      | 1.355e-10         | position
47 | 0 | 1.250e+00 | 9.749e-01      | 1.967e-11         | position
48 | 0 | 1.250e+00 | 9.783e-01      | 9.679e-11         | position
49 | 0 | 1.250e+00 | 9.810e-01      | 7.112e-12         | position
50 | 0 | 1.250e+00 | 9.839e-01      | 1.317e-10         | position

