Renyi - posicion (2e) alpha=0.800
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
2  | 0 | 8.000e-01 | -6.182e+00   | 1.440e-06         | position | True              
3  | 0 | 8.000e-01 | -8.478e+00   | 1.969e-06         | position | True              
4  | 0 | 8.000e-01 | -8.848e+00   | 1.880e-06         | position | True              
5  | 0 | 8.000e-01 | -8.333e+00   | 1.422e-06         | position | True              
6  | 0 | 8.000e-01 | -7.601e+00   | 3.485e-06         | position | True              
7  | 0 | 8.000e-01 | -6.882e+00   | 1.188e-06         | position | True              
8  | 0 | 8.000e-01 | -6.328e+00   | 3.980e-06         | position | True              
9  | 0 | 8.000e-01 | -5.774e+00   | 1.473e-06         | position | True              
10 | 0 | 8.000e-01 | -5.240e+00   | 1.203e-06         | position | True              
11 | 0 | 8.000e-01 | -6.648e+00   | 4.850e-06         | position | True              
12 | 0 | 8.000e-01 | -6.933e+00   | 1.733e-06         | position | True              
13 | 0 | 8.000e-01 | -7.130e+00   | 5.131e-06         | position | True              
14 | 0 | 8.000e-01 | -6.989e+00   | 1.877e-06         | position | True              
15 | 0 | 8.000e-01 | -6.753e+00   | 3.502e-06         | position | True              
16 | 0 | 8.000e-01 | -6.557e+00   | 2.450e-06         | position | True              
17 | 0 | 8.000e-01 | -6.312e+00   | 2.283e-06         | position | True              
18 | 0 | 8.000e-01 | -6.046e+00   | 2.256e-06         | position | True              
19 | 0 | 8.000e-01 | -7.035e+00   | 3.622e-06         | position | True              
20 | 0 | 8.000e-01 | -7.269e+00   | 1.484e-06         | position | True              
21 | 0 | 8.000e-01 | -7.065e+00   | 1.838e-06         | position | True              
22 | 0 | 8.000e-01 | -6.836e+00   | 1.679e-06         | position | True              
23 | 0 | 8.000e-01 | -6.608e+00   | 1.957e-06         | position | True              
24 | 0 | 8.000e-01 | -6.028e+00   | 2.600e-06         | position | True              
25 | 0 | 8.000e-01 | -6.159e+00   | 5.005e-06         | position | True              
26 | 0 | 8.000e-01 | -5.952e+00   | 1.446e-06         | position | True              
27 | 0 | 8.000e-01 | -5.746e+00   | 1.457e-06         | position | True              
28 | 0 | 8.000e-01 | -5.545e+00   | 1.485e-06         | position | True              
29 | 0 | 8.000e-01 | -5.090e+00   | 1.543e-06         | position | True              
30 | 0 | 8.000e-01 | -5.156e+00   | 3.627e-06         | position | True              
31 | 0 | 8.000e-01 | -5.348e+00   | 2.994e-06         | position | True              
32 | 0 | 8.000e-01 | -5.336e+00   | 1.490e-06         | position | True              
33 | 0 | 8.000e-01 | -5.267e+00   | 4.258e-06         | position | True              
34 | 0 | 8.000e-01 | -5.222e+00   | 1.479e-06         | position | True              
35 | 0 | 8.000e-01 | -5.139e+00   | 2.180e-06         | position | True              
36 | 0 | 8.000e-01 | -5.034e+00   | 2.150e-06         | position | True              
37 | 0 | 8.000e-01 | -5.768e+00   | 2.856e-06         | position | True              
38 | 0 | 8.000e-01 | -5.987e+00   | 1.672e-06         | position | True              
39 | 0 | 8.000e-01 | -5.936e+00   | 2.538e-06         | position | True              
40 | 0 | 8.000e-01 | -5.846e+00   | 1.490e-06         | position | True              
41 | 0 | 8.000e-01 | -5.514e+00   | 3.142e-06         | position | True              
42 | 0 | 8.000e-01 | -5.387e+00   | 2.407e-06         | position | True              
43 | 0 | 8.000e-01 | -5.525e+00   | 1.481e-06         | position | True              
44 | 0 | 8.000e-01 | -5.198e+00   | 1.436e-06         | position | True              
45 | 0 | 8.000e-01 | -5.096e+00   | 2.235e-06         | position | True              
46 | 0 | 8.000e-01 | -4.656e+00   | 1.487e-06         | position | True              
47 | 0 | 8.000e-01 | -4.885e+00   | 1.624e-06         | position | True              
48 | 0 | 8.000e-01 | -4.969e+00   | 2.117e-06         | position | True              
49 | 0 | 8.000e-01 | -5.131e+00   | 1.450e-06         | position | True              
50 | 0 | 8.000e-01 | -5.153e+00   | 1.470e-06         | position | True              

