EntropicMoment - posicion q=3.000
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 3.000e+00 | 3.753e-03      | 2.821e-11         | position
2  | 0 | 3.000e+00 | 9.533e-02      | 8.182e-12         | position
3  | 0 | 3.000e+00 | 4.567e-01      | 3.594e-12         | position
4  | 0 | 3.000e+00 | 1.334e+00      | 1.539e-10         | position
5  | 0 | 3.000e+00 | 2.900e+00      | 6.052e-11         | position
6  | 0 | 3.000e+00 | 5.368e+00      | 6.676e-11         | position
7  | 0 | 3.000e+00 | 8.951e+00      | 9.918e-10         | position
8  | 0 | 3.000e+00 | 1.389e+01      | 9.043e-11         | position
9  | 0 | 3.000e+00 | 2.039e+01      | 2.476e-10         | position
10 | 0 | 3.000e+00 | 2.867e+01      | 1.026e-10         | position
11 | 0 | 3.000e+00 | 3.936e+01      | 1.269e-09         | position
12 | 0 | 3.000e+00 | 5.270e+01      | 1.200e-09         | position
13 | 0 | 3.000e+00 | 6.880e+01      | 1.302e-10         | position
14 | 0 | 3.000e+00 | 8.795e+01      | 5.248e-10         | position
15 | 0 | 3.000e+00 | 1.104e+02      | 3.916e-10         | position
16 | 0 | 3.000e+00 | 1.366e+02      | 8.898e-10         | position
17 | 0 | 3.000e+00 | 1.666e+02      | 9.023e-10         | position
18 | 0 | 3.000e+00 | 2.009e+02      | 1.230e-09         | position
19 | 0 | 3.000e+00 | 2.400e+02      | 2.363e-08         | position
20 | 0 | 3.000e+00 | 2.842e+02      | 2.463e-09         | position
21 | 0 | 3.000e+00 | 3.331e+02      | 4.667e-08         | position
22 | 0 | 3.000e+00 | 3.873e+02      | 3.838e-08         | position
23 | 0 | 3.000e+00 | 4.470e+02      | 3.184e-08         | position
24 | 0 | 3.000e+00 | 5.119e+02      | 5.891e-08         | position
25 | 0 | 3.000e+00 | 5.843e+02      | 4.562e-08         | position
26 | 0 | 3.000e+00 | 6.626e+02      | 9.424e-08         | position
27 | 0 | 3.000e+00 | 7.475e+02      | 1.046e-09         | position
28 | 0 | 3.000e+00 | 8.394e+02      | 1.230e-07         | position
29 | 0 | 3.000e+00 | 9.374e+02      | 1.114e-07         | position
30 | 0 | 3.000e+00 | 1.045e+03      | 1.453e-07         | position
31 | 0 | 3.000e+00 | 1.161e+03      | 4.657e-08         | position
32 | 0 | 3.000e+00 | 1.285e+03      | 1.688e-07         | position
33 | 0 | 3.000e+00 | 1.418e+03      | 4.172e-08         | position
34 | 0 | 3.000e+00 | 1.560e+03      | 1.161e-07         | position
35 | 0 | 3.000e+00 | 1.712e+03      | 2.295e-07         | position
36 | 0 | 3.000e+00 | 1.873e+03      | 6.906e-09         | position
37 | 0 | 3.000e+00 | 2.045e+03      | 7.689e-09         | position
38 | 0 | 3.000e+00 | 2.228e+03      | 2.449e-08         | position
39 | 0 | 3.000e+00 | 2.420e+03      | 1.878e-08         | position
40 | 0 | 3.000e+00 | 2.624e+03      | 3.596e-07         | position
41 | 0 | 3.000e+00 | 2.838e+03      | 3.444e-07         | position
42 | 0 | 3.000e+00 | 3.064e+03      | 3.472e-07         | position
43 | 0 | 3.000e+00 | 3.302e+03      | 3.879e-07         | position
44 | 0 | 3.000e+00 | 3.551e+03      | 4.964e-07         | position
45 | 0 | 3.000e+00 | 3.814e+03      | 2.428e-07         | position
46 | 0 | 3.000e+00 | 4.087e+03      | 2.971e-07         | position
47 | 0 | 3.000e+00 | 4.376e+03      | 4.396e-07         | position
48 | 0 | 3.000e+00 | 4.680e+03      | 5.067e-07         | position
49 | 0 | 3.000e+00 | 4.996e+03      | 6.680e-07         | position
50 | 0 | 3.000e+00 | 5.327e+03      | 4.259e-07         | position

