Renyi - posicion alpha=0.200
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
1  | 0 | 2.000e-01 | -7.180e+00   | 3.336e-08         | position | False             
2  | 0 | 2.000e-01 | -6.041e+00   | 3.102e-09         | position | False             
3  | 0 | 2.000e-01 | -8.859e+00   | 3.674e-08         | position | False             
4  | 0 | 2.000e-01 | -8.032e+00   | 3.405e-08         | position | False             
5  | 0 | 2.000e-01 | -7.715e+00   | 1.940e-08         | position | False             
6  | 0 | 2.000e-01 | -7.179e+00   | 2.676e-08         | position | False             
7  | 0 | 2.000e-01 | -6.729e+00   | 9.960e-09         | position | False             
8  | 0 | 2.000e-01 | -6.507e+00   | 1.404e-08         | position | False             
9  | 0 | 2.000e-01 | -6.244e+00   | 1.943e-08         | position | False             
10 | 0 | 2.000e-01 | -5.978e+00   | 4.977e-09         | position | False             
11 | 0 | 2.000e-01 | -8.701e+00   | 5.038e-08         | position | False             
12 | 0 | 2.000e-01 | -8.178e+00   | 2.431e-08         | position | False             
13 | 0 | 2.000e-01 | -8.298e+00   | 1.875e-08         | position | False             
14 | 0 | 2.000e-01 | -7.804e+00   | 3.792e-08         | position | False             
15 | 0 | 2.000e-01 | -7.389e+00   | 2.525e-08         | position | False             
16 | 0 | 2.000e-01 | -7.193e+00   | 3.616e-08         | position | False             
17 | 0 | 2.000e-01 | -6.945e+00   | 2.370e-08         | position | False             
18 | 0 | 2.000e-01 | -6.695e+00   | 1.218e-08         | position | False             
19 | 0 | 2.000e-01 | -9.031e+00   | 1.215e-07         | position | False             
20 | 0 | 2.000e-01 | -8.615e+00   | 3.265e-08         | position | False             
21 | 0 | 2.000e-01 | -8.453e+00   | 4.255e-08         | position | False             
22 | 0 | 2.000e-01 | -8.336e+00   | 4.554e-08         | position | False             
23 | 0 | 2.000e-01 | -8.233e+00   | 3.485e-08         | position | False             
24 | 0 | 2.000e-01 | -8.131e+00   | 8.060e-08         | position | False             
25 | 0 | 2.000e-01 | -8.057e+00   | 8.405e-08         | position | False             
26 | 0 | 2.000e-01 | -7.961e+00   | 2.266e-08         | position | False             
27 | 0 | 2.000e-01 | -7.878e+00   | 2.466e-08         | position | False             
28 | 0 | 2.000e-01 | -7.801e+00   | 2.541e-08         | position | False             
29 | 0 | 2.000e-01 | -7.897e+00   | 5.715e-08         | position | False             
30 | 0 | 2.000e-01 | -7.664e+00   | 5.694e-08         | position | False             
31 | 0 | 2.000e-01 | -8.124e+00   | 3.328e-08         | position | False             
32 | 0 | 2.000e-01 | -7.717e+00   | 3.312e-08         | position | False             
33 | 0 | 2.000e-01 | -7.330e+00   | 2.100e-08         | position | False             
34 | 0 | 2.000e-01 | -7.171e+00   | 2.850e-08         | position | False             
35 | 0 | 2.000e-01 | -6.994e+00   | 2.293e-08         | position | False             
36 | 0 | 2.000e-01 | -6.801e+00   | 1.960e-08         | position | False             
37 | 0 | 2.000e-01 | -9.046e+00   | 1.464e-07         | position | False             
38 | 0 | 2.000e-01 | -8.679e+00   | 6.844e-08         | position | False             
39 | 0 | 2.000e-01 | -8.497e+00   | 4.399e-08         | position | False             
40 | 0 | 2.000e-01 | -8.381e+00   | 3.845e-08         | position | False             
41 | 0 | 2.000e-01 | -8.153e+00   | 2.335e-08         | position | False             
42 | 0 | 2.000e-01 | -8.078e+00   | 1.891e-08         | position | False             
43 | 0 | 2.000e-01 | -8.123e+00   | 1.878e-08         | position | False             
44 | 0 | 2.000e-01 | -8.021e+00   | 1.930e-08         | position | False             
45 | 0 | 2.000e-01 | -8.014e+00   | 4.698e-08         | position | False             
46 | 0 | 2.000e-01 | -7.140e+00   | 3.051e-08         | position | False             
47 | 0 | 2.000e-01 | -8.002e+00   | 1.984e-08         | position | False             
48 | 0 | 2.000e-01 | -7.821e+00   | 1.934e-08         | position | False             
49 | 0 | 2.000e-01 | -8.155e+00   | 4.353e-08         | position | False             
50 | 0 | 2.000e-01 | -7.802e+00   | 2.755e-08         | position | False             

