EntropicMoment - momento q=1.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 1.500e+00 | 3.939e-01      | 2.251e-11         | momentum
2  | 0 | 1.500e+00 | 1.938e-01      | 5.886e-11         | momentum
3  | 0 | 1.500e+00 | 3.442e-01      | 2.310e-11         | momentum
4  | 0 | 1.500e+00 | 3.202e-01      | 2.641e-11         | momentum
5  | 0 | 1.500e+00 | 2.142e-01      | 6.845e-11         | momentum
6  | 0 | 1.500e+00 | 1.559e-01      | 6.342e-11         | momentum
7  | 0 | 1.500e+00 | 1.201e-01      | 1.018e-10         | momentum
8  | 0 | 1.500e+00 | 9.857e-02      | 1.012e-11         | momentum
9  | 0 | 1.500e+00 | 8.233e-02      | 3.920e-12         | momentum
10 | 0 | 1.500e+00 | 6.991e-02      | 1.555e-11         | momentum
11 | 0 | 1.500e+00 | 9.427e-02      | 1.746e-11         | momentum
12 | 0 | 1.500e+00 | 1.101e-01      | 2.768e-11         | momentum
13 | 0 | 1.500e+00 | 1.020e-01      | 5.543e-12         | momentum
14 | 0 | 1.500e+00 | 9.312e-02      | 1.410e-10         | momentum
15 | 0 | 1.500e+00 | 8.519e-02      | 4.568e-11         | momentum
16 | 0 | 1.500e+00 | 7.957e-02      | 8.693e-12         | momentum
17 | 0 | 1.500e+00 | 7.399e-02      | 3.906e-12         | momentum
18 | 0 | 1.500e+00 | 6.876e-02      | 4.289e-12         | momentum
19 | 0 | 1.500e+00 | 8.135e-02      | 6.311e-12         | momentum
20 | 0 | 1.500e+00 | 9.251e-02      | 2.093e-11         | momentum
21 | 0 | 1.500e+00 | 8.269e-02      | 1.368e-10         | momentum
22 | 0 | 1.500e+00 | 7.476e-02      | 9.164e-11         | momentum
23 | 0 | 1.500e+00 | 6.806e-02      | 1.159e-11         | momentum
24 | 0 | 1.500e+00 | 4.988e-02      | 8.272e-12         | momentum
25 | 0 | 1.500e+00 | 5.736e-02      | 1.454e-11         | momentum
26 | 0 | 1.500e+00 | 5.296e-02      | 1.176e-10         | momentum
27 | 0 | 1.500e+00 | 4.911e-02      | 9.548e-12         | momentum
28 | 0 | 1.500e+00 | 4.570e-02      | 4.156e-11         | momentum
29 | 0 | 1.500e+00 | 3.576e-02      | 7.863e-11         | momentum
30 | 0 | 1.500e+00 | 3.996e-02      | 6.034e-11         | momentum
31 | 0 | 1.500e+00 | 4.030e-02      | 5.870e-11         | momentum
32 | 0 | 1.500e+00 | 3.984e-02      | 7.740e-11         | momentum
33 | 0 | 1.500e+00 | 3.917e-02      | 7.926e-11         | momentum
34 | 0 | 1.500e+00 | 3.891e-02      | 9.534e-11         | momentum
35 | 0 | 1.500e+00 | 3.837e-02      | 8.826e-11         | momentum
36 | 0 | 1.500e+00 | 3.767e-02      | 8.341e-11         | momentum
37 | 0 | 1.500e+00 | 4.350e-02      | 6.812e-11         | momentum
38 | 0 | 1.500e+00 | 4.938e-02      | 4.885e-11         | momentum
39 | 0 | 1.500e+00 | 4.631e-02      | 1.870e-11         | momentum
40 | 0 | 1.500e+00 | 4.385e-02      | 1.122e-10         | momentum
41 | 0 | 1.500e+00 | 3.569e-02      | 8.992e-11         | momentum
42 | 0 | 1.500e+00 | 3.418e-02      | 3.579e-11         | momentum
43 | 0 | 1.500e+00 | 3.803e-02      | 3.148e-12         | momentum
44 | 0 | 1.500e+00 | 3.187e-02      | 4.405e-11         | momentum
45 | 0 | 1.500e+00 | 3.080e-02      | 3.568e-11         | momentum
46 | 0 | 1.500e+00 | 2.766e-02      | 1.389e-10         | momentum
47 | 0 | 1.500e+00 | 2.882e-02      | 1.019e-10         | momentum
48 | 0 | 1.500e+00 | 3.115e-02      | 8.803e-12         | momentum
49 | 0 | 1.500e+00 | 3.151e-02      | 4.177e-11         | momentum
50 | 0 | 1.500e+00 | 3.152e-02      | 2.909e-12         | momentum

