EntropicMoment - posicion (2e) q=2.250
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 2.250e+00 | 2.305e-02      | 1.169e-06         | position
3  | 0 | 2.250e+00 | 6.567e-02      | 1.225e-06         | position
4  | 0 | 2.250e+00 | 1.598e-01      | 1.276e-06         | position
5  | 0 | 2.250e+00 | 3.178e-01      | 1.036e-06         | position
6  | 0 | 2.250e+00 | 5.671e-01      | 1.464e-06         | position
7  | 0 | 2.250e+00 | 9.411e-01      | 2.080e-06         | position
8  | 0 | 2.250e+00 | 1.480e+00      | 1.686e-05         | position
9  | 0 | 2.250e+00 | 2.238e+00      | 7.461e-06         | position
10 | 0 | 2.250e+00 | 3.282e+00      | 1.340e-05         | position
11 | 0 | 2.250e+00 | 4.683e+00      | 3.001e-06         | position
12 | 0 | 2.250e+00 | 6.501e+00      | 5.702e-05         | position
13 | 0 | 2.250e+00 | 8.781e+00      | 6.524e-06         | position
14 | 0 | 2.250e+00 | 1.160e+01      | 7.099e-05         | position
15 | 0 | 2.250e+00 | 1.502e+01      | 1.083e-06         | position
16 | 0 | 2.250e+00 | 1.913e+01      | 1.231e-06         | position
17 | 0 | 2.250e+00 | 2.401e+01      | 1.456e-06         | position
18 | 0 | 2.250e+00 | 2.975e+01      | 1.313e-06         | position
19 | 0 | 2.250e+00 | 3.645e+01      | 5.938e-05         | position
20 | 0 | 2.250e+00 | 4.419e+01      | 3.738e-05         | position
21 | 0 | 2.250e+00 | 5.279e+01      | 1.033e-04         | position
22 | 0 | 2.250e+00 | 6.245e+01      | 1.022e-04         | position
23 | 0 | 2.250e+00 | 7.326e+01      | 5.672e-04         | position
24 | 0 | 2.250e+00 | 8.506e+01      | 2.703e-03         | position
25 | 0 | 2.250e+00 | 9.864e+01      | 6.895e-04         | position
26 | 0 | 2.250e+00 | 1.134e+02      | 1.851e-03         | position
27 | 0 | 2.250e+00 | 1.297e+02      | 2.636e-03         | position
28 | 0 | 2.250e+00 | 1.475e+02      | 9.030e-04         | position
29 | 0 | 2.250e+00 | 1.666e+02      | 1.725e-04         | position
30 | 0 | 2.250e+00 | 1.883e+02      | 5.751e-04         | position
31 | 0 | 2.250e+00 | 2.119e+02      | 1.588e-03         | position
32 | 0 | 2.250e+00 | 2.378e+02      | 2.667e-03         | position
33 | 0 | 2.250e+00 | 2.659e+02      | 6.877e-03         | position
34 | 0 | 2.250e+00 | 2.964e+02      | 1.502e-03         | position
35 | 0 | 2.250e+00 | 3.294e+02      | 4.466e-03         | position
36 | 0 | 2.250e+00 | 3.651e+02      | 1.745e-03         | position
37 | 0 | 2.250e+00 | 4.035e+02      | 2.546e-04         | position
38 | 0 | 2.250e+00 | 4.449e+02      | 1.029e-03         | position
39 | 0 | 2.250e+00 | 4.889e+02      | 1.795e-02         | position
40 | 0 | 2.250e+00 | 5.358e+02      | 2.623e-02         | position
41 | 0 | 2.250e+00 | 5.855e+02      | 3.043e-03         | position
42 | 0 | 2.250e+00 | 6.387e+02      | 2.887e-03         | position
43 | 0 | 2.250e+00 | 6.956e+02      | 3.103e-03         | position
44 | 0 | 2.250e+00 | 7.551e+02      | 1.025e-02         | position
45 | 0 | 2.250e+00 | 8.186e+02      | 2.445e-02         | position
46 | 0 | 2.250e+00 | 8.853e+02      | 1.525e-02         | position
47 | 0 | 2.250e+00 | 9.567e+02      | 3.032e-02         | position
48 | 0 | 2.250e+00 | 1.032e+03      | 3.445e-02         | position
49 | 0 | 2.250e+00 | 1.112e+03      | 3.939e-02         | position
50 | 0 | 2.250e+00 | 1.196e+03      | 3.742e-02         | position

