Renyi - momento alpha=1.400
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
1  | 0 | 1.400e+00 | -1.945e+00   | 3.557e-12         | momentum | False             
2  | 0 | 1.400e+00 | -3.373e+00   | 1.107e-10         | momentum | False             
3  | 0 | 1.400e+00 | -2.431e+00   | 6.655e-12         | momentum | False             
4  | 0 | 1.400e+00 | -2.540e+00   | 1.568e-11         | momentum | False             
5  | 0 | 1.400e+00 | -3.300e+00   | 5.178e-11         | momentum | False             
6  | 0 | 1.400e+00 | -3.908e+00   | 3.698e-11         | momentum | False             
7  | 0 | 1.400e+00 | -4.411e+00   | 1.297e-11         | momentum | False             
8  | 0 | 1.400e+00 | -4.795e+00   | 1.140e-11         | momentum | False             
9  | 0 | 1.400e+00 | -5.147e+00   | 4.479e-12         | momentum | False             
10 | 0 | 1.400e+00 | -5.467e+00   | 1.795e-11         | momentum | False             
11 | 0 | 1.400e+00 | -5.035e+00   | 7.560e-11         | momentum | False             
12 | 0 | 1.400e+00 | -4.775e+00   | 1.207e-10         | momentum | False             
13 | 0 | 1.400e+00 | -4.898e+00   | 4.734e-11         | momentum | False             
14 | 0 | 1.400e+00 | -5.053e+00   | 6.858e-11         | momentum | False             
15 | 0 | 1.400e+00 | -5.211e+00   | 3.644e-11         | momentum | False             
16 | 0 | 1.400e+00 | -5.335e+00   | 3.968e-12         | momentum | False             
17 | 0 | 1.400e+00 | -5.468e+00   | 5.125e-12         | momentum | False             
18 | 0 | 1.400e+00 | -5.603e+00   | 7.765e-11         | momentum | False             
19 | 0 | 1.400e+00 | -5.357e+00   | 9.413e-12         | momentum | False             
20 | 0 | 1.400e+00 | -5.152e+00   | 6.252e-12         | momentum | False             
21 | 0 | 1.400e+00 | -5.359e+00   | 5.856e-11         | momentum | False             
22 | 0 | 1.400e+00 | -5.550e+00   | 2.901e-11         | momentum | False             
23 | 0 | 1.400e+00 | -5.728e+00   | 3.061e-11         | momentum | False             
24 | 0 | 1.400e+00 | -6.257e+00   | 4.806e-12         | momentum | False             
25 | 0 | 1.400e+00 | -6.057e+00   | 3.418e-11         | momentum | False             
26 | 0 | 1.400e+00 | -6.208e+00   | 5.531e-11         | momentum | False             
27 | 0 | 1.400e+00 | -6.352e+00   | 6.742e-11         | momentum | False             
28 | 0 | 1.400e+00 | -6.490e+00   | 1.295e-10         | momentum | False             
29 | 0 | 1.400e+00 | -6.903e+00   | 6.911e-11         | momentum | False             
30 | 0 | 1.400e+00 | -6.748e+00   | 1.248e-10         | momentum | False             
31 | 0 | 1.400e+00 | -6.739e+00   | 1.180e-10         | momentum | False             
32 | 0 | 1.400e+00 | -6.761e+00   | 1.398e-10         | momentum | False             
33 | 0 | 1.400e+00 | -6.792e+00   | 1.029e-10         | momentum | False             
34 | 0 | 1.400e+00 | -6.806e+00   | 7.471e-11         | momentum | False             
35 | 0 | 1.400e+00 | -6.831e+00   | 2.049e-11         | momentum | False             
36 | 0 | 1.400e+00 | -6.865e+00   | 2.725e-11         | momentum | False             
37 | 0 | 1.400e+00 | -6.657e+00   | 1.070e-11         | momentum | False             
38 | 0 | 1.400e+00 | -6.461e+00   | 1.956e-11         | momentum | False             
39 | 0 | 1.400e+00 | -6.565e+00   | 1.107e-11         | momentum | False             
40 | 0 | 1.400e+00 | -6.658e+00   | 5.620e-11         | momentum | False             
41 | 0 | 1.400e+00 | -6.984e+00   | 1.524e-11         | momentum | False             
42 | 0 | 1.400e+00 | -7.061e+00   | 1.294e-11         | momentum | False             
43 | 0 | 1.400e+00 | -6.909e+00   | 4.454e-12         | momentum | False             
44 | 0 | 1.400e+00 | -7.190e+00   | 8.622e-11         | momentum | False             
45 | 0 | 1.400e+00 | -7.254e+00   | 5.740e-11         | momentum | False             
46 | 0 | 1.400e+00 | -7.428e+00   | 1.443e-10         | momentum | False             
47 | 0 | 1.400e+00 | -7.378e+00   | 1.503e-12         | momentum | False             
48 | 0 | 1.400e+00 | -7.270e+00   | 1.277e-10         | momentum | False             
49 | 0 | 1.400e+00 | -7.254e+00   | 1.374e-10         | momentum | False             
50 | 0 | 1.400e+00 | -7.254e+00   | 6.013e-12         | momentum | False             

