EntropicMoment - momento q=1.250
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 1.250e+00 | 5.930e-01      | 7.752e-12         | momentum
2  | 0 | 1.250e+00 | 4.131e-01      | 1.006e-10         | momentum
3  | 0 | 1.250e+00 | 4.776e-01      | 3.388e-11         | momentum
4  | 0 | 1.250e+00 | 4.676e-01      | 1.013e-10         | momentum
5  | 0 | 1.250e+00 | 3.951e-01      | 1.233e-11         | momentum
6  | 0 | 1.250e+00 | 3.438e-01      | 7.348e-12         | momentum
7  | 0 | 1.250e+00 | 3.058e-01      | 6.742e-11         | momentum
8  | 0 | 1.250e+00 | 2.793e-01      | 2.042e-11         | momentum
9  | 0 | 1.250e+00 | 2.569e-01      | 1.423e-11         | momentum
10 | 0 | 1.250e+00 | 2.380e-01      | 3.077e-11         | momentum
11 | 0 | 1.250e+00 | 2.510e-01      | 1.102e-11         | momentum
12 | 0 | 1.250e+00 | 2.609e-01      | 2.073e-11         | momentum
13 | 0 | 1.250e+00 | 2.548e-01      | 1.055e-11         | momentum
14 | 0 | 1.250e+00 | 2.469e-01      | 2.272e-11         | momentum
15 | 0 | 1.250e+00 | 2.389e-01      | 2.080e-11         | momentum
16 | 0 | 1.250e+00 | 2.326e-01      | 1.584e-12         | momentum
17 | 0 | 1.250e+00 | 2.260e-01      | 9.766e-12         | momentum
18 | 0 | 1.250e+00 | 2.194e-01      | 6.587e-12         | momentum
19 | 0 | 1.250e+00 | 2.264e-01      | 1.170e-11         | momentum
20 | 0 | 1.250e+00 | 2.334e-01      | 6.854e-11         | momentum
21 | 0 | 1.250e+00 | 2.233e-01      | 3.160e-11         | momentum
22 | 0 | 1.250e+00 | 2.142e-01      | 4.552e-11         | momentum
23 | 0 | 1.250e+00 | 2.058e-01      | 9.962e-11         | momentum
24 | 0 | 1.250e+00 | 1.866e-01      | 9.357e-12         | momentum
25 | 0 | 1.250e+00 | 1.910e-01      | 1.048e-10         | momentum
26 | 0 | 1.250e+00 | 1.847e-01      | 4.816e-11         | momentum
27 | 0 | 1.250e+00 | 1.787e-01      | 4.812e-11         | momentum
28 | 0 | 1.250e+00 | 1.732e-01      | 6.209e-11         | momentum
29 | 0 | 1.250e+00 | 1.605e-01      | 1.125e-10         | momentum
30 | 0 | 1.250e+00 | 1.632e-01      | 3.931e-11         | momentum
31 | 0 | 1.250e+00 | 1.628e-01      | 4.934e-12         | momentum
32 | 0 | 1.250e+00 | 1.617e-01      | 2.248e-11         | momentum
33 | 0 | 1.250e+00 | 1.604e-01      | 4.136e-11         | momentum
34 | 0 | 1.250e+00 | 1.596e-01      | 2.964e-11         | momentum
35 | 0 | 1.250e+00 | 1.585e-01      | 2.789e-12         | momentum
36 | 0 | 1.250e+00 | 1.572e-01      | 1.343e-11         | momentum
37 | 0 | 1.250e+00 | 1.614e-01      | 2.987e-11         | momentum
38 | 0 | 1.250e+00 | 1.659e-01      | 4.344e-11         | momentum
39 | 0 | 1.250e+00 | 1.629e-01      | 5.026e-11         | momentum
40 | 0 | 1.250e+00 | 1.601e-01      | 2.000e-11         | momentum
41 | 0 | 1.250e+00 | 1.518e-01      | 3.982e-12         | momentum
42 | 0 | 1.250e+00 | 1.494e-01      | 4.736e-12         | momentum
43 | 0 | 1.250e+00 | 1.522e-01      | 3.604e-11         | momentum
44 | 0 | 1.250e+00 | 1.452e-01      | 3.637e-12         | momentum
45 | 0 | 1.250e+00 | 1.432e-01      | 8.346e-11         | momentum
46 | 0 | 1.250e+00 | 1.388e-01      | 3.275e-12         | momentum
47 | 0 | 1.250e+00 | 1.393e-01      | 5.979e-11         | momentum
48 | 0 | 1.250e+00 | 1.411e-01      | 1.246e-10         | momentum
49 | 0 | 1.250e+00 | 1.411e-01      | 7.457e-12         | momentum
50 | 0 | 1.250e+00 | 1.409e-01      | 1.719e-11         | momentum

