EntropicMoment - momento (2e) q=1.250
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 1.250e+00 | 1.706e-01      | 1.482e-06         | momentum
3  | 0 | 1.250e+00 | 1.927e-01      | 1.271e-06         | momentum
4  | 0 | 1.250e+00 | 1.903e-01      | 1.448e-06         | momentum
5  | 0 | 1.250e+00 | 1.442e-01      | 1.488e-06         | momentum
6  | 0 | 1.250e+00 | 1.123e-01      | 1.375e-06         | momentum
7  | 0 | 1.250e+00 | 9.023e-02      | 1.229e-06         | momentum
8  | 0 | 1.250e+00 | 7.597e-02      | 1.482e-06         | momentum
9  | 0 | 1.250e+00 | 6.466e-02      | 1.396e-06         | momentum
10 | 0 | 1.250e+00 | 5.571e-02      | 1.399e-06         | momentum
11 | 0 | 1.250e+00 | 6.078e-02      | 1.289e-06         | momentum
12 | 0 | 1.250e+00 | 6.462e-02      | 1.482e-06         | momentum
13 | 0 | 1.250e+00 | 6.202e-02      | 1.341e-06         | momentum
14 | 0 | 1.250e+00 | 5.861e-02      | 1.402e-06         | momentum
15 | 0 | 1.250e+00 | 5.516e-02      | 1.465e-06         | momentum
16 | 0 | 1.250e+00 | 5.249e-02      | 1.375e-06         | momentum
17 | 0 | 1.250e+00 | 4.970e-02      | 1.457e-06         | momentum
18 | 0 | 1.250e+00 | 4.696e-02      | 1.459e-06         | momentum
19 | 0 | 1.250e+00 | 4.977e-02      | 1.474e-06         | momentum
20 | 0 | 1.250e+00 | 5.251e-02      | 1.461e-06         | momentum
21 | 0 | 1.250e+00 | 4.830e-02      | 1.356e-06         | momentum
22 | 0 | 1.250e+00 | 4.455e-02      | 1.430e-06         | momentum
23 | 0 | 1.250e+00 | 4.124e-02      | 1.471e-06         | momentum
24 | 0 | 1.250e+00 | 3.426e-02      | 1.425e-06         | momentum
25 | 0 | 1.250e+00 | 3.569e-02      | 1.471e-06         | momentum
26 | 0 | 1.250e+00 | 3.340e-02      | 1.464e-06         | momentum
27 | 0 | 1.250e+00 | 3.133e-02      | 1.465e-06         | momentum
28 | 0 | 1.250e+00 | 2.947e-02      | 1.285e-06         | momentum
29 | 0 | 1.250e+00 | 2.548e-02      | 1.485e-06         | momentum
30 | 0 | 1.250e+00 | 2.623e-02      | 1.378e-06         | momentum
31 | 0 | 1.250e+00 | 2.607e-02      | 1.459e-06         | momentum
32 | 0 | 1.250e+00 | 2.571e-02      | 1.364e-06         | momentum
33 | 0 | 1.250e+00 | 2.530e-02      | 1.355e-06         | momentum
34 | 0 | 1.250e+00 | 2.505e-02      | 1.440e-06         | momentum
35 | 0 | 1.250e+00 | 2.472e-02      | 1.392e-06         | momentum
36 | 0 | 1.250e+00 | 2.433e-02      | 1.441e-06         | momentum
37 | 0 | 1.250e+00 | 2.558e-02      | 1.475e-06         | momentum
38 | 0 | 1.250e+00 | 2.692e-02      | 1.435e-06         | momentum
39 | 0 | 1.250e+00 | 2.602e-02      | 1.430e-06         | momentum
40 | 0 | 1.250e+00 | 2.515e-02      | 1.451e-06         | momentum
41 | 0 | 1.250e+00 | 2.273e-02      | 1.456e-06         | momentum
42 | 0 | 1.250e+00 | 2.203e-02      | 1.489e-06         | momentum
43 | 0 | 1.250e+00 | 2.280e-02      | 1.487e-06         | momentum
44 | 0 | 1.250e+00 | 2.085e-02      | 1.476e-06         | momentum
45 | 0 | 1.250e+00 | 2.028e-02      | 1.477e-06         | momentum
46 | 0 | 1.250e+00 | 1.910e-02      | 1.486e-06         | momentum
47 | 0 | 1.250e+00 | 1.921e-02      | 1.487e-06         | momentum
48 | 0 | 1.250e+00 | 1.966e-02      | 1.469e-06         | momentum
49 | 0 | 1.250e+00 | 1.967e-02      | 1.479e-06         | momentum
50 | 0 | 1.250e+00 | 1.959e-02      | 1.486e-06         | momentum

