EntropicMoment - posicion (2e) q=2.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 2.500e+00 | 1.588e-02      | 1.079e-06         | position
3  | 0 | 2.500e+00 | 6.813e-02      | 1.033e-06         | position
4  | 0 | 2.500e+00 | 2.237e-01      | 1.459e-06         | position
5  | 0 | 2.500e+00 | 5.551e-01      | 1.394e-06         | position
6  | 0 | 2.500e+00 | 1.177e+00      | 1.389e-06         | position
7  | 0 | 2.500e+00 | 2.243e+00      | 1.398e-05         | position
8  | 0 | 2.500e+00 | 3.962e+00      | 3.539e-05         | position
9  | 0 | 2.500e+00 | 6.597e+00      | 3.622e-05         | position
10 | 0 | 2.500e+00 | 1.050e+01      | 3.735e-05         | position
11 | 0 | 2.500e+00 | 1.624e+01      | 2.325e-04         | position
12 | 0 | 2.500e+00 | 2.432e+01      | 3.936e-04         | position
13 | 0 | 2.500e+00 | 3.524e+01      | 2.241e-04         | position
14 | 0 | 2.500e+00 | 4.969e+01      | 7.535e-04         | position
15 | 0 | 2.500e+00 | 6.844e+01      | 2.696e-05         | position
16 | 0 | 2.500e+00 | 9.235e+01      | 3.825e-04         | position
17 | 0 | 2.500e+00 | 1.224e+02      | 6.679e-05         | position
18 | 0 | 2.500e+00 | 1.596e+02      | 2.397e-04         | position
19 | 0 | 2.500e+00 | 2.055e+02      | 7.826e-04         | position
20 | 0 | 2.500e+00 | 2.613e+02      | 3.949e-04         | position
21 | 0 | 2.500e+00 | 3.267e+02      | 1.016e-02         | position
22 | 0 | 2.500e+00 | 4.036e+02      | 6.126e-03         | position
23 | 0 | 2.500e+00 | 4.935e+02      | 9.119e-03         | position
24 | 0 | 2.500e+00 | 5.961e+02      | 1.408e-02         | position
25 | 0 | 2.500e+00 | 7.181e+02      | 1.423e-02         | position
26 | 0 | 2.500e+00 | 8.563e+02      | 8.750e-03         | position
27 | 0 | 2.500e+00 | 1.014e+03      | 2.213e-03         | position
28 | 0 | 2.500e+00 | 1.192e+03      | 2.307e-03         | position
29 | 0 | 2.500e+00 | 1.391e+03      | 4.702e-03         | position
30 | 0 | 2.500e+00 | 1.621e+03      | 8.978e-03         | position
31 | 0 | 2.500e+00 | 1.880e+03      | 1.165e-02         | position
32 | 0 | 2.500e+00 | 2.171e+03      | 1.260e-02         | position
33 | 0 | 2.500e+00 | 2.497e+03      | 1.531e-02         | position
34 | 0 | 2.500e+00 | 2.860e+03      | 1.903e-02         | position
35 | 0 | 2.500e+00 | 3.264e+03      | 4.232e-03         | position
36 | 0 | 2.500e+00 | 3.712e+03      | 5.095e-02         | position
37 | 0 | 2.500e+00 | 4.207e+03      | 1.752e-01         | position
38 | 0 | 2.500e+00 | 4.754e+03      | 9.707e-02         | position
39 | 0 | 2.500e+00 | 5.350e+03      | 6.896e-02         | position
40 | 0 | 2.500e+00 | 6.002e+03      | 2.135e-01         | position
41 | 0 | 2.500e+00 | 6.708e+03      | 2.462e-01         | position
42 | 0 | 2.500e+00 | 7.481e+03      | 2.633e-01         | position
43 | 0 | 2.500e+00 | 8.325e+03      | 2.472e-01         | position
44 | 0 | 2.500e+00 | 9.230e+03      | 2.803e-01         | position
45 | 0 | 2.500e+00 | 1.021e+04      | 4.211e-01         | position
46 | 0 | 2.500e+00 | 1.127e+04      | 7.166e-01         | position
47 | 0 | 2.500e+00 | 1.242e+04      | 2.865e-01         | position
48 | 0 | 2.500e+00 | 1.367e+04      | 3.402e-01         | position
49 | 0 | 2.500e+00 | 1.500e+04      | 2.753e-01         | position
50 | 0 | 2.500e+00 | 1.644e+04      | 2.246e-01         | position

