Renyi - posicion alpha=0.800
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
1  | 0 | 8.000e-01 | -4.492e+00   | 2.926e-10         | position | False             
2  | 0 | 8.000e-01 | -3.091e+00   | 8.946e-11         | position | False             
3  | 0 | 8.000e-01 | -4.925e+00   | 2.327e-10         | position | False             
4  | 0 | 8.000e-01 | -4.619e+00   | 5.826e-11         | position | False             
5  | 0 | 8.000e-01 | -4.268e+00   | 2.781e-11         | position | False             
6  | 0 | 8.000e-01 | -3.861e+00   | 1.134e-10         | position | False             
7  | 0 | 8.000e-01 | -3.481e+00   | 1.611e-10         | position | False             
8  | 0 | 8.000e-01 | -3.193e+00   | 3.603e-11         | position | False             
9  | 0 | 8.000e-01 | -2.908e+00   | 2.683e-11         | position | False             
10 | 0 | 8.000e-01 | -2.637e+00   | 3.798e-11         | position | False             
11 | 0 | 8.000e-01 | -3.486e+00   | 2.061e-10         | position | False             
12 | 0 | 8.000e-01 | -3.567e+00   | 1.317e-10         | position | False             
13 | 0 | 8.000e-01 | -3.650e+00   | 1.993e-10         | position | False             
14 | 0 | 8.000e-01 | -3.559e+00   | 1.505e-11         | position | False             
15 | 0 | 8.000e-01 | -3.427e+00   | 1.855e-10         | position | False             
16 | 0 | 8.000e-01 | -3.321e+00   | 6.664e-11         | position | False             
17 | 0 | 8.000e-01 | -3.191e+00   | 1.367e-10         | position | False             
18 | 0 | 8.000e-01 | -3.053e+00   | 2.499e-10         | position | False             
19 | 0 | 8.000e-01 | -3.610e+00   | 2.229e-10         | position | False             
20 | 0 | 8.000e-01 | -3.703e+00   | 1.376e-10         | position | False             
21 | 0 | 8.000e-01 | -3.593e+00   | 2.222e-10         | position | False             
22 | 0 | 8.000e-01 | -3.473e+00   | 2.092e-10         | position | False             
23 | 0 | 8.000e-01 | -3.355e+00   | 1.361e-10         | position | False             
24 | 0 | 8.000e-01 | -3.056e+00   | 4.085e-11         | position | False             
25 | 0 | 8.000e-01 | -3.124e+00   | 1.449e-10         | position | False             
26 | 0 | 8.000e-01 | -3.017e+00   | 2.383e-10         | position | False             
27 | 0 | 8.000e-01 | -2.912e+00   | 6.738e-11         | position | False             
28 | 0 | 8.000e-01 | -2.809e+00   | 6.419e-11         | position | False             
29 | 0 | 8.000e-01 | -2.578e+00   | 1.699e-10         | position | False             
30 | 0 | 8.000e-01 | -2.611e+00   | 8.037e-12         | position | False             
31 | 0 | 8.000e-01 | -2.711e+00   | 1.280e-10         | position | False             
32 | 0 | 8.000e-01 | -2.701e+00   | 1.439e-11         | position | False             
33 | 0 | 8.000e-01 | -2.663e+00   | 9.138e-11         | position | False             
34 | 0 | 8.000e-01 | -2.638e+00   | 1.235e-10         | position | False             
35 | 0 | 8.000e-01 | -2.594e+00   | 1.173e-10         | position | False             
36 | 0 | 8.000e-01 | -2.539e+00   | 1.372e-10         | position | False             
37 | 0 | 8.000e-01 | -2.937e+00   | 1.512e-10         | position | False             
38 | 0 | 8.000e-01 | -3.038e+00   | 1.942e-10         | position | False             
39 | 0 | 8.000e-01 | -3.007e+00   | 1.836e-10         | position | False             
40 | 0 | 8.000e-01 | -2.959e+00   | 2.411e-10         | position | False             
41 | 0 | 8.000e-01 | -2.787e+00   | 2.133e-10         | position | False             
42 | 0 | 8.000e-01 | -2.721e+00   | 8.794e-11         | position | False             
43 | 0 | 8.000e-01 | -2.792e+00   | 5.413e-11         | position | False             
44 | 0 | 8.000e-01 | -2.624e+00   | 1.450e-11         | position | False             
45 | 0 | 8.000e-01 | -2.572e+00   | 1.238e-10         | position | False             
46 | 0 | 8.000e-01 | -2.342e+00   | 1.571e-10         | position | False             
47 | 0 | 8.000e-01 | -2.466e+00   | 6.521e-11         | position | False             
48 | 0 | 8.000e-01 | -2.508e+00   | 1.741e-10         | position | False             
49 | 0 | 8.000e-01 | -2.591e+00   | 1.277e-11         | position | False             
50 | 0 | 8.000e-01 | -2.600e+00   | 9.617e-11         | position | False             

