EntropicMoment - momento (2e) q=0.750
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 7.500e-01 | 9.747e+00      | 1.347e-06         | momentum
3  | 0 | 7.500e-01 | 1.215e+01      | 9.500e-06         | momentum
4  | 0 | 7.500e-01 | 1.497e+01      | 7.929e-06         | momentum
5  | 0 | 7.500e-01 | 1.916e+01      | 2.541e-06         | momentum
6  | 0 | 7.500e-01 | 2.365e+01      | 6.481e-06         | momentum
7  | 0 | 7.500e-01 | 2.837e+01      | 3.801e-05         | momentum
8  | 0 | 7.500e-01 | 3.304e+01      | 1.483e-06         | momentum
9  | 0 | 7.500e-01 | 3.796e+01      | 1.408e-06         | momentum
10 | 0 | 7.500e-01 | 4.309e+01      | 1.304e-06         | momentum
11 | 0 | 7.500e-01 | 4.702e+01      | 1.430e-05         | momentum
12 | 0 | 7.500e-01 | 5.073e+01      | 8.977e-06         | momentum
13 | 0 | 7.500e-01 | 5.473e+01      | 1.329e-05         | momentum
14 | 0 | 7.500e-01 | 5.882e+01      | 4.680e-05         | momentum
15 | 0 | 7.500e-01 | 6.294e+01      | 3.652e-05         | momentum
16 | 0 | 7.500e-01 | 6.698e+01      | 4.125e-05         | momentum
17 | 0 | 7.500e-01 | 7.109e+01      | 2.586e-05         | momentum
18 | 0 | 7.500e-01 | 7.524e+01      | 5.745e-05         | momentum
19 | 0 | 7.500e-01 | 7.881e+01      | 6.367e-05         | momentum
20 | 0 | 7.500e-01 | 8.223e+01      | 4.201e-05         | momentum
21 | 0 | 7.500e-01 | 8.663e+01      | 6.061e-06         | momentum
22 | 0 | 7.500e-01 | 9.118e+01      | 1.724e-05         | momentum
23 | 0 | 7.500e-01 | 9.581e+01      | 2.237e-05         | momentum
24 | 0 | 7.500e-01 | 1.013e+02      | 2.813e-06         | momentum
25 | 0 | 7.500e-01 | 1.053e+02      | 2.985e-06         | momentum
26 | 0 | 7.500e-01 | 1.100e+02      | 5.611e-05         | momentum
27 | 0 | 7.500e-01 | 1.148e+02      | 7.221e-05         | momentum
28 | 0 | 7.500e-01 | 1.197e+02      | 9.102e-05         | momentum
29 | 0 | 7.500e-01 | 1.254e+02      | 1.169e-04         | momentum
30 | 0 | 7.500e-01 | 1.296e+02      | 1.431e-04         | momentum
31 | 0 | 7.500e-01 | 1.339e+02      | 1.197e-04         | momentum
32 | 0 | 7.500e-01 | 1.383e+02      | 1.096e-04         | momentum
33 | 0 | 7.500e-01 | 1.425e+02      | 1.365e-06         | momentum
34 | 0 | 7.500e-01 | 1.467e+02      | 2.681e-05         | momentum
35 | 0 | 7.500e-01 | 1.509e+02      | 7.996e-05         | momentum
36 | 0 | 7.500e-01 | 1.551e+02      | 5.440e-05         | momentum
37 | 0 | 7.500e-01 | 1.589e+02      | 1.579e-04         | momentum
38 | 0 | 7.500e-01 | 1.626e+02      | 1.570e-04         | momentum
39 | 0 | 7.500e-01 | 1.668e+02      | 2.204e-04         | momentum
40 | 0 | 7.500e-01 | 1.711e+02      | 1.945e-04         | momentum
41 | 0 | 7.500e-01 | 1.759e+02      | 2.474e-04         | momentum
42 | 0 | 7.500e-01 | 1.803e+02      | 2.364e-04         | momentum
43 | 0 | 7.500e-01 | 1.841e+02      | 9.826e-06         | momentum
44 | 0 | 7.500e-01 | 1.890e+02      | 6.137e-06         | momentum
45 | 0 | 7.500e-01 | 1.934e+02      | 8.151e-06         | momentum
46 | 0 | 7.500e-01 | 1.981e+02      | 9.445e-05         | momentum
47 | 0 | 7.500e-01 | 2.022e+02      | 1.239e-05         | momentum
48 | 0 | 7.500e-01 | 2.062e+02      | 1.666e-05         | momentum
49 | 0 | 7.500e-01 | 2.102e+02      | 1.980e-05         | momentum
50 | 0 | 7.500e-01 | 2.142e+02      | 3.956e-05         | momentum

