Renyi - momento alpha=1.600
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
1  | 0 | 1.600e+00 | -1.791e+00   | 5.197e-11         | momentum | False             
2  | 0 | 1.600e+00 | -3.201e+00   | 1.293e-11         | momentum | False             
3  | 0 | 1.600e+00 | -1.875e+00   | 3.688e-11         | momentum | False             
4  | 0 | 1.600e+00 | -2.060e+00   | 3.807e-11         | momentum | False             
5  | 0 | 1.600e+00 | -2.901e+00   | 1.097e-10         | momentum | False             
6  | 0 | 1.600e+00 | -3.558e+00   | 1.394e-10         | momentum | False             
7  | 0 | 1.600e+00 | -4.094e+00   | 7.993e-12         | momentum | False             
8  | 0 | 1.600e+00 | -4.498e+00   | 1.295e-11         | momentum | False             
9  | 0 | 1.600e+00 | -4.865e+00   | 3.485e-12         | momentum | False             
10 | 0 | 1.600e+00 | -5.198e+00   | 1.496e-11         | momentum | False             
11 | 0 | 1.600e+00 | -4.426e+00   | 1.428e-11         | momentum | False             
12 | 0 | 1.600e+00 | -4.083e+00   | 1.941e-11         | momentum | False             
13 | 0 | 1.600e+00 | -4.274e+00   | 1.433e-11         | momentum | False             
14 | 0 | 1.600e+00 | -4.482e+00   | 1.178e-11         | momentum | False             
15 | 0 | 1.600e+00 | -4.681e+00   | 5.437e-11         | momentum | False             
16 | 0 | 1.600e+00 | -4.831e+00   | 9.608e-11         | momentum | False             
17 | 0 | 1.600e+00 | -4.988e+00   | 3.193e-12         | momentum | False             
18 | 0 | 1.600e+00 | -5.145e+00   | 4.159e-12         | momentum | False             
19 | 0 | 1.600e+00 | -4.711e+00   | 2.438e-11         | momentum | False             
20 | 0 | 1.600e+00 | -4.411e+00   | 4.718e-12         | momentum | False             
21 | 0 | 1.600e+00 | -4.649e+00   | 9.718e-13         | momentum | False             
22 | 0 | 1.600e+00 | -4.857e+00   | 7.220e-11         | momentum | False             
23 | 0 | 1.600e+00 | -5.051e+00   | 3.558e-11         | momentum | False             
24 | 0 | 1.600e+00 | -5.761e+00   | 1.075e-10         | momentum | False             
25 | 0 | 1.600e+00 | -5.402e+00   | 5.541e-12         | momentum | False             
26 | 0 | 1.600e+00 | -5.567e+00   | 1.087e-11         | momentum | False             
27 | 0 | 1.600e+00 | -5.723e+00   | 4.175e-11         | momentum | False             
28 | 0 | 1.600e+00 | -5.871e+00   | 7.553e-12         | momentum | False             
29 | 0 | 1.600e+00 | -6.439e+00   | 3.656e-11         | momentum | False             
30 | 0 | 1.600e+00 | -6.146e+00   | 2.995e-11         | momentum | False             
31 | 0 | 1.600e+00 | -6.128e+00   | 3.951e-11         | momentum | False             
32 | 0 | 1.600e+00 | -6.157e+00   | 4.126e-11         | momentum | False             
33 | 0 | 1.600e+00 | -6.197e+00   | 2.479e-11         | momentum | False             
34 | 0 | 1.600e+00 | -6.213e+00   | 4.108e-11         | momentum | False             
35 | 0 | 1.600e+00 | -6.246e+00   | 3.384e-11         | momentum | False             
36 | 0 | 1.600e+00 | -6.288e+00   | 3.910e-11         | momentum | False             
37 | 0 | 1.600e+00 | -5.912e+00   | 4.279e-11         | momentum | False             
38 | 0 | 1.600e+00 | -5.607e+00   | 4.418e-11         | momentum | False             
39 | 0 | 1.600e+00 | -5.759e+00   | 4.450e-11         | momentum | False             
40 | 0 | 1.600e+00 | -5.885e+00   | 4.139e-11         | momentum | False             
41 | 0 | 1.600e+00 | -6.384e+00   | 6.157e-11         | momentum | False             
42 | 0 | 1.600e+00 | -6.479e+00   | 3.728e-11         | momentum | False             
43 | 0 | 1.600e+00 | -6.200e+00   | 5.134e-11         | momentum | False             
44 | 0 | 1.600e+00 | -6.629e+00   | 3.015e-11         | momentum | False             
45 | 0 | 1.600e+00 | -6.701e+00   | 5.555e-11         | momentum | False             
46 | 0 | 1.600e+00 | -6.960e+00   | 8.868e-11         | momentum | False             
47 | 0 | 1.600e+00 | -6.841e+00   | 4.550e-11         | momentum | False             
48 | 0 | 1.600e+00 | -6.634e+00   | 1.641e-12         | momentum | False             
49 | 0 | 1.600e+00 | -6.607e+00   | 8.027e-11         | momentum | False             
50 | 0 | 1.600e+00 | -6.608e+00   | 1.527e-11         | momentum | False             

