EntropicMoment - posicion q=2.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 2.500e+00 | 1.149e-02      | 5.537e-12         | position
2  | 0 | 2.500e+00 | 1.260e-01      | 2.285e-11         | position
3  | 0 | 2.500e+00 | 3.739e-01      | 7.023e-11         | position
4  | 0 | 2.500e+00 | 7.841e-01      | 3.558e-11         | position
5  | 0 | 2.500e+00 | 1.334e+00      | 2.522e-11         | position
6  | 0 | 2.500e+00 | 2.032e+00      | 2.708e-10         | position
7  | 0 | 2.500e+00 | 2.881e+00      | 1.067e-10         | position
8  | 0 | 2.500e+00 | 3.892e+00      | 5.506e-10         | position
9  | 0 | 2.500e+00 | 5.063e+00      | 2.918e-11         | position
10 | 0 | 2.500e+00 | 6.401e+00      | 5.431e-11         | position
11 | 0 | 2.500e+00 | 7.967e+00      | 4.648e-10         | position
12 | 0 | 2.500e+00 | 9.747e+00      | 1.988e-10         | position
13 | 0 | 2.500e+00 | 1.172e+01      | 1.021e-09         | position
14 | 0 | 2.500e+00 | 1.389e+01      | 1.540e-09         | position
15 | 0 | 2.500e+00 | 1.625e+01      | 4.757e-10         | position
16 | 0 | 2.500e+00 | 1.882e+01      | 7.785e-10         | position
17 | 0 | 2.500e+00 | 2.160e+01      | 7.942e-11         | position
18 | 0 | 2.500e+00 | 2.458e+01      | 5.984e-10         | position
19 | 0 | 2.500e+00 | 2.779e+01      | 2.587e-09         | position
20 | 0 | 2.500e+00 | 3.124e+01      | 3.761e-09         | position
21 | 0 | 2.500e+00 | 3.485e+01      | 2.183e-09         | position
22 | 0 | 2.500e+00 | 3.865e+01      | 1.147e-09         | position
23 | 0 | 2.500e+00 | 4.265e+01      | 6.608e-10         | position
24 | 0 | 2.500e+00 | 4.680e+01      | 1.031e-09         | position
25 | 0 | 2.500e+00 | 5.125e+01      | 4.213e-09         | position
26 | 0 | 2.500e+00 | 5.586e+01      | 2.415e-09         | position
27 | 0 | 2.500e+00 | 6.067e+01      | 5.215e-09         | position
28 | 0 | 2.500e+00 | 6.568e+01      | 4.964e-09         | position
29 | 0 | 2.500e+00 | 7.082e+01      | 7.179e-09         | position
30 | 0 | 2.500e+00 | 7.632e+01      | 1.003e-08         | position
31 | 0 | 2.500e+00 | 8.202e+01      | 1.174e-08         | position
32 | 0 | 2.500e+00 | 8.795e+01      | 2.902e-09         | position
33 | 0 | 2.500e+00 | 9.411e+01      | 5.868e-09         | position
34 | 0 | 2.500e+00 | 1.005e+02      | 6.879e-09         | position
35 | 0 | 2.500e+00 | 1.071e+02      | 3.136e-09         | position
36 | 0 | 2.500e+00 | 1.140e+02      | 1.075e-08         | position
37 | 0 | 2.500e+00 | 1.211e+02      | 1.385e-09         | position
38 | 0 | 2.500e+00 | 1.284e+02      | 4.594e-09         | position
39 | 0 | 2.500e+00 | 1.359e+02      | 5.744e-09         | position
40 | 0 | 2.500e+00 | 1.437e+02      | 4.683e-09         | position
41 | 0 | 2.500e+00 | 1.516e+02      | 2.444e-09         | position
42 | 0 | 2.500e+00 | 1.598e+02      | 3.099e-09         | position
43 | 0 | 2.500e+00 | 1.683e+02      | 4.549e-09         | position
44 | 0 | 2.500e+00 | 1.769e+02      | 3.708e-09         | position
45 | 0 | 2.500e+00 | 1.858e+02      | 2.729e-09         | position
46 | 0 | 2.500e+00 | 1.948e+02      | 2.467e-09         | position
47 | 0 | 2.500e+00 | 2.042e+02      | 4.719e-09         | position
48 | 0 | 2.500e+00 | 2.138e+02      | 9.475e-09         | position
49 | 0 | 2.500e+00 | 2.236e+02      | 1.590e-08         | position
50 | 0 | 2.500e+00 | 2.337e+02      | 2.429e-08         | position

