EntropicMoment - posicion q=0.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 5.000e-01 | 1.418e+01      | 7.412e-10         | position
2  | 0 | 5.000e-01 | 7.386e+00      | 5.939e-10         | position
3  | 0 | 5.000e-01 | 2.853e+01      | 2.043e-09         | position
4  | 0 | 5.000e-01 | 2.020e+01      | 2.841e-09         | position
5  | 0 | 5.000e-01 | 1.605e+01      | 1.314e-09         | position
6  | 0 | 5.000e-01 | 1.245e+01      | 3.158e-10         | position
7  | 0 | 5.000e-01 | 9.971e+00      | 3.321e-10         | position
8  | 0 | 5.000e-01 | 8.621e+00      | 1.080e-10         | position
9  | 0 | 5.000e-01 | 7.434e+00      | 1.838e-10         | position
10 | 0 | 5.000e-01 | 6.445e+00      | 4.798e-10         | position
11 | 0 | 5.000e-01 | 1.868e+01      | 7.830e-10         | position
12 | 0 | 5.000e-01 | 1.668e+01      | 2.342e-09         | position
13 | 0 | 5.000e-01 | 1.694e+01      | 2.336e-09         | position
14 | 0 | 5.000e-01 | 1.458e+01      | 1.329e-09         | position
15 | 0 | 5.000e-01 | 1.259e+01      | 8.725e-10         | position
16 | 0 | 5.000e-01 | 1.146e+01      | 9.313e-10         | position
17 | 0 | 5.000e-01 | 1.031e+01      | 6.792e-10         | position
18 | 0 | 5.000e-01 | 9.265e+00      | 5.804e-10         | position
19 | 0 | 5.000e-01 | 2.077e+01      | 3.091e-09         | position
20 | 0 | 5.000e-01 | 1.952e+01      | 1.458e-09         | position
21 | 0 | 5.000e-01 | 1.791e+01      | 1.942e-09         | position
22 | 0 | 5.000e-01 | 1.665e+01      | 1.416e-09         | position
23 | 0 | 5.000e-01 | 1.556e+01      | 1.512e-09         | position
24 | 0 | 5.000e-01 | 1.318e+01      | 1.579e-09         | position
25 | 0 | 5.000e-01 | 1.379e+01      | 2.007e-09         | position
26 | 0 | 5.000e-01 | 1.299e+01      | 1.603e-09         | position
27 | 0 | 5.000e-01 | 1.229e+01      | 1.038e-09         | position
28 | 0 | 5.000e-01 | 1.166e+01      | 6.412e-10         | position
29 | 0 | 5.000e-01 | 1.066e+01      | 7.578e-10         | position
30 | 0 | 5.000e-01 | 1.058e+01      | 2.662e-10         | position
31 | 0 | 5.000e-01 | 1.201e+01      | 3.013e-10         | position
32 | 0 | 5.000e-01 | 1.108e+01      | 1.317e-09         | position
33 | 0 | 5.000e-01 | 1.014e+01      | 7.823e-10         | position
34 | 0 | 5.000e-01 | 9.689e+00      | 8.271e-10         | position
35 | 0 | 5.000e-01 | 9.115e+00      | 8.069e-10         | position
36 | 0 | 5.000e-01 | 8.530e+00      | 3.222e-10         | position
37 | 0 | 5.000e-01 | 1.749e+01      | 1.555e-09         | position
38 | 0 | 5.000e-01 | 1.696e+01      | 4.962e-10         | position
39 | 0 | 5.000e-01 | 1.579e+01      | 1.646e-09         | position
40 | 0 | 5.000e-01 | 1.488e+01      | 1.527e-09         | position
41 | 0 | 5.000e-01 | 1.265e+01      | 1.268e-09         | position
42 | 0 | 5.000e-01 | 1.196e+01      | 6.221e-10         | position
43 | 0 | 5.000e-01 | 1.287e+01      | 1.049e-09         | position
44 | 0 | 5.000e-01 | 1.128e+01      | 9.235e-10         | position
45 | 0 | 5.000e-01 | 1.099e+01      | 1.280e-09         | position
46 | 0 | 5.000e-01 | 7.919e+00      | 1.026e-09         | position
47 | 0 | 5.000e-01 | 1.047e+01      | 1.005e-09         | position
48 | 0 | 5.000e-01 | 1.058e+01      | 8.535e-10         | position
49 | 0 | 5.000e-01 | 1.177e+01      | 1.589e-10         | position
50 | 0 | 5.000e-01 | 1.115e+01      | 6.013e-10         | position

