Renyi - posicion (2e) alpha=0.200
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
2  | 0 | 2.000e-01 | -1.208e+01   | 1.637e-05         | position | True              
3  | 0 | 2.000e-01 | -1.492e+01   | 1.194e-02         | position | True              
4  | 0 | 2.000e-01 | -1.596e+01   | 2.335e-01         | position | True              
5  | 0 | 2.000e-01 | -1.519e+01   | 4.881e-02         | position | True              
6  | 0 | 2.000e-01 | -1.429e+01   | 9.295e-02         | position | True              
7  | 0 | 2.000e-01 | -1.342e+01   | 5.124e-04         | position | True              
8  | 0 | 2.000e-01 | -1.299e+01   | 2.064e-03         | position | True              
9  | 0 | 2.000e-01 | -1.247e+01   | 1.140e-03         | position | True              
10 | 0 | 2.000e-01 | -1.194e+01   | 2.014e-04         | position | True              
11 | 0 | 2.000e-01 | -1.519e+01   | 1.090e-01         | position | True              
12 | 0 | 2.000e-01 | -1.621e+01   | 4.003e-01         | position | True              
13 | 0 | 2.000e-01 | -1.617e+01   | 2.205e-02         | position | True              
14 | 0 | 2.000e-01 | -1.550e+01   | 1.431e-02         | position | True              
15 | 0 | 2.000e-01 | -1.471e+01   | 1.933e-02         | position | True              
16 | 0 | 2.000e-01 | -1.434e+01   | 8.919e-02         | position | True              
17 | 0 | 2.000e-01 | -1.386e+01   | 1.934e-02         | position | True              
18 | 0 | 2.000e-01 | -1.336e+01   | 2.533e-02         | position | True              
19 | 0 | 2.000e-01 | -1.618e+01   | 2.334e-01         | position | True              
20 | 0 | 2.000e-01 | -1.708e+01   | 5.086e-01         | position | True              
21 | 0 | 2.000e-01 | -1.676e+01   | 1.055e-01         | position | True              
22 | 0 | 2.000e-01 | -1.652e+01   | 1.156e-01         | position | True              
23 | 0 | 2.000e-01 | -1.632e+01   | 1.372e-01         | position | True              
24 | 0 | 2.000e-01 | -1.555e+01   | 1.138e-01         | position | True              
25 | 0 | 2.000e-01 | -1.596e+01   | 9.491e-02         | position | True              
26 | 0 | 2.000e-01 | -1.577e+01   | 5.110e-02         | position | True              
27 | 0 | 2.000e-01 | -1.561e+01   | 1.274e-02         | position | True              
28 | 0 | 2.000e-01 | -1.545e+01   | 1.198e-01         | position | True              
29 | 0 | 2.000e-01 | -1.490e+01   | 1.820e-01         | position | True              
30 | 0 | 2.000e-01 | -1.518e+01   | 1.049e-01         | position | True              
31 | 0 | 2.000e-01 | -1.575e+01   | 1.654e-01         | position | True              
32 | 0 | 2.000e-01 | -1.531e+01   | 1.425e-01         | position | True              
33 | 0 | 2.000e-01 | -1.459e+01   | 1.083e-01         | position | True              
34 | 0 | 2.000e-01 | -1.429e+01   | 8.509e-02         | position | True              
35 | 0 | 2.000e-01 | -1.395e+01   | 1.035e-01         | position | True              
36 | 0 | 2.000e-01 | -1.357e+01   | 6.757e-02         | position | True              
37 | 0 | 2.000e-01 | -1.640e+01   | 2.661e-01         | position | True              
38 | 0 | 2.000e-01 | -1.720e+01   | 2.556e-01         | position | True              
39 | 0 | 2.000e-01 | -1.685e+01   | 1.854e-01         | position | True              
40 | 0 | 2.000e-01 | -1.662e+01   | 9.822e-02         | position | True              
41 | 0 | 2.000e-01 | -1.584e+01   | 7.713e-02         | position | True              
42 | 0 | 2.000e-01 | -1.557e+01   | 4.076e-02         | position | True              
43 | 0 | 2.000e-01 | -1.610e+01   | 6.135e-02         | position | True              
44 | 0 | 2.000e-01 | -1.536e+01   | 2.418e-01         | position | True              
45 | 0 | 2.000e-01 | -1.519e+01   | 9.704e-02         | position | True              
46 | 0 | 2.000e-01 | -1.426e+01   | 4.563e-03         | position | True              
47 | 0 | 2.000e-01 | -1.507e+01   | 1.516e-01         | position | True              
48 | 0 | 2.000e-01 | -1.549e+01   | 1.351e-01         | position | True              
49 | 0 | 2.000e-01 | -1.585e+01   | 3.989e-02         | position | True              
50 | 0 | 2.000e-01 | -1.548e+01   | 5.694e-02         | position | True              

