EntropicMoment - posicion q=1.000
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 1.000e+00 | 1.000e+00      | 1.363e-10         | position
2  | 0 | 1.000e+00 | 1.000e+00      | 5.969e-11         | position
3  | 0 | 1.000e+00 | 1.000e+00      | 4.673e-11         | position
4  | 0 | 1.000e+00 | 1.000e+00      | 7.120e-11         | position
5  | 0 | 1.000e+00 | 1.000e+00      | 9.395e-11         | position
6  | 0 | 1.000e+00 | 1.000e+00      | 1.168e-11         | position
7  | 0 | 1.000e+00 | 1.000e+00      | 4.654e-11         | position
8  | 0 | 1.000e+00 | 1.000e+00      | 1.156e-11         | position
9  | 0 | 1.000e+00 | 1.000e+00      | 4.377e-11         | position
10 | 0 | 1.000e+00 | 1.000e+00      | 6.903e-12         | position
11 | 0 | 1.000e+00 | 1.000e+00      | 1.127e-10         | position
12 | 0 | 1.000e+00 | 1.000e+00      | 1.883e-11         | position
13 | 0 | 1.000e+00 | 1.000e+00      | 1.280e-11         | position
14 | 0 | 1.000e+00 | 1.000e+00      | 6.565e-11         | position
15 | 0 | 1.000e+00 | 1.000e+00      | 4.159e-11         | position
16 | 0 | 1.000e+00 | 1.000e+00      | 3.700e-11         | position
17 | 0 | 1.000e+00 | 1.000e+00      | 9.205e-11         | position
18 | 0 | 1.000e+00 | 1.000e+00      | 1.146e-10         | position
19 | 0 | 1.000e+00 | 1.000e+00      | 1.115e-10         | position
20 | 0 | 1.000e+00 | 1.000e+00      | 1.878e-11         | position
21 | 0 | 1.000e+00 | 1.000e+00      | 5.201e-12         | position
22 | 0 | 1.000e+00 | 1.000e+00      | 9.818e-12         | position
23 | 0 | 1.000e+00 | 1.000e+00      | 1.844e-11         | position
24 | 0 | 1.000e+00 | 1.000e+00      | 7.051e-11         | position
25 | 0 | 1.000e+00 | 1.000e+00      | 1.343e-11         | position
26 | 0 | 1.000e+00 | 1.000e+00      | 5.325e-11         | position
27 | 0 | 1.000e+00 | 1.000e+00      | 4.760e-11         | position
28 | 0 | 1.000e+00 | 1.000e+00      | 7.494e-11         | position
29 | 0 | 1.000e+00 | 1.000e+00      | 4.308e-11         | position
30 | 0 | 1.000e+00 | 1.000e+00      | 1.176e-10         | position
31 | 0 | 1.000e+00 | 1.000e+00      | 1.033e-10         | position
32 | 0 | 1.000e+00 | 1.000e+00      | 6.889e-11         | position
33 | 0 | 1.000e+00 | 1.000e+00      | 1.560e-11         | position
34 | 0 | 1.000e+00 | 1.000e+00      | 1.998e-12         | position
35 | 0 | 1.000e+00 | 1.000e+00      | 2.895e-12         | position
36 | 0 | 1.000e+00 | 1.000e+00      | 8.844e-11         | position
37 | 0 | 1.000e+00 | 1.000e+00      | 7.962e-11         | position
38 | 0 | 1.000e+00 | 1.000e+00      | 7.069e-11         | position
39 | 0 | 1.000e+00 | 1.000e+00      | 3.227e-11         | position
40 | 0 | 1.000e+00 | 1.000e+00      | 7.756e-11         | position
41 | 0 | 1.000e+00 | 1.000e+00      | 4.186e-11         | position
42 | 0 | 1.000e+00 | 1.000e+00      | 6.975e-11         | position
43 | 0 | 1.000e+00 | 1.000e+00      | 1.061e-10         | position
44 | 0 | 1.000e+00 | 1.000e+00      | 1.026e-11         | position
45 | 0 | 1.000e+00 | 1.000e+00      | 2.181e-11         | position
46 | 0 | 1.000e+00 | 1.000e+00      | 1.020e-10         | position
47 | 0 | 1.000e+00 | 1.000e+00      | 9.969e-11         | position
48 | 0 | 1.000e+00 | 1.000e+00      | 6.431e-11         | position
49 | 0 | 1.000e+00 | 1.000e+00      | 2.446e-11         | position
50 | 0 | 1.000e+00 | 1.000e+00      | 3.082e-11         | position

