Renyi - momento alpha=1.200
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
1  | 0 | 1.200e+00 | -2.146e+00   | 9.960e-12         | momentum | False             
2  | 0 | 1.200e+00 | -3.600e+00   | 5.715e-13         | momentum | False             
3  | 0 | 1.200e+00 | -3.150e+00   | 1.274e-10         | momentum | False             
4  | 0 | 1.200e+00 | -3.239e+00   | 9.893e-11         | momentum | False             
5  | 0 | 1.200e+00 | -3.880e+00   | 9.494e-11         | momentum | False             
6  | 0 | 1.200e+00 | -4.417e+00   | 1.054e-10         | momentum | False             
7  | 0 | 1.200e+00 | -4.871e+00   | 1.108e-10         | momentum | False             
8  | 0 | 1.200e+00 | -5.225e+00   | 2.089e-11         | momentum | False             
9  | 0 | 1.200e+00 | -5.553e+00   | 2.279e-11         | momentum | False             
10 | 0 | 1.200e+00 | -5.854e+00   | 6.163e-11         | momentum | False             
11 | 0 | 1.200e+00 | -5.704e+00   | 5.135e-11         | momentum | False             
12 | 0 | 1.200e+00 | -5.589e+00   | 5.131e-11         | momentum | False             
13 | 0 | 1.200e+00 | -5.679e+00   | 7.498e-12         | momentum | False             
14 | 0 | 1.200e+00 | -5.798e+00   | 1.489e-11         | momentum | False             
15 | 0 | 1.200e+00 | -5.923e+00   | 1.615e-11         | momentum | False             
16 | 0 | 1.200e+00 | -6.026e+00   | 3.490e-12         | momentum | False             
17 | 0 | 1.200e+00 | -6.138e+00   | 1.111e-11         | momentum | False             
18 | 0 | 1.200e+00 | -6.252e+00   | 5.942e-12         | momentum | False             
19 | 0 | 1.200e+00 | -6.160e+00   | 9.862e-12         | momentum | False             
20 | 0 | 1.200e+00 | -6.067e+00   | 1.259e-10         | momentum | False             
21 | 0 | 1.200e+00 | -6.232e+00   | 4.207e-11         | momentum | False             
22 | 0 | 1.200e+00 | -6.391e+00   | 4.812e-11         | momentum | False             
23 | 0 | 1.200e+00 | -6.543e+00   | 1.206e-10         | momentum | False             
24 | 0 | 1.200e+00 | -6.892e+00   | 9.739e-11         | momentum | False             
25 | 0 | 1.200e+00 | -6.827e+00   | 1.074e-10         | momentum | False             
26 | 0 | 1.200e+00 | -6.957e+00   | 2.595e-11         | momentum | False             
27 | 0 | 1.200e+00 | -7.083e+00   | 5.043e-11         | momentum | False             
28 | 0 | 1.200e+00 | -7.204e+00   | 9.828e-11         | momentum | False             
29 | 0 | 1.200e+00 | -7.476e+00   | 9.265e-11         | momentum | False             
30 | 0 | 1.200e+00 | -7.433e+00   | 2.114e-12         | momentum | False             
31 | 0 | 1.200e+00 | -7.451e+00   | 1.750e-11         | momentum | False             
32 | 0 | 1.200e+00 | -7.482e+00   | 3.000e-11         | momentum | False             
33 | 0 | 1.200e+00 | -7.516e+00   | 5.039e-11         | momentum | False             
34 | 0 | 1.200e+00 | -7.540e+00   | 2.805e-11         | momentum | False             
35 | 0 | 1.200e+00 | -7.570e+00   | 1.663e-12         | momentum | False             
36 | 0 | 1.200e+00 | -7.603e+00   | 2.184e-11         | momentum | False             
37 | 0 | 1.200e+00 | -7.525e+00   | 3.445e-11         | momentum | False             
38 | 0 | 1.200e+00 | -7.441e+00   | 4.713e-11         | momentum | False             
39 | 0 | 1.200e+00 | -7.506e+00   | 4.022e-11         | momentum | False             
40 | 0 | 1.200e+00 | -7.570e+00   | 1.526e-11         | momentum | False             
41 | 0 | 1.200e+00 | -7.751e+00   | 5.799e-12         | momentum | False             
42 | 0 | 1.200e+00 | -7.812e+00   | 8.031e-12         | momentum | False             
43 | 0 | 1.200e+00 | -7.758e+00   | 5.085e-11         | momentum | False             
44 | 0 | 1.200e+00 | -7.919e+00   | 4.644e-12         | momentum | False             
45 | 0 | 1.200e+00 | -7.972e+00   | 1.082e-10         | momentum | False             
46 | 0 | 1.200e+00 | -8.082e+00   | 2.426e-12         | momentum | False             
47 | 0 | 1.200e+00 | -8.079e+00   | 3.290e-12         | momentum | False             
48 | 0 | 1.200e+00 | -8.045e+00   | 3.487e-12         | momentum | False             
49 | 0 | 1.200e+00 | -8.048e+00   | 3.292e-12         | momentum | False             
50 | 0 | 1.200e+00 | -8.059e+00   | 7.887e-12         | momentum | False             

