EntropicMoment - momento q=2.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 2.500e+00 | 1.274e-01      | 1.359e-10         | momentum
2  | 0 | 2.500e+00 | 1.638e-02      | 1.551e-11         | momentum
3  | 0 | 2.500e+00 | 3.615e-01      | 3.692e-11         | momentum
4  | 0 | 2.500e+00 | 1.891e-01      | 3.518e-11         | momentum
5  | 0 | 2.500e+00 | 4.416e-02      | 8.089e-11         | momentum
6  | 0 | 2.500e+00 | 1.467e-02      | 5.851e-11         | momentum
7  | 0 | 2.500e+00 | 6.054e-03      | 2.648e-11         | momentum
8  | 0 | 2.500e+00 | 3.111e-03      | 1.574e-11         | momentum
9  | 0 | 2.500e+00 | 1.723e-03      | 8.751e-11         | momentum
10 | 0 | 2.500e+00 | 1.014e-03      | 4.849e-12         | momentum
11 | 0 | 2.500e+00 | 1.982e-02      | 3.448e-12         | momentum
12 | 0 | 2.500e+00 | 2.718e-02      | 4.191e-12         | momentum
13 | 0 | 2.500e+00 | 1.402e-02      | 5.554e-11         | momentum
14 | 0 | 2.500e+00 | 8.047e-03      | 1.176e-10         | momentum
15 | 0 | 2.500e+00 | 5.015e-03      | 8.889e-11         | momentum
16 | 0 | 2.500e+00 | 3.549e-03      | 3.831e-11         | momentum
17 | 0 | 2.500e+00 | 2.537e-03      | 2.430e-11         | momentum
18 | 0 | 2.500e+00 | 1.844e-03      | 9.176e-11         | momentum
19 | 0 | 2.500e+00 | 1.312e-02      | 1.344e-12         | momentum
20 | 0 | 2.500e+00 | 2.153e-02      | 4.369e-12         | momentum
21 | 0 | 2.500e+00 | 1.468e-02      | 1.117e-10         | momentum
22 | 0 | 2.500e+00 | 1.080e-02      | 5.317e-11         | momentum
23 | 0 | 2.500e+00 | 8.175e-03      | 2.621e-12         | momentum
24 | 0 | 2.500e+00 | 1.761e-03      | 9.048e-12         | momentum
25 | 0 | 2.500e+00 | 5.007e-03      | 2.823e-11         | momentum
26 | 0 | 2.500e+00 | 3.901e-03      | 1.274e-11         | momentum
27 | 0 | 2.500e+00 | 3.109e-03      | 7.523e-11         | momentum
28 | 0 | 2.500e+00 | 2.510e-03      | 5.226e-11         | momentum
29 | 0 | 2.500e+00 | 7.238e-04      | 6.264e-11         | momentum
30 | 0 | 2.500e+00 | 1.698e-03      | 4.215e-11         | momentum
31 | 0 | 2.500e+00 | 1.396e-03      | 1.681e-11         | momentum
32 | 0 | 2.500e+00 | 1.113e-03      | 1.272e-10         | momentum
33 | 0 | 2.500e+00 | 9.047e-04      | 6.556e-11         | momentum
34 | 0 | 2.500e+00 | 8.028e-04      | 2.507e-11         | momentum
35 | 0 | 2.500e+00 | 6.984e-04      | 3.626e-11         | momentum
36 | 0 | 2.500e+00 | 6.038e-04      | 3.277e-11         | momentum
37 | 0 | 2.500e+00 | 3.482e-03      | 1.361e-10         | momentum
38 | 0 | 2.500e+00 | 6.356e-03      | 1.205e-11         | momentum
39 | 0 | 2.500e+00 | 4.377e-03      | 1.112e-10         | momentum
40 | 0 | 2.500e+00 | 3.358e-03      | 1.124e-11         | momentum
41 | 0 | 2.500e+00 | 7.672e-04      | 1.205e-10         | momentum
42 | 0 | 2.500e+00 | 6.253e-04      | 1.189e-10         | momentum
43 | 0 | 2.500e+00 | 1.841e-03      | 6.206e-11         | momentum
44 | 0 | 2.500e+00 | 4.899e-04      | 7.686e-11         | momentum
45 | 0 | 2.500e+00 | 4.418e-04      | 7.974e-11         | momentum
46 | 0 | 2.500e+00 | 1.309e-04      | 1.073e-11         | momentum
47 | 0 | 2.500e+00 | 3.676e-04      | 1.362e-10         | momentum
48 | 0 | 2.500e+00 | 8.367e-04      | 7.770e-11         | momentum
49 | 0 | 2.500e+00 | 7.464e-04      | 1.342e-10         | momentum
50 | 0 | 2.500e+00 | 6.527e-04      | 7.585e-11         | momentum

