EntropicMoment - momento q=1.750
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 1.750e+00 | 2.803e-01      | 9.321e-11         | momentum
2  | 0 | 1.750e+00 | 9.814e-02      | 1.399e-11         | momentum
3  | 0 | 1.750e+00 | 3.114e-01      | 3.861e-11         | momentum
4  | 0 | 1.750e+00 | 2.591e-01      | 6.014e-11         | momentum
5  | 0 | 1.750e+00 | 1.337e-01      | 3.274e-12         | momentum
6  | 0 | 1.750e+00 | 8.023e-02      | 4.217e-11         | momentum
7  | 0 | 1.750e+00 | 5.303e-02      | 1.447e-10         | momentum
8  | 0 | 1.750e+00 | 3.882e-02      | 2.189e-11         | momentum
9  | 0 | 1.750e+00 | 2.930e-02      | 9.967e-13         | momentum
10 | 0 | 1.750e+00 | 2.272e-02      | 1.671e-11         | momentum
11 | 0 | 1.750e+00 | 4.933e-02      | 6.582e-11         | momentum
12 | 0 | 1.750e+00 | 6.454e-02      | 1.069e-12         | momentum
13 | 0 | 1.750e+00 | 5.358e-02      | 3.232e-12         | momentum
14 | 0 | 1.750e+00 | 4.451e-02      | 1.123e-11         | momentum
15 | 0 | 1.750e+00 | 3.753e-02      | 5.043e-11         | momentum
16 | 0 | 1.750e+00 | 3.306e-02      | 3.613e-11         | momentum
17 | 0 | 1.750e+00 | 2.902e-02      | 1.417e-11         | momentum
18 | 0 | 1.750e+00 | 2.552e-02      | 3.779e-11         | momentum
19 | 0 | 1.750e+00 | 3.973e-02      | 9.466e-11         | momentum
20 | 0 | 1.750e+00 | 5.152e-02      | 8.384e-11         | momentum
21 | 0 | 1.750e+00 | 4.269e-02      | 1.224e-13         | momentum
22 | 0 | 1.750e+00 | 3.634e-02      | 7.540e-13         | momentum
23 | 0 | 1.750e+00 | 3.134e-02      | 7.876e-11         | momentum
24 | 0 | 1.750e+00 | 1.687e-02      | 6.121e-11         | momentum
25 | 0 | 1.750e+00 | 2.401e-02      | 7.785e-11         | momentum
26 | 0 | 1.750e+00 | 2.112e-02      | 7.328e-11         | momentum
27 | 0 | 1.750e+00 | 1.874e-02      | 7.636e-11         | momentum
28 | 0 | 1.750e+00 | 1.673e-02      | 2.170e-11         | momentum
29 | 0 | 1.750e+00 | 1.011e-02      | 1.093e-11         | momentum
30 | 0 | 1.750e+00 | 1.357e-02      | 1.151e-10         | momentum
31 | 0 | 1.750e+00 | 1.365e-02      | 5.701e-11         | momentum
32 | 0 | 1.750e+00 | 1.320e-02      | 4.156e-11         | momentum
33 | 0 | 1.750e+00 | 1.266e-02      | 3.503e-12         | momentum
34 | 0 | 1.750e+00 | 1.244e-02      | 2.355e-11         | momentum
35 | 0 | 1.750e+00 | 1.205e-02      | 1.080e-11         | momentum
36 | 0 | 1.750e+00 | 1.159e-02      | 2.291e-11         | momentum
37 | 0 | 1.750e+00 | 1.706e-02      | 5.532e-12         | momentum
38 | 0 | 1.750e+00 | 2.246e-02      | 5.330e-12         | momentum
39 | 0 | 1.750e+00 | 1.954e-02      | 5.940e-12         | momentum
40 | 0 | 1.750e+00 | 1.753e-02      | 7.945e-12         | momentum
41 | 0 | 1.750e+00 | 1.097e-02      | 6.570e-11         | momentum
42 | 0 | 1.750e+00 | 1.012e-02      | 4.954e-11         | momentum
43 | 0 | 1.750e+00 | 1.345e-02      | 4.851e-11         | momentum
44 | 0 | 1.750e+00 | 8.964e-03      | 8.001e-11         | momentum
45 | 0 | 1.750e+00 | 8.465e-03      | 6.043e-11         | momentum
46 | 0 | 1.750e+00 | 6.590e-03      | 1.208e-11         | momentum
47 | 0 | 1.750e+00 | 7.588e-03      | 1.270e-10         | momentum
48 | 0 | 1.750e+00 | 9.413e-03      | 4.688e-13         | momentum
49 | 0 | 1.750e+00 | 9.590e-03      | 3.932e-11         | momentum
50 | 0 | 1.750e+00 | 9.533e-03      | 4.111e-11         | momentum

