EntropicMoment - momento (2e) q=2.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 2.500e+00 | 2.684e-04      | 2.511e-08         | momentum
3  | 0 | 2.500e+00 | 1.145e-03      | 1.375e-06         | momentum
4  | 0 | 2.500e+00 | 1.311e-02      | 1.288e-06         | momentum
5  | 0 | 2.500e+00 | 1.045e-03      | 1.483e-06         | momentum
6  | 0 | 2.500e+00 | 1.397e-04      | 1.092e-07         | momentum
7  | 0 | 2.500e+00 | 2.675e-05      | 3.205e-07         | momentum
8  | 0 | 2.500e+00 | 7.762e-06      | 9.327e-09         | momentum
9  | 0 | 2.500e+00 | 2.513e-06      | 3.745e-09         | momentum
10 | 0 | 2.500e+00 | 9.011e-07      | 1.190e-07         | momentum
11 | 0 | 2.500e+00 | 1.707e-05      | 4.693e-07         | momentum
12 | 0 | 2.500e+00 | 1.736e-04      | 1.436e-06         | momentum
13 | 0 | 2.500e+00 | 8.387e-05      | 1.409e-06         | momentum
14 | 0 | 2.500e+00 | 3.596e-05      | 9.690e-07         | momentum
15 | 0 | 2.500e+00 | 1.625e-05      | 1.190e-07         | momentum
16 | 0 | 2.500e+00 | 9.037e-06      | 3.991e-08         | momentum
17 | 0 | 2.500e+00 | 4.942e-06      | 7.401e-09         | momentum
18 | 0 | 2.500e+00 | 2.737e-06      | 8.440e-10         | momentum
19 | 0 | 2.500e+00 | 2.345e-05      | 1.456e-06         | momentum
20 | 0 | 2.500e+00 | 1.145e-04      | 1.391e-06         | momentum
21 | 0 | 2.500e+00 | 5.413e-05      | 1.472e-06         | momentum
22 | 0 | 2.500e+00 | 2.931e-05      | 1.451e-06         | momentum
23 | 0 | 2.500e+00 | 1.676e-05      | 1.405e-06         | momentum
24 | 0 | 2.500e+00 | 8.240e-07      | 5.798e-08         | momentum
25 | 0 | 2.500e+00 | 6.232e-06      | 1.323e-06         | momentum
26 | 0 | 2.500e+00 | 3.804e-06      | 6.883e-07         | momentum
27 | 0 | 2.500e+00 | 2.420e-06      | 4.142e-07         | momentum
28 | 0 | 2.500e+00 | 1.579e-06      | 2.208e-07         | momentum
29 | 0 | 2.500e+00 | 1.190e-07      | 3.062e-08         | momentum
30 | 0 | 2.500e+00 | 7.214e-07      | 7.418e-09         | momentum
31 | 0 | 2.500e+00 | 8.097e-07      | 6.362e-08         | momentum
32 | 0 | 2.500e+00 | 6.546e-07      | 7.191e-08         | momentum
33 | 0 | 2.500e+00 | 5.004e-07      | 4.250e-08         | momentum
34 | 0 | 2.500e+00 | 4.358e-07      | 2.874e-08         | momentum
35 | 0 | 2.500e+00 | 3.532e-07      | 4.289e-09         | momentum
36 | 0 | 2.500e+00 | 2.774e-07      | 1.114e-09         | momentum
37 | 0 | 2.500e+00 | 2.241e-06      | 1.288e-06         | momentum
38 | 0 | 2.500e+00 | 1.028e-05      | 1.366e-06         | momentum
39 | 0 | 2.500e+00 | 5.275e-06      | 1.193e-06         | momentum
40 | 0 | 2.500e+00 | 3.217e-06      | 7.306e-07         | momentum
41 | 0 | 2.500e+00 | 2.759e-07      | 2.021e-08         | momentum
42 | 0 | 2.500e+00 | 1.897e-07      | 2.511e-08         | momentum
43 | 0 | 2.500e+00 | 1.014e-06      | 3.919e-07         | momentum
44 | 0 | 2.500e+00 | 1.133e-07      | 3.454e-08         | momentum
45 | 0 | 2.500e+00 | 8.948e-08      | 3.364e-08         | momentum
46 | 0 | 2.500e+00 | 1.563e-08      | 1.683e-09         | momentum
47 | 0 | 2.500e+00 | 5.770e-08      | 4.981e-09         | momentum
48 | 0 | 2.500e+00 | 2.210e-07      | 3.412e-08         | momentum
49 | 0 | 2.500e+00 | 2.510e-07      | 1.096e-07         | momentum
50 | 0 | 2.500e+00 | 2.341e-07      | 5.814e-08         | momentum

