Renyi - momento (2e) alpha=1.800
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
2  | 0 | 1.800e+00 | -6.127e+00   | 3.311e-07         | momentum | True              
3  | 0 | 1.800e+00 | -5.245e+00   | 1.294e-06         | momentum | True              
4  | 0 | 1.800e+00 | -4.276e+00   | 1.484e-06         | momentum | True              
5  | 0 | 1.800e+00 | -5.694e+00   | 1.423e-06         | momentum | True              
6  | 0 | 1.800e+00 | -6.908e+00   | 1.438e-06         | momentum | True              
7  | 0 | 1.800e+00 | -7.933e+00   | 6.128e-07         | momentum | True              
8  | 0 | 1.800e+00 | -8.711e+00   | 1.072e-06         | momentum | True              
9  | 0 | 1.800e+00 | -9.430e+00   | 1.301e-06         | momentum | True              
10 | 0 | 1.800e+00 | -1.009e+01   | 1.588e-07         | momentum | True              
11 | 0 | 1.800e+00 | -8.755e+00   | 1.456e-06         | momentum | True              
12 | 0 | 1.800e+00 | -7.919e+00   | 1.209e-06         | momentum | True              
13 | 0 | 1.800e+00 | -8.136e+00   | 1.483e-06         | momentum | True              
14 | 0 | 1.800e+00 | -8.495e+00   | 1.378e-06         | momentum | True              
15 | 0 | 1.800e+00 | -8.872e+00   | 1.181e-06         | momentum | True              
16 | 0 | 1.800e+00 | -9.160e+00   | 1.352e-06         | momentum | True              
17 | 0 | 1.800e+00 | -9.474e+00   | 1.262e-06         | momentum | True              
18 | 0 | 1.800e+00 | -9.794e+00   | 1.325e-06         | momentum | True              
19 | 0 | 1.800e+00 | -8.894e+00   | 1.391e-06         | momentum | True              
20 | 0 | 1.800e+00 | -8.278e+00   | 1.331e-06         | momentum | True              
21 | 0 | 1.800e+00 | -8.740e+00   | 1.459e-06         | momentum | True              
22 | 0 | 1.800e+00 | -9.148e+00   | 1.347e-06         | momentum | True              
23 | 0 | 1.800e+00 | -9.526e+00   | 1.161e-06         | momentum | True              
24 | 0 | 1.800e+00 | -1.096e+01   | 9.610e-07         | momentum | True              
25 | 0 | 1.800e+00 | -1.021e+01   | 1.267e-06         | momentum | True              
26 | 0 | 1.800e+00 | -1.053e+01   | 1.314e-06         | momentum | True              
27 | 0 | 1.800e+00 | -1.084e+01   | 1.313e-06         | momentum | True              
28 | 0 | 1.800e+00 | -1.113e+01   | 1.386e-06         | momentum | True              
29 | 0 | 1.800e+00 | -1.231e+01   | 1.128e-06         | momentum | True              
30 | 0 | 1.800e+00 | -1.167e+01   | 8.017e-07         | momentum | True              
31 | 0 | 1.800e+00 | -1.158e+01   | 1.476e-06         | momentum | True              
32 | 0 | 1.800e+00 | -1.161e+01   | 1.205e-06         | momentum | True              
33 | 0 | 1.800e+00 | -1.169e+01   | 1.419e-06         | momentum | True              
34 | 0 | 1.800e+00 | -1.170e+01   | 1.132e-06         | momentum | True              
35 | 0 | 1.800e+00 | -1.177e+01   | 1.463e-06         | momentum | True              
36 | 0 | 1.800e+00 | -1.186e+01   | 1.188e-06         | momentum | True              
37 | 0 | 1.800e+00 | -1.099e+01   | 1.478e-06         | momentum | True              
38 | 0 | 1.800e+00 | -1.035e+01   | 1.278e-06         | momentum | True              
39 | 0 | 1.800e+00 | -1.066e+01   | 1.454e-06         | momentum | True              
40 | 0 | 1.800e+00 | -1.092e+01   | 1.485e-06         | momentum | True              
41 | 0 | 1.800e+00 | -1.200e+01   | 1.049e-06         | momentum | True              
42 | 0 | 1.800e+00 | -1.221e+01   | 1.335e-06         | momentum | True              
43 | 0 | 1.800e+00 | -1.157e+01   | 1.221e-06         | momentum | True              
44 | 0 | 1.800e+00 | -1.252e+01   | 1.144e-06         | momentum | True              
45 | 0 | 1.800e+00 | -1.267e+01   | 1.165e-06         | momentum | True              
46 | 0 | 1.800e+00 | -1.331e+01   | 1.397e-06         | momentum | True              
47 | 0 | 1.800e+00 | -1.296e+01   | 1.317e-06         | momentum | True              
48 | 0 | 1.800e+00 | -1.247e+01   | 1.474e-06         | momentum | True              
49 | 0 | 1.800e+00 | -1.240e+01   | 8.384e-07         | momentum | True              
50 | 0 | 1.800e+00 | -1.239e+01   | 1.429e-06         | momentum | True              

