EntropicMoment - momento (2e) q=2.750
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 2.750e+00 | 9.011e-05      | 2.572e-08         | momentum
3  | 0 | 2.750e+00 | 4.955e-04      | 1.487e-06         | momentum
4  | 0 | 2.750e+00 | 1.054e-02      | 1.358e-06         | momentum
5  | 0 | 2.750e+00 | 5.032e-04      | 1.467e-06         | momentum
6  | 0 | 2.750e+00 | 4.614e-05      | 6.489e-08         | momentum
7  | 0 | 2.750e+00 | 6.541e-06      | 6.975e-09         | momentum
8  | 0 | 2.750e+00 | 1.521e-06      | 4.941e-10         | momentum
9  | 0 | 2.750e+00 | 4.040e-07      | 1.478e-09         | momentum
10 | 0 | 2.750e+00 | 1.212e-07      | 3.895e-11         | momentum
11 | 0 | 2.750e+00 | 4.617e-06      | 5.081e-07         | momentum
12 | 0 | 2.750e+00 | 9.569e-05      | 1.006e-06         | momentum
13 | 0 | 2.750e+00 | 3.508e-05      | 1.395e-06         | momentum
14 | 0 | 2.750e+00 | 1.196e-05      | 6.359e-07         | momentum
15 | 0 | 2.750e+00 | 4.462e-06      | 2.181e-08         | momentum
16 | 0 | 2.750e+00 | 2.161e-06      | 1.250e-08         | momentum
17 | 0 | 2.750e+00 | 1.035e-06      | 1.574e-09         | momentum
18 | 0 | 2.750e+00 | 5.061e-07      | 4.913e-07         | momentum
19 | 0 | 2.750e+00 | 7.598e-06      | 1.194e-06         | momentum
20 | 0 | 2.750e+00 | 6.295e-05      | 1.118e-06         | momentum
21 | 0 | 2.750e+00 | 2.627e-05      | 1.219e-06         | momentum
22 | 0 | 2.750e+00 | 1.297e-05      | 1.063e-06         | momentum
23 | 0 | 2.750e+00 | 6.840e-06      | 1.276e-06         | momentum
24 | 0 | 2.750e+00 | 1.513e-07      | 2.363e-08         | momentum
25 | 0 | 2.750e+00 | 2.214e-06      | 9.129e-07         | momentum
26 | 0 | 2.750e+00 | 1.252e-06      | 3.942e-07         | momentum
27 | 0 | 2.750e+00 | 7.451e-07      | 1.957e-07         | momentum
28 | 0 | 2.750e+00 | 4.568e-07      | 1.012e-07         | momentum
29 | 0 | 2.750e+00 | 1.637e-08      | 6.629e-09         | momentum
30 | 0 | 2.750e+00 | 1.867e-07      | 1.928e-08         | momentum
31 | 0 | 2.750e+00 | 1.949e-07      | 2.120e-08         | momentum
32 | 0 | 2.750e+00 | 1.400e-07      | 1.368e-08         | momentum
33 | 0 | 2.750e+00 | 9.598e-08      | 1.247e-07         | momentum
34 | 0 | 2.750e+00 | 7.809e-08      | 4.075e-09         | momentum
35 | 0 | 2.750e+00 | 5.876e-08      | 1.007e-09         | momentum
36 | 0 | 2.750e+00 | 4.284e-08      | 3.892e-11         | momentum
37 | 0 | 2.750e+00 | 5.966e-07      | 2.913e-07         | momentum
38 | 0 | 2.750e+00 | 4.421e-06      | 1.234e-06         | momentum
39 | 0 | 2.750e+00 | 1.947e-06      | 1.355e-06         | momentum
40 | 0 | 2.750e+00 | 1.076e-06      | 2.224e-07         | momentum
41 | 0 | 2.750e+00 | 4.711e-08      | 3.482e-08         | momentum
42 | 0 | 2.750e+00 | 3.017e-08      | 3.205e-09         | momentum
43 | 0 | 2.750e+00 | 2.756e-07      | 9.024e-08         | momentum
44 | 0 | 2.750e+00 | 1.654e-08      | 3.014e-09         | momentum
45 | 0 | 2.750e+00 | 1.260e-08      | 4.870e-09         | momentum
46 | 0 | 2.750e+00 | 1.256e-09      | 1.660e-10         | momentum
47 | 0 | 2.750e+00 | 7.605e-09      | 2.985e-09         | momentum
48 | 0 | 2.750e+00 | 4.612e-08      | 9.761e-09         | momentum
49 | 0 | 2.750e+00 | 5.162e-08      | 3.637e-08         | momentum
50 | 0 | 2.750e+00 | 4.490e-08      | 8.094e-09         | momentum

