EntropicMoment - momento (2e) q=0.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 5.000e-01 | 4.460e+02      | 8.883e-05         | momentum
3  | 0 | 5.000e-01 | 1.029e+03      | 3.564e-04         | momentum
4  | 0 | 5.000e-01 | 1.921e+03      | 1.357e-03         | momentum
5  | 0 | 5.000e-01 | 3.184e+03      | 4.564e-04         | momentum
6  | 0 | 5.000e-01 | 4.835e+03      | 4.882e-03         | momentum
7  | 0 | 5.000e-01 | 6.901e+03      | 1.283e-05         | momentum
8  | 0 | 5.000e-01 | 9.391e+03      | 1.445e-04         | momentum
9  | 0 | 5.000e-01 | 1.235e+04      | 4.244e-04         | momentum
10 | 0 | 5.000e-01 | 1.581e+04      | 3.325e-03         | momentum
11 | 0 | 5.000e-01 | 1.973e+04      | 1.380e-03         | momentum
12 | 0 | 5.000e-01 | 2.413e+04      | 5.450e-03         | momentum
13 | 0 | 5.000e-01 | 2.906e+04      | 2.420e-02         | momentum
14 | 0 | 5.000e-01 | 3.450e+04      | 1.227e-03         | momentum
15 | 0 | 5.000e-01 | 4.048e+04      | 1.204e-03         | momentum
16 | 0 | 5.000e-01 | 4.699e+04      | 1.472e-03         | momentum
17 | 0 | 5.000e-01 | 5.406e+04      | 3.507e-03         | momentum
18 | 0 | 5.000e-01 | 6.169e+04      | 4.083e-02         | momentum
19 | 0 | 5.000e-01 | 6.987e+04      | 1.546e-03         | momentum
20 | 0 | 5.000e-01 | 7.860e+04      | 7.736e-03         | momentum
21 | 0 | 5.000e-01 | 8.794e+04      | 1.364e-03         | momentum
22 | 0 | 5.000e-01 | 9.788e+04      | 6.472e-02         | momentum
23 | 0 | 5.000e-01 | 1.084e+05      | 6.063e-03         | momentum
24 | 0 | 5.000e-01 | 1.196e+05      | 4.763e-03         | momentum
25 | 0 | 5.000e-01 | 1.313e+05      | 2.968e-03         | momentum
26 | 0 | 5.000e-01 | 1.437e+05      | 6.847e-03         | momentum
27 | 0 | 5.000e-01 | 1.567e+05      | 1.755e-03         | momentum
28 | 0 | 5.000e-01 | 1.704e+05      | 2.518e-03         | momentum
29 | 0 | 5.000e-01 | 1.847e+05      | 7.484e-03         | momentum
30 | 0 | 5.000e-01 | 1.997e+05      | 1.902e-02         | momentum
31 | 0 | 5.000e-01 | 2.153e+05      | 5.816e-02         | momentum
32 | 0 | 5.000e-01 | 2.316e+05      | 7.280e-02         | momentum
33 | 0 | 5.000e-01 | 2.485e+05      | 1.151e-03         | momentum
34 | 0 | 5.000e-01 | 2.661e+05      | 5.156e-03         | momentum
35 | 0 | 5.000e-01 | 2.844e+05      | 2.892e-02         | momentum
36 | 0 | 5.000e-01 | 3.034e+05      | 2.917e-02         | momentum
37 | 0 | 5.000e-01 | 3.230e+05      | 4.937e-02         | momentum
38 | 0 | 5.000e-01 | 3.433e+05      | 1.124e-01         | momentum
39 | 0 | 5.000e-01 | 3.643e+05      | 1.566e-01         | momentum
40 | 0 | 5.000e-01 | 3.861e+05      | 2.398e-01         | momentum
41 | 0 | 5.000e-01 | 4.085e+05      | 3.546e-01         | momentum
42 | 0 | 5.000e-01 | 4.317e+05      | 4.364e-01         | momentum
43 | 0 | 5.000e-01 | 4.555e+05      | 4.087e-03         | momentum
44 | 0 | 5.000e-01 | 4.801e+05      | 7.457e-03         | momentum
45 | 0 | 5.000e-01 | 5.053e+05      | 4.156e-01         | momentum
46 | 0 | 5.000e-01 | 5.313e+05      | 2.968e-01         | momentum
47 | 0 | 5.000e-01 | 5.580e+05      | 1.203e-01         | momentum
48 | 0 | 5.000e-01 | 5.855e+05      | 4.679e-01         | momentum
49 | 0 | 5.000e-01 | 6.136e+05      | 2.689e-01         | momentum
50 | 0 | 5.000e-01 | 6.425e+05      | 2.588e-02         | momentum

