EntropicMoment - posicion (2e) q=0.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 5.000e-01 | 5.455e+01      | 1.305e-06         | position
3  | 0 | 5.000e-01 | 1.855e+02      | 9.080e-05         | position
4  | 0 | 5.000e-01 | 3.483e+02      | 1.751e-04         | position
5  | 0 | 5.000e-01 | 2.352e+02      | 1.003e-04         | position
6  | 0 | 5.000e-01 | 1.475e+02      | 1.883e-04         | position
7  | 0 | 5.000e-01 | 9.636e+01      | 5.873e-06         | position
8  | 0 | 5.000e-01 | 7.261e+01      | 1.428e-06         | position
9  | 0 | 5.000e-01 | 5.430e+01      | 1.437e-06         | position
10 | 0 | 5.000e-01 | 4.097e+01      | 1.019e-05         | position
11 | 0 | 5.000e-01 | 1.521e+02      | 7.887e-05         | position
12 | 0 | 5.000e-01 | 2.312e+02      | 7.748e-05         | position
13 | 0 | 5.000e-01 | 2.446e+02      | 1.300e-04         | position
14 | 0 | 5.000e-01 | 1.942e+02      | 1.647e-04         | position
15 | 0 | 5.000e-01 | 1.490e+02      | 1.256e-05         | position
16 | 0 | 5.000e-01 | 1.253e+02      | 2.879e-05         | position
17 | 0 | 5.000e-01 | 1.024e+02      | 2.210e-05         | position
18 | 0 | 5.000e-01 | 8.332e+01      | 1.537e-05         | position
19 | 0 | 5.000e-01 | 2.466e+02      | 1.623e-05         | position
20 | 0 | 5.000e-01 | 3.250e+02      | 5.574e-05         | position
21 | 0 | 5.000e-01 | 2.781e+02      | 2.082e-04         | position
22 | 0 | 5.000e-01 | 2.415e+02      | 6.181e-05         | position
23 | 0 | 5.000e-01 | 2.118e+02      | 4.368e-05         | position
24 | 0 | 5.000e-01 | 1.397e+02      | 2.290e-05         | position
25 | 0 | 5.000e-01 | 1.668e+02      | 1.430e-04         | position
26 | 0 | 5.000e-01 | 1.485e+02      | 3.122e-05         | position
27 | 0 | 5.000e-01 | 1.333e+02      | 1.733e-05         | position
28 | 0 | 5.000e-01 | 1.202e+02      | 1.756e-04         | position
29 | 0 | 5.000e-01 | 8.894e+01      | 1.206e-05         | position
30 | 0 | 5.000e-01 | 9.914e+01      | 7.418e-05         | position
31 | 0 | 5.000e-01 | 1.245e+02      | 3.730e-05         | position
32 | 0 | 5.000e-01 | 1.127e+02      | 6.359e-05         | position
33 | 0 | 5.000e-01 | 9.665e+01      | 9.829e-05         | position
34 | 0 | 5.000e-01 | 8.935e+01      | 9.440e-05         | position
35 | 0 | 5.000e-01 | 7.976e+01      | 6.404e-05         | position
36 | 0 | 5.000e-01 | 7.032e+01      | 3.886e-05         | position
37 | 0 | 5.000e-01 | 1.942e+02      | 3.502e-05         | position
38 | 0 | 5.000e-01 | 2.488e+02      | 3.438e-04         | position
39 | 0 | 5.000e-01 | 2.212e+02      | 2.264e-04         | position
40 | 0 | 5.000e-01 | 1.980e+02      | 2.630e-04         | position
41 | 0 | 5.000e-01 | 1.409e+02      | 6.669e-05         | position
42 | 0 | 5.000e-01 | 1.250e+02      | 6.326e-05         | position
43 | 0 | 5.000e-01 | 1.494e+02      | 8.958e-05         | position
44 | 0 | 5.000e-01 | 1.097e+02      | 9.818e-06         | position
45 | 0 | 5.000e-01 | 1.029e+02      | 5.070e-06         | position
46 | 0 | 5.000e-01 | 6.147e+01      | 4.852e-05         | position
47 | 0 | 5.000e-01 | 9.095e+01      | 1.575e-06         | position
48 | 0 | 5.000e-01 | 1.015e+02      | 2.037e-06         | position
49 | 0 | 5.000e-01 | 1.236e+02      | 1.577e-04         | position
50 | 0 | 5.000e-01 | 1.158e+02      | 7.439e-05         | position

