EntropicMoment - momento (2e) q=2.250
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 2.250e+00 | 8.336e-04      | 7.659e-07         | momentum
3  | 0 | 2.250e+00 | 2.745e-03      | 1.428e-06         | momentum
4  | 0 | 2.250e+00 | 1.700e-02      | 1.468e-06         | momentum
5  | 0 | 2.250e+00 | 2.255e-03      | 1.428e-06         | momentum
6  | 0 | 2.250e+00 | 4.388e-04      | 1.853e-07         | momentum
7  | 0 | 2.250e+00 | 1.133e-04      | 6.665e-07         | momentum
8  | 0 | 2.250e+00 | 4.101e-05      | 4.789e-08         | momentum
9  | 0 | 2.250e+00 | 1.619e-05      | 2.516e-09         | momentum
10 | 0 | 2.250e+00 | 6.938e-06      | 7.829e-07         | momentum
11 | 0 | 2.250e+00 | 6.583e-05      | 1.202e-06         | momentum
12 | 0 | 2.250e+00 | 3.422e-04      | 1.487e-06         | momentum
13 | 0 | 2.250e+00 | 2.117e-04      | 1.017e-06         | momentum
14 | 0 | 2.250e+00 | 1.131e-04      | 1.097e-06         | momentum
15 | 0 | 2.250e+00 | 6.162e-05      | 7.089e-07         | momentum
16 | 0 | 2.250e+00 | 3.921e-05      | 1.421e-07         | momentum
17 | 0 | 2.250e+00 | 2.444e-05      | 6.114e-07         | momentum
18 | 0 | 2.250e+00 | 1.531e-05      | 1.670e-07         | momentum
19 | 0 | 2.250e+00 | 7.614e-05      | 1.288e-06         | momentum
20 | 0 | 2.250e+00 | 2.335e-04      | 8.945e-07         | momentum
21 | 0 | 2.250e+00 | 1.259e-04      | 1.376e-06         | momentum
22 | 0 | 2.250e+00 | 7.508e-05      | 1.405e-06         | momentum
23 | 0 | 2.250e+00 | 4.679e-05      | 1.478e-06         | momentum
24 | 0 | 2.250e+00 | 4.799e-06      | 1.736e-07         | momentum
25 | 0 | 2.250e+00 | 2.015e-05      | 1.401e-06         | momentum
26 | 0 | 2.250e+00 | 1.332e-05      | 1.156e-06         | momentum
27 | 0 | 2.250e+00 | 9.096e-06      | 1.087e-06         | momentum
28 | 0 | 2.250e+00 | 6.339e-06      | 3.708e-07         | momentum
29 | 0 | 2.250e+00 | 9.300e-07      | 1.340e-08         | momentum
30 | 0 | 2.250e+00 | 3.260e-06      | 8.855e-07         | momentum
31 | 0 | 2.250e+00 | 3.730e-06      | 6.577e-07         | momentum
32 | 0 | 2.250e+00 | 3.317e-06      | 4.990e-07         | momentum
33 | 0 | 2.250e+00 | 2.792e-06      | 3.489e-07         | momentum
34 | 0 | 2.250e+00 | 2.578e-06      | 9.707e-08         | momentum
35 | 0 | 2.250e+00 | 2.237e-06      | 1.780e-08         | momentum
36 | 0 | 2.250e+00 | 1.884e-06      | 1.041e-07         | momentum
37 | 0 | 2.250e+00 | 8.967e-06      | 1.454e-06         | momentum
38 | 0 | 2.250e+00 | 2.708e-05      | 1.468e-06         | momentum
39 | 0 | 2.250e+00 | 1.622e-05      | 1.208e-06         | momentum
40 | 0 | 2.250e+00 | 1.096e-05      | 1.459e-06         | momentum
41 | 0 | 2.250e+00 | 1.747e-06      | 7.016e-08         | momentum
42 | 0 | 2.250e+00 | 1.292e-06      | 1.443e-06         | momentum
43 | 0 | 2.250e+00 | 4.305e-06      | 1.348e-06         | momentum
44 | 0 | 2.250e+00 | 8.438e-07      | 3.084e-07         | momentum
45 | 0 | 2.250e+00 | 6.926e-07      | 2.027e-07         | momentum
46 | 0 | 2.250e+00 | 2.017e-07      | 1.459e-08         | momentum
47 | 0 | 2.250e+00 | 4.782e-07      | 1.547e-08         | momentum
48 | 0 | 2.250e+00 | 1.238e-06      | 3.255e-07         | momentum
49 | 0 | 2.250e+00 | 1.385e-06      | 6.132e-07         | momentum
50 | 0 | 2.250e+00 | 1.353e-06      | 4.333e-07         | momentum

