EntropicMoment - posicion (2e) q=1.250
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 1.250e+00 | 3.114e-01      | 1.449e-06         | position
3  | 0 | 1.250e+00 | 2.420e-01      | 1.478e-06         | position
4  | 0 | 1.250e+00 | 2.545e-01      | 1.319e-06         | position
5  | 0 | 1.250e+00 | 2.802e-01      | 1.382e-06         | position
6  | 0 | 1.250e+00 | 3.163e-01      | 1.445e-06         | position
7  | 0 | 1.250e+00 | 3.581e-01      | 1.454e-06         | position
8  | 0 | 1.250e+00 | 3.992e-01      | 1.374e-06         | position
9  | 0 | 1.250e+00 | 4.449e-01      | 1.014e-06         | position
10 | 0 | 1.250e+00 | 4.943e-01      | 1.231e-06         | position
11 | 0 | 1.250e+00 | 4.968e-01      | 1.539e-06         | position
12 | 0 | 1.250e+00 | 5.045e-01      | 1.320e-06         | position
13 | 0 | 1.250e+00 | 5.114e-01      | 1.436e-06         | position
14 | 0 | 1.250e+00 | 5.221e-01      | 1.475e-06         | position
15 | 0 | 1.250e+00 | 5.354e-01      | 1.453e-06         | position
16 | 0 | 1.250e+00 | 5.492e-01      | 1.900e-06         | position
17 | 0 | 1.250e+00 | 5.650e-01      | 1.451e-06         | position
18 | 0 | 1.250e+00 | 5.826e-01      | 1.431e-06         | position
19 | 0 | 1.250e+00 | 5.832e-01      | 1.432e-06         | position
20 | 0 | 1.250e+00 | 5.859e-01      | 1.616e-06         | position
21 | 0 | 1.250e+00 | 5.992e-01      | 1.754e-06         | position
22 | 0 | 1.250e+00 | 6.151e-01      | 1.480e-06         | position
23 | 0 | 1.250e+00 | 6.323e-01      | 1.366e-06         | position
24 | 0 | 1.250e+00 | 6.596e-01      | 1.426e-06         | position
25 | 0 | 1.250e+00 | 6.700e-01      | 2.861e-06         | position
26 | 0 | 1.250e+00 | 6.890e-01      | 2.164e-06         | position
27 | 0 | 1.250e+00 | 7.091e-01      | 2.917e-06         | position
28 | 0 | 1.250e+00 | 7.300e-01      | 2.808e-06         | position
29 | 0 | 1.250e+00 | 7.608e-01      | 1.425e-06         | position
30 | 0 | 1.250e+00 | 7.740e-01      | 2.003e-06         | position
31 | 0 | 1.250e+00 | 7.842e-01      | 2.760e-06         | position
32 | 0 | 1.250e+00 | 7.947e-01      | 2.522e-06         | position
33 | 0 | 1.250e+00 | 8.054e-01      | 1.488e-06         | position
34 | 0 | 1.250e+00 | 8.156e-01      | 1.393e-06         | position
35 | 0 | 1.250e+00 | 8.262e-01      | 2.830e-06         | position
36 | 0 | 1.250e+00 | 8.372e-01      | 1.478e-06         | position
37 | 0 | 1.250e+00 | 8.404e-01      | 1.472e-06         | position
38 | 0 | 1.250e+00 | 8.441e-01      | 1.474e-06         | position
39 | 0 | 1.250e+00 | 8.512e-01      | 1.369e-06         | position
40 | 0 | 1.250e+00 | 8.595e-01      | 1.399e-06         | position
41 | 0 | 1.250e+00 | 8.721e-01      | 1.475e-06         | position
42 | 0 | 1.250e+00 | 8.822e-01      | 4.661e-06         | position
43 | 0 | 1.250e+00 | 8.882e-01      | 1.452e-06         | position
44 | 0 | 1.250e+00 | 9.025e-01      | 1.408e-06         | position
45 | 0 | 1.250e+00 | 9.134e-01      | 1.469e-06         | position
46 | 0 | 1.250e+00 | 9.292e-01      | 3.641e-06         | position
47 | 0 | 1.250e+00 | 9.363e-01      | 1.490e-06         | position
48 | 0 | 1.250e+00 | 9.430e-01      | 1.474e-06         | position
49 | 0 | 1.250e+00 | 9.484e-01      | 1.515e-06         | position
50 | 0 | 1.250e+00 | 9.541e-01      | 1.779e-06         | position

