Renyi - momento alpha=0.400
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
1  | 0 | 4.000e-01 | -6.664e+00   | 3.161e-09         | momentum | False             
2  | 0 | 4.000e-01 | -8.503e+00   | 2.029e-09         | momentum | False             
3  | 0 | 4.000e-01 | -9.540e+00   | 7.682e-10         | momentum | False             
4  | 0 | 4.000e-01 | -1.027e+01   | 7.812e-10         | momentum | False             
5  | 0 | 4.000e-01 | -1.082e+01   | 5.124e-10         | momentum | False             
6  | 0 | 4.000e-01 | -1.127e+01   | 1.272e-09         | momentum | False             
7  | 0 | 4.000e-01 | -1.164e+01   | 3.001e-09         | momentum | False             
8  | 0 | 4.000e-01 | -1.196e+01   | 3.728e-08         | momentum | False             
9  | 0 | 4.000e-01 | -1.225e+01   | 1.735e-07         | momentum | False             
10 | 0 | 4.000e-01 | -1.250e+01   | 1.091e-09         | momentum | False             
11 | 0 | 4.000e-01 | -1.274e+01   | 8.571e-08         | momentum | False             
12 | 0 | 4.000e-01 | -1.295e+01   | 1.142e-08         | momentum | False             
13 | 0 | 4.000e-01 | -1.314e+01   | 2.741e-08         | momentum | False             
14 | 0 | 4.000e-01 | -1.332e+01   | 2.551e-10         | momentum | False             
15 | 0 | 4.000e-01 | -1.349e+01   | 1.411e-08         | momentum | False             
16 | 0 | 4.000e-01 | -1.365e+01   | 3.810e-08         | momentum | False             
17 | 0 | 4.000e-01 | -1.379e+01   | 1.192e-07         | momentum | False             
18 | 0 | 4.000e-01 | -1.393e+01   | 2.676e-07         | momentum | False             
19 | 0 | 4.000e-01 | -1.406e+01   | 1.543e-09         | momentum | False             
20 | 0 | 4.000e-01 | -1.419e+01   | 1.638e-07         | momentum | False             
21 | 0 | 4.000e-01 | -1.430e+01   | 2.787e-07         | momentum | False             
22 | 0 | 4.000e-01 | -1.442e+01   | 4.769e-07         | momentum | False             
23 | 0 | 4.000e-01 | -1.452e+01   | 6.198e-07         | momentum | False             
24 | 0 | 4.000e-01 | -1.463e+01   | 7.751e-07         | momentum | False             
25 | 0 | 4.000e-01 | -1.472e+01   | 8.342e-07         | momentum | False             
26 | 0 | 4.000e-01 | -1.482e+01   | 8.452e-07         | momentum | False             
27 | 0 | 4.000e-01 | -1.491e+01   | 8.297e-07         | momentum | False             
28 | 0 | 4.000e-01 | -1.500e+01   | 1.639e-08         | momentum | False             
29 | 0 | 4.000e-01 | -1.508e+01   | 1.812e-08         | momentum | False             
30 | 0 | 4.000e-01 | -1.516e+01   | 9.654e-07         | momentum | False             
31 | 0 | 4.000e-01 | -1.524e+01   | 2.316e-08         | momentum | False             
32 | 0 | 4.000e-01 | -1.532e+01   | 6.728e-09         | momentum | False             
33 | 0 | 4.000e-01 | -1.539e+01   | 1.125e-06         | momentum | False             
34 | 0 | 4.000e-01 | -1.546e+01   | 7.261e-09         | momentum | False             
35 | 0 | 4.000e-01 | -1.553e+01   | 5.051e-09         | momentum | False             
36 | 0 | 4.000e-01 | -1.560e+01   | 5.222e-09         | momentum | False             
37 | 0 | 4.000e-01 | -1.567e+01   | 2.865e-09         | momentum | False             
38 | 0 | 4.000e-01 | -1.573e+01   | 8.166e-08         | momentum | False             
39 | 0 | 4.000e-01 | -1.579e+01   | 1.069e-07         | momentum | False             
40 | 0 | 4.000e-01 | -1.585e+01   | 3.699e-07         | momentum | False             
41 | 0 | 4.000e-01 | -1.591e+01   | 5.791e-07         | momentum | False             
42 | 0 | 4.000e-01 | -1.597e+01   | 1.611e-06         | momentum | False             
43 | 0 | 4.000e-01 | -1.603e+01   | 1.650e-07         | momentum | False             
44 | 0 | 4.000e-01 | -1.608e+01   | 2.520e-07         | momentum | False             
45 | 0 | 4.000e-01 | -1.613e+01   | 1.922e-07         | momentum | False             
46 | 0 | 4.000e-01 | -1.619e+01   | 3.103e-07         | momentum | False             
47 | 0 | 4.000e-01 | -1.624e+01   | 2.456e-07         | momentum | False             
48 | 0 | 4.000e-01 | -1.629e+01   | 2.760e-07         | momentum | False             
49 | 0 | 4.000e-01 | -1.634e+01   | 3.307e-07         | momentum | False             
50 | 0 | 4.000e-01 | -1.639e+01   | 3.671e-07         | momentum | False             

