Renyi - posicion (2e) alpha=0.400
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
2  | 0 | 4.000e-01 | -8.932e+00   | 1.192e-06         | position | True              
3  | 0 | 4.000e-01 | -1.133e+01   | 1.181e-03         | position | True              
4  | 0 | 4.000e-01 | -1.281e+01   | 1.392e-04         | position | True              
5  | 0 | 4.000e-01 | -1.197e+01   | 4.340e-04         | position | True              
6  | 0 | 4.000e-01 | -1.101e+01   | 5.155e-04         | position | True              
7  | 0 | 4.000e-01 | -1.014e+01   | 3.195e-05         | position | True              
8  | 0 | 4.000e-01 | -9.603e+00   | 9.414e-06         | position | True              
9  | 0 | 4.000e-01 | -9.032e+00   | 1.078e-05         | position | True              
10 | 0 | 4.000e-01 | -8.473e+00   | 8.502e-06         | position | True              
11 | 0 | 4.000e-01 | -1.129e+01   | 2.168e-04         | position | True              
12 | 0 | 4.000e-01 | -1.239e+01   | 2.699e-04         | position | True              
13 | 0 | 4.000e-01 | -1.242e+01   | 9.571e-04         | position | True              
14 | 0 | 4.000e-01 | -1.186e+01   | 1.476e-03         | position | True              
15 | 0 | 4.000e-01 | -1.123e+01   | 8.237e-04         | position | True              
16 | 0 | 4.000e-01 | -1.086e+01   | 9.635e-04         | position | True              
17 | 0 | 4.000e-01 | -1.041e+01   | 1.714e-04         | position | True              
18 | 0 | 4.000e-01 | -9.964e+00   | 5.725e-04         | position | True              
19 | 0 | 4.000e-01 | -1.238e+01   | 3.713e-04         | position | True              
20 | 0 | 4.000e-01 | -1.315e+01   | 1.537e-03         | position | True              
21 | 0 | 4.000e-01 | -1.282e+01   | 2.630e-03         | position | True              
22 | 0 | 4.000e-01 | -1.254e+01   | 1.631e-03         | position | True              
23 | 0 | 4.000e-01 | -1.229e+01   | 1.282e-03         | position | True              
24 | 0 | 4.000e-01 | -1.141e+01   | 4.284e-05         | position | True              
25 | 0 | 4.000e-01 | -1.184e+01   | 4.399e-04         | position | True              
26 | 0 | 4.000e-01 | -1.162e+01   | 1.126e-04         | position | True              
27 | 0 | 4.000e-01 | -1.141e+01   | 9.095e-04         | position | True              
28 | 0 | 4.000e-01 | -1.122e+01   | 5.186e-05         | position | True              
29 | 0 | 4.000e-01 | -1.057e+01   | 1.420e-05         | position | True              
30 | 0 | 4.000e-01 | -1.086e+01   | 1.772e-04         | position | True              
31 | 0 | 4.000e-01 | -1.135e+01   | 9.094e-05         | position | True              
32 | 0 | 4.000e-01 | -1.106e+01   | 1.507e-04         | position | True              
33 | 0 | 4.000e-01 | -1.063e+01   | 6.576e-04         | position | True              
34 | 0 | 4.000e-01 | -1.043e+01   | 4.353e-04         | position | True              
35 | 0 | 4.000e-01 | -1.015e+01   | 4.344e-04         | position | True              
36 | 0 | 4.000e-01 | -9.841e+00   | 1.808e-04         | position | True              
37 | 0 | 4.000e-01 | -1.217e+01   | 3.695e-04         | position | True              
38 | 0 | 4.000e-01 | -1.286e+01   | 5.452e-04         | position | True              
39 | 0 | 4.000e-01 | -1.256e+01   | 1.325e-03         | position | True              
40 | 0 | 4.000e-01 | -1.231e+01   | 1.192e-03         | position | True              
41 | 0 | 4.000e-01 | -1.155e+01   | 6.686e-04         | position | True              
42 | 0 | 4.000e-01 | -1.129e+01   | 8.763e-04         | position | True              
43 | 0 | 4.000e-01 | -1.173e+01   | 1.197e-03         | position | True              
44 | 0 | 4.000e-01 | -1.103e+01   | 1.456e-04         | position | True              
45 | 0 | 4.000e-01 | -1.090e+01   | 1.510e-04         | position | True              
46 | 0 | 4.000e-01 | -9.764e+00   | 9.817e-05         | position | True              
47 | 0 | 4.000e-01 | -1.066e+01   | 1.229e-04         | position | True              
48 | 0 | 4.000e-01 | -1.097e+01   | 7.147e-04         | position | True              
49 | 0 | 4.000e-01 | -1.139e+01   | 8.317e-04         | position | True              
50 | 0 | 4.000e-01 | -1.117e+01   | 3.317e-04         | position | True              

