Renyi - momento (2e) alpha=1.000
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
2  | 0 | 1.000e+00 | 7.827e+00    | 1.333e-06         | momentum | True              
3  | 0 | 1.000e+00 | 7.872e+00    | 7.596e-06         | momentum | True              
4  | 0 | 1.000e+00 | 8.332e+00    | 6.933e-06         | momentum | True              
5  | 0 | 1.000e+00 | 9.388e+00    | 5.211e-06         | momentum | True              
6  | 0 | 1.000e+00 | 1.030e+01    | 1.949e-06         | momentum | True              
7  | 0 | 1.000e+00 | 1.109e+01    | 2.346e-06         | momentum | True              
8  | 0 | 1.000e+00 | 1.173e+01    | 1.439e-06         | momentum | True              
9  | 0 | 1.000e+00 | 1.232e+01    | 1.066e-05         | momentum | True              
10 | 0 | 1.000e+00 | 1.287e+01    | 6.069e-06         | momentum | True              
11 | 0 | 1.000e+00 | 1.296e+01    | 3.878e-06         | momentum | True              
12 | 0 | 1.000e+00 | 1.302e+01    | 1.484e-06         | momentum | True              
13 | 0 | 1.000e+00 | 1.323e+01    | 3.204e-06         | momentum | True              
14 | 0 | 1.000e+00 | 1.346e+01    | 1.461e-05         | momentum | True              
15 | 0 | 1.000e+00 | 1.369e+01    | 1.394e-06         | momentum | True              
16 | 0 | 1.000e+00 | 1.390e+01    | 3.132e-06         | momentum | True              
17 | 0 | 1.000e+00 | 1.410e+01    | 2.532e-06         | momentum | True              
18 | 0 | 1.000e+00 | 1.431e+01    | 2.399e-06         | momentum | True              
19 | 0 | 1.000e+00 | 1.434e+01    | 1.467e-06         | momentum | True              
20 | 0 | 1.000e+00 | 1.436e+01    | 6.655e-06         | momentum | True              
21 | 0 | 1.000e+00 | 1.460e+01    | 1.699e-05         | momentum | True              
22 | 0 | 1.000e+00 | 1.485e+01    | 1.433e-06         | momentum | True              
23 | 0 | 1.000e+00 | 1.509e+01    | 1.805e-06         | momentum | True              
24 | 0 | 1.000e+00 | 1.550e+01    | 1.554e-06         | momentum | True              
25 | 0 | 1.000e+00 | 1.555e+01    | 1.472e-06         | momentum | True              
26 | 0 | 1.000e+00 | 1.576e+01    | 1.094e-05         | momentum | True              
27 | 0 | 1.000e+00 | 1.597e+01    | 1.660e-06         | momentum | True              
28 | 0 | 1.000e+00 | 1.617e+01    | 1.376e-06         | momentum | True              
29 | 0 | 1.000e+00 | 1.650e+01    | 1.477e-06         | momentum | True              
30 | 0 | 1.000e+00 | 1.656e+01    | 1.471e-06         | momentum | True              
31 | 0 | 1.000e+00 | 1.665e+01    | 9.875e-06         | momentum | True              
32 | 0 | 1.000e+00 | 1.674e+01    | 5.095e-06         | momentum | True              
33 | 0 | 1.000e+00 | 1.684e+01    | 2.065e-06         | momentum | True              
34 | 0 | 1.000e+00 | 1.692e+01    | 2.960e-06         | momentum | True              
35 | 0 | 1.000e+00 | 1.700e+01    | 5.812e-06         | momentum | True              
36 | 0 | 1.000e+00 | 1.708e+01    | 4.404e-06         | momentum | True              
37 | 0 | 1.000e+00 | 1.709e+01    | 1.055e-05         | momentum | True              
38 | 0 | 1.000e+00 | 1.708e+01    | 7.554e-06         | momentum | True              
39 | 0 | 1.000e+00 | 1.718e+01    | 1.218e-05         | momentum | True              
40 | 0 | 1.000e+00 | 1.728e+01    | 1.166e-05         | momentum | True              
41 | 0 | 1.000e+00 | 1.746e+01    | 1.317e-05         | momentum | True              
42 | 0 | 1.000e+00 | 1.756e+01    | 1.717e-05         | momentum | True              
43 | 0 | 1.000e+00 | 1.758e+01    | 1.796e-05         | momentum | True              
44 | 0 | 1.000e+00 | 1.775e+01    | 2.116e-05         | momentum | True              
45 | 0 | 1.000e+00 | 1.784e+01    | 2.413e-05         | momentum | True              
46 | 0 | 1.000e+00 | 1.798e+01    | 1.426e-06         | momentum | True              
47 | 0 | 1.000e+00 | 1.803e+01    | 3.707e-06         | momentum | True              
48 | 0 | 1.000e+00 | 1.805e+01    | 1.507e-06         | momentum | True              
49 | 0 | 1.000e+00 | 1.810e+01    | 1.113e-05         | momentum | True              
50 | 0 | 1.000e+00 | 1.815e+01    | 1.259e-05         | momentum | True              

