EntropicMoment - posicion (2e) q=1.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 1.500e+00 | 1.279e-01      | 1.175e-06         | position
3  | 0 | 1.500e+00 | 1.153e-01      | 1.293e-06         | position
4  | 0 | 1.500e+00 | 1.329e-01      | 1.297e-06         | position
5  | 0 | 1.500e+00 | 1.598e-01      | 1.464e-06         | position
6  | 0 | 1.500e+00 | 1.975e-01      | 1.459e-06         | position
7  | 0 | 1.500e+00 | 2.449e-01      | 1.337e-06         | position
8  | 0 | 1.500e+00 | 2.980e-01      | 1.482e-06         | position
9  | 0 | 1.500e+00 | 3.612e-01      | 1.396e-06         | position
10 | 0 | 1.500e+00 | 4.351e-01      | 1.472e-06         | position
11 | 0 | 1.500e+00 | 4.832e-01      | 1.463e-06         | position
12 | 0 | 1.500e+00 | 5.297e-01      | 2.486e-06         | position
13 | 0 | 1.500e+00 | 5.741e-01      | 1.459e-06         | position
14 | 0 | 1.500e+00 | 6.190e-01      | 4.424e-06         | position
15 | 0 | 1.500e+00 | 6.648e-01      | 2.827e-06         | position
16 | 0 | 1.500e+00 | 7.110e-01      | 2.132e-06         | position
17 | 0 | 1.500e+00 | 7.590e-01      | 1.486e-06         | position
18 | 0 | 1.500e+00 | 8.091e-01      | 2.414e-06         | position
19 | 0 | 1.500e+00 | 8.504e-01      | 1.431e-06         | position
20 | 0 | 1.500e+00 | 8.906e-01      | 2.458e-06         | position
21 | 0 | 1.500e+00 | 9.356e-01      | 9.449e-06         | position
22 | 0 | 1.500e+00 | 9.831e-01      | 2.416e-06         | position
23 | 0 | 1.500e+00 | 1.033e+00      | 7.451e-06         | position
24 | 0 | 1.500e+00 | 1.090e+00      | 1.134e-05         | position
25 | 0 | 1.500e+00 | 1.138e+00      | 3.889e-06         | position
26 | 0 | 1.500e+00 | 1.193e+00      | 1.163e-05         | position
27 | 0 | 1.500e+00 | 1.251e+00      | 9.894e-06         | position
28 | 0 | 1.500e+00 | 1.310e+00      | 1.095e-05         | position
29 | 0 | 1.500e+00 | 1.380e+00      | 4.637e-06         | position
30 | 0 | 1.500e+00 | 1.438e+00      | 1.235e-05         | position
31 | 0 | 1.500e+00 | 1.494e+00      | 1.520e-06         | position
32 | 0 | 1.500e+00 | 1.549e+00      | 5.978e-06         | position
33 | 0 | 1.500e+00 | 1.604e+00      | 2.562e-06         | position
34 | 0 | 1.500e+00 | 1.659e+00      | 3.124e-06         | position
35 | 0 | 1.500e+00 | 1.714e+00      | 3.182e-06         | position
36 | 0 | 1.500e+00 | 1.769e+00      | 1.998e-06         | position
37 | 0 | 1.500e+00 | 1.820e+00      | 2.043e-06         | position
38 | 0 | 1.500e+00 | 1.870e+00      | 3.242e-06         | position
39 | 0 | 1.500e+00 | 1.921e+00      | 4.708e-06         | position
40 | 0 | 1.500e+00 | 1.972e+00      | 7.564e-06         | position
41 | 0 | 1.500e+00 | 2.026e+00      | 2.897e-05         | position
42 | 0 | 1.500e+00 | 2.079e+00      | 1.989e-05         | position
43 | 0 | 1.500e+00 | 2.130e+00      | 2.294e-05         | position
44 | 0 | 1.500e+00 | 2.186e+00      | 1.767e-05         | position
45 | 0 | 1.500e+00 | 2.240e+00      | 1.050e-05         | position
46 | 0 | 1.500e+00 | 2.298e+00      | 1.480e-06         | position
47 | 0 | 1.500e+00 | 2.351e+00      | 1.332e-05         | position
48 | 0 | 1.500e+00 | 2.404e+00      | 1.224e-05         | position
49 | 0 | 1.500e+00 | 2.455e+00      | 1.479e-06         | position
50 | 0 | 1.500e+00 | 2.506e+00      | 1.443e-05         | position

