Renyi - posicion (2e) alpha=1.000
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
2  | 0 | 1.000e+00 | 5.397e+00    | 1.343e-06         | position | True              
3  | 0 | 1.000e+00 | 7.256e+00    | 1.403e-06         | position | True              
4  | 0 | 1.000e+00 | 7.199e+00    | 9.665e-06         | position | True              
5  | 0 | 1.000e+00 | 6.785e+00    | 6.312e-06         | position | True              
6  | 0 | 1.000e+00 | 6.196e+00    | 1.223e-06         | position | True              
7  | 0 | 1.000e+00 | 5.593e+00    | 1.163e-06         | position | True              
8  | 0 | 1.000e+00 | 5.093e+00    | 1.435e-06         | position | True              
9  | 0 | 1.000e+00 | 4.592e+00    | 1.485e-06         | position | True              
10 | 0 | 1.000e+00 | 4.106e+00    | 1.311e-06         | position | True              
11 | 0 | 1.000e+00 | 4.650e+00    | 4.425e-06         | position | True              
12 | 0 | 1.000e+00 | 4.784e+00    | 4.705e-06         | position | True              
13 | 0 | 1.000e+00 | 4.886e+00    | 3.261e-06         | position | True              
14 | 0 | 1.000e+00 | 4.834e+00    | 1.333e-06         | position | True              
15 | 0 | 1.000e+00 | 4.714e+00    | 1.430e-06         | position | True              
16 | 0 | 1.000e+00 | 4.595e+00    | 1.178e-06         | position | True              
17 | 0 | 1.000e+00 | 4.441e+00    | 3.942e-06         | position | True              
18 | 0 | 1.000e+00 | 4.265e+00    | 4.213e-06         | position | True              
19 | 0 | 1.000e+00 | 4.600e+00    | 1.456e-06         | position | True              
20 | 0 | 1.000e+00 | 4.723e+00    | 4.067e-06         | position | True              
21 | 0 | 1.000e+00 | 4.594e+00    | 5.408e-06         | position | True              
22 | 0 | 1.000e+00 | 4.435e+00    | 2.142e-06         | position | True              
23 | 0 | 1.000e+00 | 4.268e+00    | 2.678e-06         | position | True              
24 | 0 | 1.000e+00 | 3.910e+00    | 3.770e-06         | position | True              
25 | 0 | 1.000e+00 | 3.923e+00    | 2.262e-06         | position | True              
26 | 0 | 1.000e+00 | 3.763e+00    | 3.115e-06         | position | True              
27 | 0 | 1.000e+00 | 3.599e+00    | 2.928e-06         | position | True              
28 | 0 | 1.000e+00 | 3.435e+00    | 4.009e-06         | position | True              
29 | 0 | 1.000e+00 | 3.125e+00    | 3.917e-06         | position | True              
30 | 0 | 1.000e+00 | 3.111e+00    | 1.687e-06         | position | True              
31 | 0 | 1.000e+00 | 3.148e+00    | 4.099e-06         | position | True              
32 | 0 | 1.000e+00 | 3.134e+00    | 4.254e-06         | position | True              
33 | 0 | 1.000e+00 | 3.099e+00    | 1.541e-06         | position | True              
34 | 0 | 1.000e+00 | 3.068e+00    | 2.900e-06         | position | True              
35 | 0 | 1.000e+00 | 3.020e+00    | 1.459e-06         | position | True              
36 | 0 | 1.000e+00 | 2.962e+00    | 2.661e-06         | position | True              
37 | 0 | 1.000e+00 | 3.151e+00    | 1.472e-06         | position | True              
38 | 0 | 1.000e+00 | 3.242e+00    | 2.593e-06         | position | True              
39 | 0 | 1.000e+00 | 3.228e+00    | 3.405e-06         | position | True              
40 | 0 | 1.000e+00 | 3.188e+00    | 3.771e-06         | position | True              
41 | 0 | 1.000e+00 | 3.049e+00    | 3.041e-06         | position | True              
42 | 0 | 1.000e+00 | 2.982e+00    | 4.971e-06         | position | True              
43 | 0 | 1.000e+00 | 3.015e+00    | 2.585e-06         | position | True              
44 | 0 | 1.000e+00 | 2.860e+00    | 1.456e-06         | position | True              
45 | 0 | 1.000e+00 | 2.792e+00    | 1.729e-06         | position | True              
46 | 0 | 1.000e+00 | 2.609e+00    | 1.455e-06         | position | True              
47 | 0 | 1.000e+00 | 2.646e+00    | 1.471e-06         | position | True              
48 | 0 | 1.000e+00 | 2.662e+00    | 2.745e-06         | position | True              
49 | 0 | 1.000e+00 | 2.703e+00    | 1.963e-06         | position | True              
50 | 0 | 1.000e+00 | 2.714e+00    | 3.591e-06         | position | True              

