Renyi - momento (2e) alpha=0.800
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
2  | 0 | 8.000e-01 | -8.781e+00   | 9.112e-07         | momentum | True              
3  | 0 | 8.000e-01 | -9.483e+00   | 4.203e-06         | momentum | True              
4  | 0 | 8.000e-01 | -1.024e+01   | 8.458e-06         | momentum | True              
5  | 0 | 8.000e-01 | -1.124e+01   | 5.300e-06         | momentum | True              
6  | 0 | 8.000e-01 | -1.209e+01   | 9.911e-06         | momentum | True              
7  | 0 | 8.000e-01 | -1.283e+01   | 1.490e-06         | momentum | True              
8  | 0 | 8.000e-01 | -1.344e+01   | 1.740e-06         | momentum | True              
9  | 0 | 8.000e-01 | -1.400e+01   | 2.675e-06         | momentum | True              
10 | 0 | 8.000e-01 | -1.452e+01   | 4.049e-06         | momentum | True              
11 | 0 | 8.000e-01 | -1.483e+01   | 1.251e-05         | momentum | True              
12 | 0 | 8.000e-01 | -1.510e+01   | 1.375e-05         | momentum | True              
13 | 0 | 8.000e-01 | -1.538e+01   | 2.670e-05         | momentum | True              
14 | 0 | 8.000e-01 | -1.566e+01   | 1.080e-05         | momentum | True              
15 | 0 | 8.000e-01 | -1.592e+01   | 5.440e-06         | momentum | True              
16 | 0 | 8.000e-01 | -1.616e+01   | 7.874e-06         | momentum | True              
17 | 0 | 8.000e-01 | -1.638e+01   | 1.104e-05         | momentum | True              
18 | 0 | 8.000e-01 | -1.660e+01   | 1.403e-05         | momentum | True              
19 | 0 | 8.000e-01 | -1.677e+01   | 4.907e-06         | momentum | True              
20 | 0 | 8.000e-01 | -1.692e+01   | 2.075e-05         | momentum | True              
21 | 0 | 8.000e-01 | -1.713e+01   | 8.271e-06         | momentum | True              
22 | 0 | 8.000e-01 | -1.733e+01   | 1.373e-05         | momentum | True              
23 | 0 | 8.000e-01 | -1.754e+01   | 1.792e-05         | momentum | True              
24 | 0 | 8.000e-01 | -1.778e+01   | 1.266e-05         | momentum | True              
25 | 0 | 8.000e-01 | -1.792e+01   | 4.459e-06         | momentum | True              
26 | 0 | 8.000e-01 | -1.810e+01   | 2.204e-05         | momentum | True              
27 | 0 | 8.000e-01 | -1.828e+01   | 4.295e-05         | momentum | True              
28 | 0 | 8.000e-01 | -1.845e+01   | 2.948e-05         | momentum | True              
29 | 0 | 8.000e-01 | -1.865e+01   | 3.577e-05         | momentum | True              
30 | 0 | 8.000e-01 | -1.878e+01   | 4.319e-05         | momentum | True              
31 | 0 | 8.000e-01 | -1.890e+01   | 5.246e-05         | momentum | True              
32 | 0 | 8.000e-01 | -1.902e+01   | 9.177e-06         | momentum | True              
33 | 0 | 8.000e-01 | -1.914e+01   | 5.218e-06         | momentum | True              
34 | 0 | 8.000e-01 | -1.925e+01   | 7.000e-05         | momentum | True              
35 | 0 | 8.000e-01 | -1.936e+01   | 2.656e-05         | momentum | True              
36 | 0 | 8.000e-01 | -1.946e+01   | 1.199e-05         | momentum | True              
37 | 0 | 8.000e-01 | -1.955e+01   | 3.678e-05         | momentum | True              
38 | 0 | 8.000e-01 | -1.963e+01   | 1.883e-05         | momentum | True              
39 | 0 | 8.000e-01 | -1.973e+01   | 3.836e-05         | momentum | True              
40 | 0 | 8.000e-01 | -1.983e+01   | 1.456e-05         | momentum | True              
41 | 0 | 8.000e-01 | -1.994e+01   | 1.419e-05         | momentum | True              
42 | 0 | 8.000e-01 | -2.004e+01   | 1.096e-05         | momentum | True              
43 | 0 | 8.000e-01 | -2.012e+01   | 1.191e-05         | momentum | True              
44 | 0 | 8.000e-01 | -2.023e+01   | 1.148e-05         | momentum | True              
45 | 0 | 8.000e-01 | -2.032e+01   | 1.289e-05         | momentum | True              
46 | 0 | 8.000e-01 | -2.042e+01   | 1.357e-05         | momentum | True              
47 | 0 | 8.000e-01 | -2.049e+01   | 1.551e-05         | momentum | True              
48 | 0 | 8.000e-01 | -2.056e+01   | 1.796e-05         | momentum | True              
49 | 0 | 8.000e-01 | -2.064e+01   | 1.992e-05         | momentum | True              
50 | 0 | 8.000e-01 | -2.071e+01   | 2.651e-05         | momentum | True              

