EntropicMoment - momento q=2.000
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 2.000e+00 | 2.090e-01      | 8.392e-11         | momentum
2  | 0 | 2.000e+00 | 5.228e-02      | 7.388e-12         | momentum
3  | 0 | 2.000e+00 | 3.131e-01      | 2.184e-11         | momentum
4  | 0 | 2.000e+00 | 2.254e-01      | 1.211e-10         | momentum
5  | 0 | 2.000e+00 | 8.934e-02      | 4.097e-11         | momentum
6  | 0 | 2.000e+00 | 4.402e-02      | 5.219e-11         | momentum
7  | 0 | 2.000e+00 | 2.488e-02      | 3.362e-11         | momentum
8  | 0 | 2.000e+00 | 1.621e-02      | 7.153e-11         | momentum
9  | 0 | 2.000e+00 | 1.104e-02      | 7.977e-12         | momentum
10 | 0 | 2.000e+00 | 7.810e-03      | 2.720e-11         | momentum
11 | 0 | 2.000e+00 | 3.259e-02      | 7.351e-11         | momentum
12 | 0 | 2.000e+00 | 4.509e-02      | 6.199e-11         | momentum
13 | 0 | 2.000e+00 | 3.236e-02      | 5.575e-12         | momentum
14 | 0 | 2.000e+00 | 2.394e-02      | 1.201e-10         | momentum
15 | 0 | 2.000e+00 | 1.834e-02      | 1.225e-10         | momentum
16 | 0 | 2.000e+00 | 1.508e-02      | 6.129e-11         | momentum
17 | 0 | 2.000e+00 | 1.240e-02      | 7.407e-11         | momentum
18 | 0 | 2.000e+00 | 1.025e-02      | 7.973e-12         | momentum
19 | 0 | 2.000e+00 | 2.411e-02      | 8.395e-11         | momentum
20 | 0 | 2.000e+00 | 3.507e-02      | 1.093e-10         | momentum
21 | 0 | 2.000e+00 | 2.707e-02      | 3.334e-11         | momentum
22 | 0 | 2.000e+00 | 2.184e-02      | 6.281e-12         | momentum
23 | 0 | 2.000e+00 | 1.795e-02      | 1.014e-11         | momentum
24 | 0 | 2.000e+00 | 6.883e-03      | 7.609e-11         | momentum
25 | 0 | 2.000e+00 | 1.267e-02      | 7.304e-11         | momentum
26 | 0 | 2.000e+00 | 1.066e-02      | 7.532e-11         | momentum
27 | 0 | 2.000e+00 | 9.088e-03      | 5.964e-11         | momentum
28 | 0 | 2.000e+00 | 7.819e-03      | 3.204e-11         | momentum
29 | 0 | 2.000e+00 | 3.542e-03      | 2.457e-11         | momentum
30 | 0 | 2.000e+00 | 5.928e-03      | 7.899e-11         | momentum
31 | 0 | 2.000e+00 | 5.737e-03      | 1.009e-10         | momentum
32 | 0 | 2.000e+00 | 5.285e-03      | 5.089e-11         | momentum
33 | 0 | 2.000e+00 | 4.853e-03      | 9.021e-11         | momentum
34 | 0 | 2.000e+00 | 4.648e-03      | 4.840e-11         | momentum
35 | 0 | 2.000e+00 | 4.373e-03      | 7.318e-11         | momentum
36 | 0 | 2.000e+00 | 4.080e-03      | 5.382e-11         | momentum
37 | 0 | 2.000e+00 | 8.661e-03      | 2.195e-11         | momentum
38 | 0 | 2.000e+00 | 1.315e-02      | 1.208e-10         | momentum
39 | 0 | 2.000e+00 | 1.053e-02      | 1.237e-11         | momentum
40 | 0 | 2.000e+00 | 8.924e-03      | 7.807e-12         | momentum
41 | 0 | 2.000e+00 | 4.009e-03      | 7.029e-11         | momentum
42 | 0 | 2.000e+00 | 3.545e-03      | 1.482e-10         | momentum
43 | 0 | 2.000e+00 | 6.049e-03      | 5.958e-11         | momentum
44 | 0 | 2.000e+00 | 2.988e-03      | 8.637e-11         | momentum
45 | 0 | 2.000e+00 | 2.763e-03      | 1.431e-10         | momentum
46 | 0 | 2.000e+00 | 1.714e-03      | 6.016e-11         | momentum
47 | 0 | 2.000e+00 | 2.387e-03      | 1.055e-10         | momentum
48 | 0 | 2.000e+00 | 3.611e-03      | 1.302e-10         | momentum
49 | 0 | 2.000e+00 | 3.618e-03      | 6.481e-11         | momentum
50 | 0 | 2.000e+00 | 3.506e-03      | 6.032e-11         | momentum

