Renyi - posicion alpha=1.000
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
1  | 0 | 1.000e+00 | 4.145e+00    | 1.379e-10         | position | False             
2  | 0 | 1.000e+00 | 2.699e+00    | 2.733e-13         | position | False             
3  | 0 | 1.000e+00 | 3.701e+00    | 6.100e-11         | position | False             
4  | 0 | 1.000e+00 | 3.624e+00    | 4.584e-10         | position | False             
5  | 0 | 1.000e+00 | 3.405e+00    | 1.191e-10         | position | False             
6  | 0 | 1.000e+00 | 3.106e+00    | 4.789e-11         | position | False             
7  | 0 | 1.000e+00 | 2.802e+00    | 2.984e-10         | position | False             
8  | 0 | 1.000e+00 | 2.551e+00    | 1.537e-10         | position | False             
9  | 0 | 1.000e+00 | 2.299e+00    | 2.333e-10         | position | False             
10 | 0 | 1.000e+00 | 2.055e+00    | 1.188e-10         | position | False             
11 | 0 | 1.000e+00 | 2.330e+00    | 7.991e-11         | position | False             
12 | 0 | 1.000e+00 | 2.395e+00    | 1.464e-10         | position | False             
13 | 0 | 1.000e+00 | 2.446e+00    | 2.069e-10         | position | False             
14 | 0 | 1.000e+00 | 2.419e+00    | 1.704e-10         | position | False             
15 | 0 | 1.000e+00 | 2.359e+00    | 1.355e-10         | position | False             
16 | 0 | 1.000e+00 | 2.299e+00    | 1.328e-10         | position | False             
17 | 0 | 1.000e+00 | 2.222e+00    | 8.576e-11         | position | False             
18 | 0 | 1.000e+00 | 2.134e+00    | 2.499e-10         | position | False             
19 | 0 | 1.000e+00 | 2.302e+00    | 1.656e-10         | position | False             
20 | 0 | 1.000e+00 | 2.363e+00    | 1.576e-10         | position | False             
21 | 0 | 1.000e+00 | 2.298e+00    | 2.913e-10         | position | False             
22 | 0 | 1.000e+00 | 2.219e+00    | 2.743e-10         | position | False             
23 | 0 | 1.000e+00 | 2.135e+00    | 1.296e-10         | position | False             
24 | 0 | 1.000e+00 | 1.956e+00    | 4.502e-11         | position | False             
25 | 0 | 1.000e+00 | 1.963e+00    | 9.754e-11         | position | False             
26 | 0 | 1.000e+00 | 1.882e+00    | 5.495e-11         | position | False             
27 | 0 | 1.000e+00 | 1.800e+00    | 1.871e-10         | position | False             
28 | 0 | 1.000e+00 | 1.718e+00    | 1.592e-10         | position | False             
29 | 0 | 1.000e+00 | 1.563e+00    | 1.226e-10         | position | False             
30 | 0 | 1.000e+00 | 1.556e+00    | 1.713e-10         | position | False             
31 | 0 | 1.000e+00 | 1.574e+00    | 8.340e-11         | position | False             
32 | 0 | 1.000e+00 | 1.567e+00    | 1.147e-10         | position | False             
33 | 0 | 1.000e+00 | 1.550e+00    | 1.420e-10         | position | False             
34 | 0 | 1.000e+00 | 1.534e+00    | 1.861e-10         | position | False             
35 | 0 | 1.000e+00 | 1.511e+00    | 1.107e-10         | position | False             
36 | 0 | 1.000e+00 | 1.481e+00    | 1.047e-10         | position | False             
37 | 0 | 1.000e+00 | 1.576e+00    | 2.019e-10         | position | False             
38 | 0 | 1.000e+00 | 1.621e+00    | 2.083e-10         | position | False             
39 | 0 | 1.000e+00 | 1.614e+00    | 8.314e-11         | position | False             
40 | 0 | 1.000e+00 | 1.595e+00    | 3.570e-11         | position | False             
41 | 0 | 1.000e+00 | 1.525e+00    | 8.387e-11         | position | False             
42 | 0 | 1.000e+00 | 1.491e+00    | 3.340e-11         | position | False             
43 | 0 | 1.000e+00 | 1.508e+00    | 3.618e-11         | position | False             
44 | 0 | 1.000e+00 | 1.430e+00    | 6.643e-11         | position | False             
45 | 0 | 1.000e+00 | 1.396e+00    | 3.693e-11         | position | False             
46 | 0 | 1.000e+00 | 1.305e+00    | 1.824e-10         | position | False             
47 | 0 | 1.000e+00 | 1.323e+00    | 1.650e-10         | position | False             
48 | 0 | 1.000e+00 | 1.331e+00    | 1.271e-10         | position | False             
49 | 0 | 1.000e+00 | 1.352e+00    | 4.268e-11         | position | False             
50 | 0 | 1.000e+00 | 1.357e+00    | 7.222e-11         | position | False             

