EntropicMoment - momento q=0.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 5.000e-01 | 8.886e+00      | 1.235e-13         | momentum
2  | 0 | 5.000e-01 | 2.112e+01      | 2.071e-09         | momentum
3  | 0 | 5.000e-01 | 3.424e+01      | 1.658e-10         | momentum
4  | 0 | 5.000e-01 | 4.797e+01      | 1.844e-10         | momentum
5  | 0 | 5.000e-01 | 6.219e+01      | 4.630e-09         | momentum
6  | 0 | 5.000e-01 | 7.678e+01      | 4.574e-09         | momentum
7  | 0 | 5.000e-01 | 9.172e+01      | 1.975e-09         | momentum
8  | 0 | 5.000e-01 | 1.069e+02      | 6.592e-10         | momentum
9  | 0 | 5.000e-01 | 1.224e+02      | 5.004e-09         | momentum
10 | 0 | 5.000e-01 | 1.382e+02      | 2.234e-09         | momentum
11 | 0 | 5.000e-01 | 1.543e+02      | 4.678e-09         | momentum
12 | 0 | 5.000e-01 | 1.705e+02      | 6.616e-09         | momentum
13 | 0 | 5.000e-01 | 1.869e+02      | 1.675e-08         | momentum
14 | 0 | 5.000e-01 | 2.035e+02      | 9.007e-09         | momentum
15 | 0 | 5.000e-01 | 2.202e+02      | 1.185e-10         | momentum
16 | 0 | 5.000e-01 | 2.370e+02      | 4.685e-10         | momentum
17 | 0 | 5.000e-01 | 2.540e+02      | 3.202e-08         | momentum
18 | 0 | 5.000e-01 | 2.711e+02      | 8.114e-09         | momentum
19 | 0 | 5.000e-01 | 2.883e+02      | 1.060e-09         | momentum
20 | 0 | 5.000e-01 | 3.056e+02      | 1.284e-09         | momentum
21 | 0 | 5.000e-01 | 3.230e+02      | 2.192e-08         | momentum
22 | 0 | 5.000e-01 | 3.406e+02      | 9.355e-09         | momentum
23 | 0 | 5.000e-01 | 3.582e+02      | 3.051e-08         | momentum
24 | 0 | 5.000e-01 | 3.760e+02      | 3.037e-08         | momentum
25 | 0 | 5.000e-01 | 3.937e+02      | 2.565e-08         | momentum
26 | 0 | 5.000e-01 | 4.116e+02      | 4.619e-08         | momentum
27 | 0 | 5.000e-01 | 4.296e+02      | 5.296e-08         | momentum
28 | 0 | 5.000e-01 | 4.477e+02      | 1.096e-08         | momentum
29 | 0 | 5.000e-01 | 4.659e+02      | 2.655e-08         | momentum
30 | 0 | 5.000e-01 | 4.841e+02      | 2.504e-08         | momentum
31 | 0 | 5.000e-01 | 5.024e+02      | 2.866e-08         | momentum
32 | 0 | 5.000e-01 | 5.208e+02      | 5.373e-08         | momentum
33 | 0 | 5.000e-01 | 5.393e+02      | 1.234e-08         | momentum
34 | 0 | 5.000e-01 | 5.578e+02      | 1.216e-08         | momentum
35 | 0 | 5.000e-01 | 5.764e+02      | 8.996e-09         | momentum
36 | 0 | 5.000e-01 | 5.950e+02      | 7.488e-08         | momentum
37 | 0 | 5.000e-01 | 6.137e+02      | 4.289e-09         | momentum
38 | 0 | 5.000e-01 | 6.325e+02      | 1.768e-08         | momentum
39 | 0 | 5.000e-01 | 6.513e+02      | 2.044e-08         | momentum
40 | 0 | 5.000e-01 | 6.702e+02      | 1.136e-08         | momentum
41 | 0 | 5.000e-01 | 6.891e+02      | 2.643e-08         | momentum
42 | 0 | 5.000e-01 | 7.081e+02      | 1.122e-08         | momentum
43 | 0 | 5.000e-01 | 7.271e+02      | 8.734e-08         | momentum
44 | 0 | 5.000e-01 | 7.462e+02      | 5.198e-08         | momentum
45 | 0 | 5.000e-01 | 7.653e+02      | 3.751e-08         | momentum
46 | 0 | 5.000e-01 | 7.845e+02      | 9.518e-10         | momentum
47 | 0 | 5.000e-01 | 8.037e+02      | 1.009e-07         | momentum
48 | 0 | 5.000e-01 | 8.230e+02      | 1.003e-08         | momentum
49 | 0 | 5.000e-01 | 8.423e+02      | 1.150e-08         | momentum
50 | 0 | 5.000e-01 | 8.617e+02      | 1.237e-07         | momentum

