EntropicMoment - momento (2e) q=1.500
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 1.500e+00 | 3.756e-02      | 2.584e-07         | momentum
3  | 0 | 1.500e+00 | 5.457e-02      | 1.453e-06         | momentum
4  | 0 | 1.500e+00 | 6.820e-02      | 1.448e-06         | momentum
5  | 0 | 1.500e+00 | 3.681e-02      | 1.317e-06         | momentum
6  | 0 | 1.500e+00 | 2.116e-02      | 1.315e-06         | momentum
7  | 0 | 1.500e+00 | 1.312e-02      | 1.411e-06         | momentum
8  | 0 | 1.500e+00 | 9.076e-03      | 1.238e-06         | momentum
9  | 0 | 1.500e+00 | 6.439e-03      | 1.444e-06         | momentum
10 | 0 | 1.500e+00 | 4.694e-03      | 1.367e-06         | momentum
11 | 0 | 1.500e+00 | 7.144e-03      | 1.439e-06         | momentum
12 | 0 | 1.500e+00 | 9.273e-03      | 1.482e-06         | momentum
13 | 0 | 1.500e+00 | 8.528e-03      | 1.489e-06         | momentum
14 | 0 | 1.500e+00 | 7.449e-03      | 1.369e-06         | momentum
15 | 0 | 1.500e+00 | 6.428e-03      | 1.463e-06         | momentum
16 | 0 | 1.500e+00 | 5.728e-03      | 1.444e-06         | momentum
17 | 0 | 1.500e+00 | 5.032e-03      | 1.489e-06         | momentum
18 | 0 | 1.500e+00 | 4.400e-03      | 1.375e-06         | momentum
19 | 0 | 1.500e+00 | 5.792e-03      | 1.443e-06         | momentum
20 | 0 | 1.500e+00 | 7.159e-03      | 1.486e-06         | momentum
21 | 0 | 1.500e+00 | 5.829e-03      | 1.478e-06         | momentum
22 | 0 | 1.500e+00 | 4.822e-03      | 1.480e-06         | momentum
23 | 0 | 1.500e+00 | 4.036e-03      | 1.482e-06         | momentum
24 | 0 | 1.500e+00 | 2.333e-03      | 1.488e-06         | momentum
25 | 0 | 1.500e+00 | 2.909e-03      | 1.447e-06         | momentum
26 | 0 | 1.500e+00 | 2.499e-03      | 1.489e-06         | momentum
27 | 0 | 1.500e+00 | 2.163e-03      | 1.482e-06         | momentum
28 | 0 | 1.500e+00 | 1.884e-03      | 1.473e-06         | momentum
29 | 0 | 1.500e+00 | 1.217e-03      | 1.443e-06         | momentum
30 | 0 | 1.500e+00 | 1.454e-03      | 9.411e-07         | momentum
31 | 0 | 1.500e+00 | 1.482e-03      | 1.403e-06         | momentum
32 | 0 | 1.500e+00 | 1.458e-03      | 1.367e-06         | momentum
33 | 0 | 1.500e+00 | 1.420e-03      | 1.358e-06         | momentum
34 | 0 | 1.500e+00 | 1.409e-03      | 1.429e-06         | momentum
35 | 0 | 1.500e+00 | 1.377e-03      | 1.309e-06         | momentum
36 | 0 | 1.500e+00 | 1.334e-03      | 1.303e-06         | momentum
37 | 0 | 1.500e+00 | 1.715e-03      | 1.424e-06         | momentum
38 | 0 | 1.500e+00 | 2.135e-03      | 1.482e-06         | momentum
39 | 0 | 1.500e+00 | 1.913e-03      | 1.390e-06         | momentum
40 | 0 | 1.500e+00 | 1.735e-03      | 1.481e-06         | momentum
41 | 0 | 1.500e+00 | 1.206e-03      | 1.450e-06         | momentum
42 | 0 | 1.500e+00 | 1.111e-03      | 1.392e-06         | momentum
43 | 0 | 1.500e+00 | 1.333e-03      | 1.472e-06         | momentum
44 | 0 | 1.500e+00 | 9.717e-04      | 1.278e-06         | momentum
45 | 0 | 1.500e+00 | 9.096e-04      | 1.432e-06         | momentum
46 | 0 | 1.500e+00 | 7.434e-04      | 1.092e-06         | momentum
47 | 0 | 1.500e+00 | 7.994e-04      | 1.401e-06         | momentum
48 | 0 | 1.500e+00 | 9.132e-04      | 1.434e-06         | momentum
49 | 0 | 1.500e+00 | 9.332e-04      | 1.402e-06         | momentum
50 | 0 | 1.500e+00 | 9.359e-04      | 1.362e-06         | momentum

