EntropicMoment - posicion (2e) q=1.000
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 1.000e+00 | 1.000e+00      | 1.342e-06         | position
3  | 0 | 1.000e+00 | 1.000e+00      | 1.485e-06         | position
4  | 0 | 1.000e+00 | 1.000e+00      | 1.476e-06         | position
5  | 0 | 1.000e+00 | 1.000e+00      | 1.388e-06         | position
6  | 0 | 1.000e+00 | 1.000e+00      | 1.413e-06         | position
7  | 0 | 1.000e+00 | 1.000e+00      | 1.434e-06         | position
8  | 0 | 1.000e+00 | 1.000e+00      | 1.442e-06         | position
9  | 0 | 1.000e+00 | 1.000e+00      | 1.178e-06         | position
10 | 0 | 1.000e+00 | 1.000e+00      | 1.482e-06         | position
11 | 0 | 1.000e+00 | 1.000e+00      | 1.458e-06         | position
12 | 0 | 1.000e+00 | 1.000e+00      | 1.488e-06         | position
13 | 0 | 1.000e+00 | 1.000e+00      | 1.475e-06         | position
14 | 0 | 1.000e+00 | 1.000e+00      | 1.294e-06         | position
15 | 0 | 1.000e+00 | 1.000e+00      | 1.376e-06         | position
16 | 0 | 1.000e+00 | 1.000e+00      | 1.419e-06         | position
17 | 0 | 1.000e+00 | 1.000e+00      | 1.407e-06         | position
18 | 0 | 1.000e+00 | 1.000e+00      | 1.478e-06         | position
19 | 0 | 1.000e+00 | 1.000e+00      | 1.094e-06         | position
20 | 0 | 1.000e+00 | 1.000e+00      | 1.275e-06         | position
21 | 0 | 1.000e+00 | 1.000e+00      | 1.487e-06         | position
22 | 0 | 1.000e+00 | 1.000e+00      | 1.373e-06         | position
23 | 0 | 1.000e+00 | 1.000e+00      | 1.439e-06         | position
24 | 0 | 1.000e+00 | 1.000e+00      | 1.441e-06         | position
25 | 0 | 1.000e+00 | 1.000e+00      | 1.545e-06         | position
26 | 0 | 1.000e+00 | 1.000e+00      | 1.764e-06         | position
27 | 0 | 1.000e+00 | 1.000e+00      | 1.654e-06         | position
28 | 0 | 1.000e+00 | 1.000e+00      | 1.430e-06         | position
29 | 0 | 1.000e+00 | 1.000e+00      | 1.448e-06         | position
30 | 0 | 1.000e+00 | 1.000e+00      | 1.464e-06         | position
31 | 0 | 1.000e+00 | 1.000e+00      | 1.347e-06         | position
32 | 0 | 1.000e+00 | 1.000e+00      | 1.441e-06         | position
33 | 0 | 1.000e+00 | 1.000e+00      | 1.469e-06         | position
34 | 0 | 1.000e+00 | 1.000e+00      | 1.439e-06         | position
35 | 0 | 1.000e+00 | 1.000e+00      | 1.367e-06         | position
36 | 0 | 1.000e+00 | 1.000e+00      | 1.582e-06         | position
37 | 0 | 1.000e+00 | 1.000e+00      | 1.534e-06         | position
38 | 0 | 1.000e+00 | 1.000e+00      | 1.501e-06         | position
39 | 0 | 1.000e+00 | 1.000e+00      | 1.685e-06         | position
40 | 0 | 1.000e+00 | 1.000e+00      | 1.459e-06         | position
41 | 0 | 1.000e+00 | 1.000e+00      | 1.457e-06         | position
42 | 0 | 1.000e+00 | 1.000e+00      | 1.472e-06         | position
43 | 0 | 1.000e+00 | 1.000e+00      | 1.276e-06         | position
44 | 0 | 1.000e+00 | 1.000e+00      | 1.367e-06         | position
45 | 0 | 1.000e+00 | 1.000e+00      | 1.411e-06         | position
46 | 0 | 1.000e+00 | 1.000e+00      | 1.387e-06         | position
47 | 0 | 1.000e+00 | 1.000e+00      | 1.488e-06         | position
48 | 0 | 1.000e+00 | 1.000e+00      | 1.487e-06         | position
49 | 0 | 1.000e+00 | 1.000e+00      | 1.351e-06         | position
50 | 0 | 1.000e+00 | 1.000e+00      | 1.466e-06         | position

