EntropicMoment - posicion q=2.250
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 2.250e+00 | 2.099e-02      | 1.306e-11         | position
2  | 0 | 2.250e+00 | 1.518e-01      | 3.719e-13         | position
3  | 0 | 2.250e+00 | 3.539e-01      | 1.396e-10         | position
4  | 0 | 2.250e+00 | 6.285e-01      | 5.570e-11         | position
5  | 0 | 2.250e+00 | 9.466e-01      | 3.928e-11         | position
6  | 0 | 2.250e+00 | 1.309e+00      | 6.154e-13         | position
7  | 0 | 2.250e+00 | 1.715e+00      | 2.709e-12         | position
8  | 0 | 2.250e+00 | 2.166e+00      | 7.909e-11         | position
9  | 0 | 2.250e+00 | 2.660e+00      | 1.638e-10         | position
10 | 0 | 2.250e+00 | 3.197e+00      | 1.737e-10         | position
11 | 0 | 2.250e+00 | 3.797e+00      | 2.927e-11         | position
12 | 0 | 2.250e+00 | 4.448e+00      | 1.921e-10         | position
13 | 0 | 2.250e+00 | 5.140e+00      | 9.872e-11         | position
14 | 0 | 2.250e+00 | 5.873e+00      | 5.628e-10         | position
15 | 0 | 2.250e+00 | 6.645e+00      | 7.012e-10         | position
16 | 0 | 2.250e+00 | 7.457e+00      | 5.663e-10         | position
17 | 0 | 2.250e+00 | 8.307e+00      | 9.192e-10         | position
18 | 0 | 2.250e+00 | 9.194e+00      | 1.168e-09         | position
19 | 0 | 2.250e+00 | 1.013e+01      | 5.324e-10         | position
20 | 0 | 2.250e+00 | 1.110e+01      | 2.187e-10         | position
21 | 0 | 2.250e+00 | 1.209e+01      | 5.538e-10         | position
22 | 0 | 2.250e+00 | 1.310e+01      | 1.916e-09         | position
23 | 0 | 2.250e+00 | 1.415e+01      | 6.010e-10         | position
24 | 0 | 2.250e+00 | 1.521e+01      | 1.526e-10         | position
25 | 0 | 2.250e+00 | 1.632e+01      | 2.238e-09         | position
26 | 0 | 2.250e+00 | 1.745e+01      | 1.756e-09         | position
27 | 0 | 2.250e+00 | 1.861e+01      | 1.527e-09         | position
28 | 0 | 2.250e+00 | 1.980e+01      | 1.398e-09         | position
29 | 0 | 2.250e+00 | 2.099e+01      | 1.033e-09         | position
30 | 0 | 2.250e+00 | 2.225e+01      | 2.692e-09         | position
31 | 0 | 2.250e+00 | 2.354e+01      | 1.979e-09         | position
32 | 0 | 2.250e+00 | 2.486e+01      | 2.745e-09         | position
33 | 0 | 2.250e+00 | 2.621e+01      | 1.493e-09         | position
34 | 0 | 2.250e+00 | 2.759e+01      | 4.028e-09         | position
35 | 0 | 2.250e+00 | 2.901e+01      | 2.272e-09         | position
36 | 0 | 2.250e+00 | 3.045e+01      | 2.263e-09         | position
37 | 0 | 2.250e+00 | 3.193e+01      | 1.787e-09         | position
38 | 0 | 2.250e+00 | 3.343e+01      | 1.100e-09         | position
39 | 0 | 2.250e+00 | 3.496e+01      | 3.541e-09         | position
40 | 0 | 2.250e+00 | 3.651e+01      | 2.280e-09         | position
41 | 0 | 2.250e+00 | 3.808e+01      | 1.927e-09         | position
42 | 0 | 2.250e+00 | 3.968e+01      | 9.120e-10         | position
43 | 0 | 2.250e+00 | 4.131e+01      | 2.740e-09         | position
44 | 0 | 2.250e+00 | 4.295e+01      | 3.269e-09         | position
45 | 0 | 2.250e+00 | 4.462e+01      | 2.732e-09         | position
46 | 0 | 2.250e+00 | 4.631e+01      | 1.278e-09         | position
47 | 0 | 2.250e+00 | 4.804e+01      | 4.385e-10         | position
48 | 0 | 2.250e+00 | 4.980e+01      | 1.619e-09         | position
49 | 0 | 2.250e+00 | 5.159e+01      | 3.151e-09         | position
50 | 0 | 2.250e+00 | 5.340e+01      | 5.121e-09         | position

