EntropicMoment - momento (2e) q=2.000
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
2  | 0 | 2.000e+00 | 2.733e-03      | 1.409e-06         | momentum
3  | 0 | 2.000e+00 | 6.892e-03      | 1.450e-06         | momentum
4  | 0 | 2.000e+00 | 2.346e-02      | 1.370e-06         | momentum
5  | 0 | 2.000e+00 | 5.134e-03      | 1.450e-06         | momentum
6  | 0 | 2.000e+00 | 1.450e-03      | 1.224e-06         | momentum
7  | 0 | 2.000e+00 | 5.043e-04      | 6.248e-07         | momentum
8  | 0 | 2.000e+00 | 2.274e-04      | 1.656e-08         | momentum
9  | 0 | 2.000e+00 | 1.093e-04      | 5.360e-07         | momentum
10 | 0 | 2.000e+00 | 5.601e-05      | 1.192e-07         | momentum
11 | 0 | 2.000e+00 | 2.709e-04      | 1.473e-06         | momentum
12 | 0 | 2.000e+00 | 7.782e-04      | 8.880e-07         | momentum
13 | 0 | 2.000e+00 | 5.869e-04      | 1.410e-06         | momentum
14 | 0 | 2.000e+00 | 3.835e-04      | 1.413e-06         | momentum
15 | 0 | 2.000e+00 | 2.494e-04      | 1.336e-06         | momentum
16 | 0 | 2.000e+00 | 1.805e-04      | 4.194e-07         | momentum
17 | 0 | 2.000e+00 | 1.276e-04      | 1.476e-06         | momentum
18 | 0 | 2.000e+00 | 9.019e-05      | 1.285e-06         | momentum
19 | 0 | 2.000e+00 | 2.685e-04      | 1.289e-06         | momentum
20 | 0 | 2.000e+00 | 5.614e-04      | 1.369e-06         | momentum
21 | 0 | 2.000e+00 | 3.470e-04      | 1.189e-06         | momentum
22 | 0 | 2.000e+00 | 2.295e-04      | 1.346e-06         | momentum
23 | 0 | 2.000e+00 | 1.568e-04      | 1.432e-06         | momentum
24 | 0 | 2.000e+00 | 3.106e-05      | 5.762e-07         | momentum
25 | 0 | 2.000e+00 | 7.914e-05      | 6.510e-07         | momentum
26 | 0 | 2.000e+00 | 5.693e-05      | 1.427e-06         | momentum
27 | 0 | 2.000e+00 | 4.189e-05      | 1.429e-06         | momentum
28 | 0 | 2.000e+00 | 3.131e-05      | 5.227e-07         | momentum
29 | 0 | 2.000e+00 | 8.172e-06      | 5.871e-07         | momentum
30 | 0 | 2.000e+00 | 1.827e-05      | 1.361e-06         | momentum
31 | 0 | 2.000e+00 | 2.035e-05      | 1.141e-06         | momentum
32 | 0 | 2.000e+00 | 1.928e-05      | 1.426e-06         | momentum
33 | 0 | 2.000e+00 | 1.749e-05      | 3.345e-07         | momentum
34 | 0 | 2.000e+00 | 1.687e-05      | 7.260e-07         | momentum
35 | 0 | 2.000e+00 | 1.550e-05      | 1.397e-06         | momentum
36 | 0 | 2.000e+00 | 1.389e-05      | 1.453e-06         | momentum
37 | 0 | 2.000e+00 | 3.999e-05      | 1.241e-06         | momentum
38 | 0 | 2.000e+00 | 8.507e-05      | 1.451e-06         | momentum
39 | 0 | 2.000e+00 | 5.921e-05      | 1.471e-06         | momentum
40 | 0 | 2.000e+00 | 4.439e-05      | 1.388e-06         | momentum
41 | 0 | 2.000e+00 | 1.242e-05      | 1.451e-06         | momentum
42 | 0 | 2.000e+00 | 9.912e-06      | 1.059e-06         | momentum
43 | 0 | 2.000e+00 | 2.188e-05      | 1.190e-06         | momentum
44 | 0 | 2.000e+00 | 7.119e-06      | 9.393e-07         | momentum
45 | 0 | 2.000e+00 | 6.090e-06      | 1.439e-06         | momentum
46 | 0 | 2.000e+00 | 2.754e-06      | 1.827e-07         | momentum
47 | 0 | 2.000e+00 | 4.529e-06      | 1.888e-07         | momentum
48 | 0 | 2.000e+00 | 8.401e-06      | 1.239e-06         | momentum
49 | 0 | 2.000e+00 | 9.122e-06      | 1.297e-06         | momentum
50 | 0 | 2.000e+00 | 9.127e-06      | 1.328e-06         | momentum

