EntropicMoment - posicion q=2.000
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 2.000e+00 | 3.979e-02      | 3.768e-11         | position
2  | 0 | 2.000e+00 | 1.906e-01      | 4.378e-12         | position
3  | 0 | 2.000e+00 | 3.488e-01      | 3.401e-11         | position
4  | 0 | 2.000e+00 | 5.248e-01      | 1.857e-11         | position
5  | 0 | 2.000e+00 | 7.011e-01      | 1.513e-11         | position
6  | 0 | 2.000e+00 | 8.835e-01      | 2.590e-12         | position
7  | 0 | 2.000e+00 | 1.074e+00      | 9.522e-11         | position
8  | 0 | 2.000e+00 | 1.273e+00      | 4.341e-12         | position
9  | 0 | 2.000e+00 | 1.482e+00      | 1.773e-10         | position
10 | 0 | 2.000e+00 | 1.702e+00      | 3.836e-11         | position
11 | 0 | 2.000e+00 | 1.934e+00      | 5.348e-11         | position
12 | 0 | 2.000e+00 | 2.175e+00      | 4.513e-11         | position
13 | 0 | 2.000e+00 | 2.421e+00      | 7.587e-11         | position
14 | 0 | 2.000e+00 | 2.672e+00      | 4.234e-11         | position
15 | 0 | 2.000e+00 | 2.927e+00      | 1.532e-10         | position
16 | 0 | 2.000e+00 | 3.187e+00      | 9.701e-11         | position
17 | 0 | 2.000e+00 | 3.452e+00      | 3.234e-10         | position
18 | 0 | 2.000e+00 | 3.721e+00      | 4.897e-10         | position
19 | 0 | 2.000e+00 | 3.996e+00      | 4.495e-10         | position
20 | 0 | 2.000e+00 | 4.275e+00      | 1.194e-10         | position
21 | 0 | 2.000e+00 | 4.549e+00      | 5.984e-10         | position
22 | 0 | 2.000e+00 | 4.825e+00      | 5.578e-10         | position
23 | 0 | 2.000e+00 | 5.103e+00      | 4.204e-10         | position
24 | 0 | 2.000e+00 | 5.377e+00      | 1.083e-10         | position
25 | 0 | 2.000e+00 | 5.664e+00      | 1.556e-10         | position
26 | 0 | 2.000e+00 | 5.948e+00      | 5.145e-10         | position
27 | 0 | 2.000e+00 | 6.235e+00      | 1.236e-10         | position
28 | 0 | 2.000e+00 | 6.524e+00      | 1.199e-10         | position
29 | 0 | 2.000e+00 | 6.809e+00      | 6.292e-11         | position
30 | 0 | 2.000e+00 | 7.108e+00      | 8.495e-11         | position
31 | 0 | 2.000e+00 | 7.410e+00      | 8.073e-10         | position
32 | 0 | 2.000e+00 | 7.715e+00      | 2.181e-10         | position
33 | 0 | 2.000e+00 | 8.023e+00      | 5.361e-10         | position
34 | 0 | 2.000e+00 | 8.334e+00      | 1.100e-09         | position
35 | 0 | 2.000e+00 | 8.648e+00      | 9.463e-10         | position
36 | 0 | 2.000e+00 | 8.965e+00      | 1.091e-09         | position
37 | 0 | 2.000e+00 | 9.285e+00      | 1.104e-09         | position
38 | 0 | 2.000e+00 | 9.608e+00      | 7.348e-10         | position
39 | 0 | 2.000e+00 | 9.930e+00      | 7.494e-10         | position
40 | 0 | 2.000e+00 | 1.025e+01      | 7.757e-10         | position
41 | 0 | 2.000e+00 | 1.058e+01      | 7.597e-10         | position
42 | 0 | 2.000e+00 | 1.090e+01      | 1.313e-09         | position
43 | 0 | 2.000e+00 | 1.123e+01      | 9.042e-10         | position
44 | 0 | 2.000e+00 | 1.156e+01      | 5.029e-10         | position
45 | 0 | 2.000e+00 | 1.189e+01      | 3.690e-10         | position
46 | 0 | 2.000e+00 | 1.222e+01      | 2.857e-10         | position
47 | 0 | 2.000e+00 | 1.256e+01      | 1.053e-09         | position
48 | 0 | 2.000e+00 | 1.290e+01      | 4.374e-10         | position
49 | 0 | 2.000e+00 | 1.324e+01      | 8.774e-10         | position
50 | 0 | 2.000e+00 | 1.358e+01      | 1.213e-09         | position

