EntropicMoment - momento q=1.000
---------------------------------------------------------------------
Z  | Q | q         | EntropicMoment | integration_error | space   
---------------------------------------------------------------------
1  | 0 | 1.000e+00 | 1.000e+00      | 5.923e-12         | momentum
2  | 0 | 1.000e+00 | 1.000e+00      | 2.851e-12         | momentum
3  | 0 | 1.000e+00 | 1.000e+00      | 8.143e-11         | momentum
4  | 0 | 1.000e+00 | 1.000e+00      | 2.189e-11         | momentum
5  | 0 | 1.000e+00 | 1.000e+00      | 1.193e-10         | momentum
6  | 0 | 1.000e+00 | 1.000e+00      | 1.973e-11         | momentum
7  | 0 | 1.000e+00 | 1.000e+00      | 7.576e-11         | momentum
8  | 0 | 1.000e+00 | 1.000e+00      | 1.227e-11         | momentum
9  | 0 | 1.000e+00 | 1.000e+00      | 7.740e-11         | momentum
10 | 0 | 1.000e+00 | 1.000e+00      | 6.592e-11         | momentum
11 | 0 | 1.000e+00 | 1.000e+00      | 7.885e-11         | momentum
12 | 0 | 1.000e+00 | 1.000e+00      | 6.441e-11         | momentum
13 | 0 | 1.000e+00 | 1.000e+00      | 7.138e-11         | momentum
14 | 0 | 1.000e+00 | 1.000e+00      | 2.356e-11         | momentum
15 | 0 | 1.000e+00 | 1.000e+00      | 2.548e-11         | momentum
16 | 0 | 1.000e+00 | 1.000e+00      | 5.322e-11         | momentum
17 | 0 | 1.000e+00 | 1.000e+00      | 3.570e-11         | momentum
18 | 0 | 1.000e+00 | 1.000e+00      | 1.069e-10         | momentum
19 | 0 | 1.000e+00 | 1.000e+00      | 1.868e-11         | momentum
20 | 0 | 1.000e+00 | 1.000e+00      | 9.155e-11         | momentum
21 | 0 | 1.000e+00 | 1.000e+00      | 1.290e-10         | momentum
22 | 0 | 1.000e+00 | 1.000e+00      | 4.962e-11         | momentum
23 | 0 | 1.000e+00 | 1.000e+00      | 7.795e-11         | momentum
24 | 0 | 1.000e+00 | 1.000e+00      | 9.468e-11         | momentum
25 | 0 | 1.000e+00 | 1.000e+00      | 9.215e-11         | momentum
26 | 0 | 1.000e+00 | 1.000e+00      | 8.008e-11         | momentum
27 | 0 | 1.000e+00 | 1.000e+00      | 5.497e-11         | momentum
28 | 0 | 1.000e+00 | 1.000e+00      | 3.287e-11         | momentum
29 | 0 | 1.000e+00 | 1.000e+00      | 6.536e-11         | momentum
30 | 0 | 1.000e+00 | 1.000e+00      | 2.434e-11         | momentum
31 | 0 | 1.000e+00 | 1.000e+00      | 4.889e-11         | momentum
32 | 0 | 1.000e+00 | 1.000e+00      | 6.916e-11         | momentum
33 | 0 | 1.000e+00 | 1.000e+00      | 4.108e-11         | momentum
34 | 0 | 1.000e+00 | 1.000e+00      | 1.444e-10         | momentum
35 | 0 | 1.000e+00 | 1.000e+00      | 4.532e-11         | momentum
36 | 0 | 1.000e+00 | 1.000e+00      | 1.790e-11         | momentum
37 | 0 | 1.000e+00 | 1.000e+00      | 4.311e-11         | momentum
38 | 0 | 1.000e+00 | 1.000e+00      | 1.288e-10         | momentum
39 | 0 | 1.000e+00 | 1.000e+00      | 7.151e-11         | momentum
40 | 0 | 1.000e+00 | 1.000e+00      | 8.878e-11         | momentum
41 | 0 | 1.000e+00 | 1.000e+00      | 1.115e-10         | momentum
42 | 0 | 1.000e+00 | 1.000e+00      | 1.244e-10         | momentum
43 | 0 | 1.000e+00 | 1.000e+00      | 9.029e-11         | momentum
44 | 0 | 1.000e+00 | 1.000e+00      | 3.687e-11         | momentum
45 | 0 | 1.000e+00 | 1.000e+00      | 1.742e-11         | momentum
46 | 0 | 1.000e+00 | 1.000e+00      | 1.035e-10         | momentum
47 | 0 | 1.000e+00 | 1.000e+00      | 6.452e-11         | momentum
48 | 0 | 1.000e+00 | 1.000e+00      | 8.190e-11         | momentum
49 | 0 | 1.000e+00 | 1.000e+00      | 1.337e-10         | momentum
50 | 0 | 1.000e+00 | 1.000e+00      | 1.911e-12         | momentum

