Renyi - momento (2e) alpha=1.600
----------------------------------------------------------------------------------------
Z  | Q | alpha     | RenyiEntropy | integration_error | space    | TwoElectronDensity
----------------------------------------------------------------------------------------
2  | 0 | 1.600e+00 | -6.402e+00   | 1.126e-08         | momentum | True              
3  | 0 | 1.600e+00 | -5.595e+00   | 1.272e-06         | momentum | True              
4  | 0 | 1.600e+00 | -4.958e+00   | 1.465e-06         | momentum | True              
5  | 0 | 1.600e+00 | -6.254e+00   | 8.171e-07         | momentum | True              
6  | 0 | 1.600e+00 | -7.402e+00   | 1.321e-06         | momentum | True              
7  | 0 | 1.600e+00 | -8.384e+00   | 1.266e-06         | momentum | True              
8  | 0 | 1.600e+00 | -9.137e+00   | 1.254e-06         | momentum | True              
9  | 0 | 1.600e+00 | -9.836e+00   | 1.436e-06         | momentum | True              
10 | 0 | 1.600e+00 | -1.048e+01   | 1.222e-06         | momentum | True              
11 | 0 | 1.600e+00 | -9.457e+00   | 1.485e-06         | momentum | True              
12 | 0 | 1.600e+00 | -8.833e+00   | 1.487e-06         | momentum | True              
13 | 0 | 1.600e+00 | -9.010e+00   | 1.489e-06         | momentum | True              
14 | 0 | 1.600e+00 | -9.307e+00   | 1.413e-06         | momentum | True              
15 | 0 | 1.600e+00 | -9.629e+00   | 1.485e-06         | momentum | True              
16 | 0 | 1.600e+00 | -9.877e+00   | 1.323e-06         | momentum | True              
17 | 0 | 1.600e+00 | -1.016e+01   | 9.444e-07         | momentum | True              
18 | 0 | 1.600e+00 | -1.044e+01   | 1.341e-06         | momentum | True              
19 | 0 | 1.600e+00 | -9.768e+00   | 1.465e-06         | momentum | True              
20 | 0 | 1.600e+00 | -9.276e+00   | 1.432e-06         | momentum | True              
21 | 0 | 1.600e+00 | -9.708e+00   | 1.282e-06         | momentum | True              
22 | 0 | 1.600e+00 | -1.010e+01   | 1.436e-06         | momentum | True              
23 | 0 | 1.600e+00 | -1.047e+01   | 1.379e-06         | momentum | True              
24 | 0 | 1.600e+00 | -1.169e+01   | 1.432e-06         | momentum | True              
25 | 0 | 1.600e+00 | -1.114e+01   | 1.474e-06         | momentum | True              
26 | 0 | 1.600e+00 | -1.145e+01   | 1.484e-06         | momentum | True              
27 | 0 | 1.600e+00 | -1.175e+01   | 1.482e-06         | momentum | True              
28 | 0 | 1.600e+00 | -1.203e+01   | 1.463e-06         | momentum | True              
29 | 0 | 1.600e+00 | -1.301e+01   | 1.473e-06         | momentum | True              
30 | 0 | 1.600e+00 | -1.256e+01   | 1.386e-06         | momentum | True              
31 | 0 | 1.600e+00 | -1.250e+01   | 1.377e-06         | momentum | True              
32 | 0 | 1.600e+00 | -1.253e+01   | 9.566e-07         | momentum | True              
33 | 0 | 1.600e+00 | -1.259e+01   | 9.457e-07         | momentum | True              
34 | 0 | 1.600e+00 | -1.260e+01   | 1.270e-06         | momentum | True              
35 | 0 | 1.600e+00 | -1.265e+01   | 1.480e-06         | momentum | True              
36 | 0 | 1.600e+00 | -1.272e+01   | 1.465e-06         | momentum | True              
37 | 0 | 1.600e+00 | -1.209e+01   | 1.444e-06         | momentum | True              
38 | 0 | 1.600e+00 | -1.157e+01   | 1.486e-06         | momentum | True              
39 | 0 | 1.600e+00 | -1.183e+01   | 1.324e-06         | momentum | True              
40 | 0 | 1.600e+00 | -1.205e+01   | 1.487e-06         | momentum | True              
41 | 0 | 1.600e+00 | -1.290e+01   | 1.462e-06         | momentum | True              
42 | 0 | 1.600e+00 | -1.308e+01   | 1.481e-06         | momentum | True              
43 | 0 | 1.600e+00 | -1.262e+01   | 1.488e-06         | momentum | True              
44 | 0 | 1.600e+00 | -1.337e+01   | 1.469e-06         | momentum | True              
45 | 0 | 1.600e+00 | -1.351e+01   | 1.486e-06         | momentum | True              
46 | 0 | 1.600e+00 | -1.398e+01   | 1.420e-06         | momentum | True              
47 | 0 | 1.600e+00 | -1.378e+01   | 1.411e-06         | momentum | True              
48 | 0 | 1.600e+00 | -1.343e+01   | 1.240e-06         | momentum | True              
49 | 0 | 1.600e+00 | -1.338e+01   | 1.231e-06         | momentum | True              
50 | 0 | 1.600e+00 | -1.337e+01   | 1.474e-06         | momentum | True              

